gene_id	HF1_2_Cbr	HF1_2_Cni
CBRIG.III.g7799.t1__CNIGO.Cnig_chr_III.g8809.t1	114	421
CBRIG.III.g7815.t1__CNIGO.Cnig_chr_III.g8797.t3	1510	3467
CBRIG.III.g7832.t3__CNIGO.Cnig_chr_III.g8846.t1	182	356
CBRIG.III.g7864.t1__CNIGO.Cnig_chr_III.g8894.t1	339	556
CBRIG.III.g7931.t1__CNIGO.Cnig_chr_III.g9010.t1	485	122
CBRIG.III.g7944.t2__CNIGO.Cnig_chr_III.g9020.t2	350	941
CBRIG.III.g7975.t2__CNIGO.Cnig_chr_III.g9130.t1	446	483
CBRIG.III.g7982.t1__CNIGO.Cnig_chr_III.g9134.t2	1949	1599
CBRIG.III.g7996.t1__CNIGO.Cnig_chr_III.g9156.t1	33	45
CBRIG.III.g8006.t2__CNIGO.Cnig_chr_III.g9175.t1	352	302
CBRIG.III.g8033.t1__CNIGO.Cnig_chr_III.g9285.t1	17	138
CBRIG.III.g8102.t1__CNIGO.Cnig_chr_III.g9335.t1	559	258
CBRIG.III.g8108.t2__CNIGO.Cnig_chr_III.g9340.t1	148	257
CBRIG.III.g8128.t1__CNIGO.Cnig_chr_III.g9369.t2	257	242
CBRIG.III.g8144.t1__CNIGO.Cnig_chr_III.g9383.t2	598	1045
CBRIG.III.g8163.t1__CNIGO.Cnig_chr_III.g9412.t1	143	104
CBRIG.III.g8178.t1__CNIGO.Cnig_chr_III.g9428.t1	400	157
CBRIG.III.g8185.t1__CNIGO.Cnig_chr_III.g9434.t1	637	711
CBRIG.III.g8186.t1__CNIGO.Cnig_chr_III.g9435.t2	868	409
CBRIG.III.g8248.t1__CNIGO.Cnig_chr_III.g9503.t1	102	193
CBRIG.III.g8270.t1__CNIGO.Cnig_chr_III.g9515.t1	1064	131
CBRIG.III.g8271.t1__CNIGO.Cnig_chr_III.g9514.t1	543	128
CBRIG.III.g8297.t1__CNIGO.Cnig_chr_III.g9563.t1	216	566
CBRIG.III.g8304.t1__CNIGO.Cnig_chr_III.g9570.t1	716	314
CBRIG.III.g8314.t1__CNIGO.Cnig_chr_III.g9585.t1	372	138
CBRIG.III.g8316.t1__CNIGO.Cnig_chr_III.g9588.t2	77	288
CBRIG.III.g8330.t1__CNIGO.Cnig_chr_III.g9599.t1	1194	405
CBRIG.III.g8336.t2__CNIGO.Cnig_chr_III.g9608.t1	264	98
CBRIG.III.g8371.t1__CNIGO.Cnig_chr_III.g9644.t1	393	723
CBRIG.III.g8377.t1__CNIGO.Cnig_chr_III.g9651.t1	165	194
CBRIG.III.g8408.t1__CNIGO.Cnig_chr_III.g9681.t2	365	486
CBRIG.III.g8424.t1__CNIGO.Cnig_chr_III.g9695.t1	2759	743
CBRIG.III.g8437.t1__CNIGO.Cnig_chr_III.g9709.t1	455	192
CBRIG.III.g8533.t2__CNIGO.Cnig_chr_III.g9777.t3	347	175
CBRIG.III.g8557.t1__CNIGO.Cnig_chr_III.g9804.t2	70	80
CBRIG.III.g8573.t3__CNIGO.Cnig_chr_III.g9822.t2	100	175
CBRIG.III.g8642.t1__CNIGO.Cnig_chr_III.g9893.t1	170	579
CBRIG.III.g8669.t1__CNIGO.Cnig_chr_III.g9919.t2	195	370
CBRIG.III.g8671.t2__CNIGO.Cnig_chr_III.g9921.t1	490	482
CBRIG.III.g8701.t1__CNIGO.Cnig_chr_III.g9956.t1	1263	446
CBRIG.III.g8741.t1__CNIGO.Cnig_chr_III.g9997.t2	992	156
CBRIG.III.g8745.t1__CNIGO.Cnig_chr_III.g10002.t1	218	523
CBRIG.III.g8762.t1__CNIGO.Cnig_chr_III.g10023.t1	298	837
CBRIG.III.g8764.t1__CNIGO.Cnig_chr_III.g10031.t1	89	171
CBRIG.III.g8775.t1__CNIGO.Cnig_chr_III.g10046.t1	553	238
CBRIG.III.g8809.t2__CNIGO.Cnig_chr_III.g10085.t1	296	500
CBRIG.III.g8869.t1__CNIGO.Cnig_chr_III.g10140.t1	179	266
CBRIG.III.g8872.t1__CNIGO.Cnig_chr_III.g10143.t1	478	454
CBRIG.III.g8876.t1__CNIGO.Cnig_chr_III.g10146.t1	213	202
CBRIG.III.g8915.t2__CNIGO.Cnig_chr_III.g10182.t1	182	567
CBRIG.III.g8947.t1__CNIGO.Cnig_chr_III.g10205.t2	727	2586
CBRIG.III.g8960.t1__CNIGO.Cnig_chr_III.g10218.t1	314	625
CBRIG.III.g8996.t1__CNIGO.Cnig_chr_III.g10267.t1	173	523
CBRIG.III.g9020.t1__CNIGO.Cnig_chr_III.g10290.t1	188	152
CBRIG.III.g9021.t1__CNIGO.Cnig_chr_III.g10291.t1	149	173
CBRIG.III.g9027.t1__CNIGO.Cnig_chr_III.g10296.t2	138	548
CBRIG.III.g9036.t3__CNIGO.Cnig_chr_III.g10313.t1	2024	668
CBRIG.III.g9071.t1__CNIGO.Cnig_chr_III.g10363.t1	376	318
CBRIG.III.g9096.t1__CNIGO.Cnig_chr_III.g10418.t1	1314	2796
CBRIG.III.g9117.t1__CNIGO.Cnig_chr_III.g10441.t1	156	595
CBRIG.III.g9167.t2__CNIGO.Cnig_chr_III.g10496.t1	850	292
CBRIG.III.g9176.t1__CNIGO.Cnig_chr_III.g10506.t1	187	61
CBRIG.III.g9181.t3__CNIGO.Cnig_chr_III.g10511.t1	269	223
CBRIG.III.g9196.t1__CNIGO.Cnig_chr_III.g10526.t2	915	1101
CBRIG.III.g9212.t1__CNIGO.Cnig_chr_III.g10547.t1	190	241
CBRIG.III.g9221.t1__CNIGO.Cnig_chr_III.g10555.t1	272	294
CBRIG.III.g9258.t2__CNIGO.Cnig_chr_III.g10599.t3	296	585
CBRIG.III.g9264.t2__CNIGO.Cnig_chr_III.g10605.t1	318	284
CBRIG.III.g9301.t1__CNIGO.Cnig_chr_III.g10642.t1	112	288
CBRIG.III.g9309.t1__CNIGO.Cnig_chr_III.g10650.t1	238	74
CBRIG.III.g9310.t1__CNIGO.Cnig_chr_III.g10651.t1	131	232
CBRIG.III.g9351.t1__CNIGO.Cnig_chr_III.g10693.t3	597	686
CBRIG.III.g9357.t2__CNIGO.Cnig_chr_III.g10700.t1	645	220
CBRIG.III.g9367.t1__CNIGO.Cnig_chr_III.g10708.t2	552	262
CBRIG.III.g9369.t1__CNIGO.Cnig_chr_III.g10731.t1	210	162
CBRIG.III.g9412.t1__CNIGO.Cnig_chr_III.g10755.t1	180	1437
CBRIG.III.g9416.t1__CNIGO.Cnig_chr_III.g10761.t1	169	139
CBRIG.III.g9419.t1__CNIGO.Cnig_chr_III.g10825.t2	407	137
CBRIG.III.g9423.t1__CNIGO.Cnig_chr_III.g10776.t1	455	87
CBRIG.III.g9466.t1__CNIGO.Cnig_chr_III.g10820.t1	159	131
CBRIG.III.g9469.t2__CNIGO.Cnig_chr_III.g10822.t2	774	1468
CBRIG.III.g9476.t1__CNIGO.Cnig_chr_III.g10829.t1	169	1019
CBRIG.III.g9487.t1__CNIGO.Cnig_chr_III.g10845.t1	64	117
CBRIG.III.g9492.t1__CNIGO.Cnig_chr_III.g10851.t3	306	582
CBRIG.III.g9524.t2__CNIGO.Cnig_chr_III.g10879.t1	812	395
CBRIG.III.g9526.t2__CNIGO.Cnig_chr_III.g10881.t1	486	386
CBRIG.III.g9565.t1__CNIGO.Cnig_chr_III.g10957.t1	65	50
CBRIG.III.g9749.t1__CNIGO.Cnig_chr_III.g11072.t1	54	477
CBRIG.III.g9771.t1__CNIGO.Cnig_chr_III.g11120.t1	547	294
CBRIG.III.g9862.t1__CNIGO.Cnig_chr_III.g11259.t1	205	688
CBRIG.III.g9901.t1__CNIGO.Cnig_chr_III.g11311.t1	1002	468
CBRIG.III.g9915.t1__CNIGO.Cnig_chr_III.g11327.t1	88	106
CBRIG.III.g9916.t1__CNIGO.Cnig_chr_III.g11330.t2	397	104
CBRIG.III.g9919.t1__CNIGO.Cnig_chr_III.g11333.t1	162	260
CBRIG.III.g9934.t1__CNIGO.Cnig_chr_III.g11355.t1	993	499
CBRIG.III.g9940.t1__CNIGO.Cnig_chr_III.g11407.t1	409	300
CBRIG.III.g9948.t1__CNIGO.Cnig_chr_III.g11395.t2	217	460
CBRIG.III.g9993.t1__CNIGO.Cnig_chr_III.g11023.t1	107	276
CBRIG.IV.g10445.t1__CNIGO.Cnig_chr_IV.g12098.t1	1359	335
CBRIG.IV.g10456.t3__CNIGO.Cnig_chr_IV.g12072.t1	497	191
CBRIG.IV.g10474.t1__CNIGO.Cnig_chr_IV.g12051.t2	657	304
CBRIG.IV.g10484.t1__CNIGO.Cnig_chr_IV.g12041.t1	431	400
CBRIG.IV.g10525.t1__CNIGO.Cnig_chr_IV.g11984.t1	161	74
CBRIG.IV.g10552.t2__CNIGO.Cnig_chr_IV.g11953.t1	148	344
CBRIG.IV.g10554.t1__CNIGO.Cnig_chr_IV.g11951.t1	136	352
CBRIG.IV.g10557.t1__CNIGO.Cnig_chr_IV.g11948.t1	283	360
CBRIG.IV.g10589.t1__CNIGO.Cnig_chr_IV.g12155.t1	123	371
CBRIG.IV.g10603.t1__CNIGO.Cnig_chr_IV.g12173.t2	862	318
CBRIG.IV.g10604.t2__CNIGO.Cnig_chr_IV.g12175.t1	797	492
CBRIG.IV.g10661.t1__CNIGO.Cnig_chr_IV.g12264.t1	517	191
CBRIG.IV.g10703.t1__CNIGO.Cnig_chr_IV.g12123.t1	172	175
CBRIG.IV.g10766.t2__CNIGO.Cnig_chr_IV.g12415.t3	737	170
CBRIG.IV.g10811.t1__CNIGO.Cnig_chr_IV.g12476.t2	407	453
CBRIG.IV.g10832.t1__CNIGO.Cnig_chr_IV.g12497.t1	259	486
CBRIG.IV.g10865.t1__CNIGO.Cnig_chr_IV.g12540.t2	89	95
CBRIG.IV.g10895.t1__CNIGO.Cnig_chr_IV.g12627.t1	44	45
CBRIG.IV.g10924.t1__CNIGO.Cnig_chr_IV.g12728.t1	192	483
CBRIG.IV.g10959.t1__CNIGO.Cnig_chr_IV.g12690.t2	620	321
CBRIG.IV.g10976.t1__CNIGO.Cnig_chr_IV.g12670.t1	81	146
CBRIG.IV.g11031.t1__CNIGO.Cnig_chr_IV.g12871.t1	346	611
CBRIG.IV.g11051.t2__CNIGO.Cnig_chr_IV.g12878.t1	60	298
CBRIG.IV.g11139.t1__CNIGO.Cnig_chr_IV.g13012.t1	587	92
CBRIG.IV.g11213.t2__CNIGO.Cnig_chr_IV.g13102.t1	818	196
CBRIG.IV.g11223.t1__CNIGO.Cnig_chr_IV.g13112.t1	62	169
CBRIG.IV.g11256.t1__CNIGO.Cnig_chr_IV.g13153.t1	1373	405
CBRIG.IV.g11259.t1__CNIGO.Cnig_chr_IV.g13154.t2	665	2265
CBRIG.IV.g11331.t1__CNIGO.Cnig_chr_IV.g13238.t2	1435	376
CBRIG.IV.g11353.t1__CNIGO.Cnig_chr_IV.g13209.t1	54	178
CBRIG.IV.g11357.t1__CNIGO.Cnig_chr_IV.g13201.t1	240	149
CBRIG.IV.g11385.t1__CNIGO.Cnig_chr_IV.g13315.t1	813	504
CBRIG.IV.g11406.t1__CNIGO.Cnig_chr_IV.g13336.t1	1660	275
CBRIG.IV.g11414.t1__CNIGO.Cnig_chr_IV.g13345.t1	146	117
CBRIG.IV.g11432.t1__CNIGO.Cnig_chr_IV.g13362.t1	1052	975
CBRIG.IV.g11469.t1__CNIGO.Cnig_chr_IV.g13398.t1	294	1114
CBRIG.IV.g11511.t1__CNIGO.Cnig_chr_IV.g13451.t1	760	299
CBRIG.IV.g11522.t2__CNIGO.Cnig_chr_IV.g13459.t1	259	863
CBRIG.IV.g11525.t1__CNIGO.Cnig_chr_IV.g13456.t1	957	114
CBRIG.IV.g11536.t1__CNIGO.Cnig_chr_IV.g13476.t1	82	170
CBRIG.IV.g11562.t1__CNIGO.Cnig_chr_IV.g13505.t1	280	222
CBRIG.IV.g11570.t1__CNIGO.Cnig_chr_IV.g13513.t1	736	719
CBRIG.IV.g11581.t2__CNIGO.Cnig_chr_IV.g13520.t3	377	351
CBRIG.IV.g11582.t3__CNIGO.Cnig_chr_IV.g13521.t2	145	162
CBRIG.IV.g11673.t2__CNIGO.Cnig_chr_IV.g13613.t1	1471	412
CBRIG.IV.g11680.t1__CNIGO.Cnig_chr_IV.g13621.t1	1119	340
CBRIG.IV.g11698.t3__CNIGO.Cnig_chr_IV.g13961.t1	512	1732
CBRIG.IV.g11709.t1__CNIGO.Cnig_chr_IV.g13949.t1	423	3198
CBRIG.IV.g11712.t1__CNIGO.Cnig_chr_IV.g13946.t1	447	130
CBRIG.IV.g11721.t2__CNIGO.Cnig_chr_IV.g13933.t2	352	652
CBRIG.IV.g11726.t1__CNIGO.Cnig_chr_IV.g13929.t1	208	107
CBRIG.IV.g11763.t1__CNIGO.Cnig_chr_IV.g13897.t1	28	64
CBRIG.IV.g11769.t1__CNIGO.Cnig_chr_IV.g13886.t1	1145	208
CBRIG.IV.g11773.t1__CNIGO.Cnig_chr_IV.g13882.t1	204	987
CBRIG.IV.g11820.t1__CNIGO.Cnig_chr_IV.g13829.t1	369	316
CBRIG.IV.g11823.t1__CNIGO.Cnig_chr_IV.g13826.t1	768	485
CBRIG.IV.g11852.t2__CNIGO.Cnig_chr_IV.g13796.t1	380	359
CBRIG.IV.g11859.t1__CNIGO.Cnig_chr_IV.g13788.t1	300	183
CBRIG.IV.g11871.t1__CNIGO.Cnig_chr_IV.g13777.t1	298	626
CBRIG.IV.g11873.t1__CNIGO.Cnig_chr_IV.g13775.t1	181	222
CBRIG.IV.g11927.t1__CNIGO.Cnig_chr_IV.g13715.t1	577	289
CBRIG.IV.g11931.t1__CNIGO.Cnig_chr_IV.g13711.t1	468	242
CBRIG.IV.g11954.t1__CNIGO.Cnig_chr_IV.g13688.t2	777	432
CBRIG.IV.g11955.t1__CNIGO.Cnig_chr_IV.g13687.t1	1339	618
CBRIG.IV.g11988.t1__CNIGO.Cnig_chr_IV.g13656.t2	129	461
CBRIG.IV.g11993.t1__CNIGO.Cnig_chr_IV.g13650.t1	137	181
CBRIG.IV.g12005.t2__CNIGO.Cnig_chr_IV.g13640.t1	191	887
CBRIG.IV.g12023.t1__CNIGO.Cnig_chr_IV.g13977.t2	2103	1018
CBRIG.IV.g12030.t1__CNIGO.Cnig_chr_IV.g13982.t1	348	1275
CBRIG.IV.g12052.t1__CNIGO.Cnig_chr_IV.g14001.t1	660	403
CBRIG.IV.g12081.t2__CNIGO.Cnig_chr_IV.g14026.t1	457	1620
CBRIG.IV.g12082.t1__CNIGO.Cnig_chr_IV.g14027.t1	441	159
CBRIG.IV.g12121.t1__CNIGO.Cnig_chr_IV.g14067.t1	245	326
CBRIG.IV.g12123.t1__CNIGO.Cnig_chr_IV.g14069.t1	699	1436
CBRIG.IV.g12141.t1__CNIGO.Cnig_chr_IV.g14090.t1	170	32
CBRIG.IV.g12154.t1__CNIGO.Cnig_chr_IV.g14102.t1	3176	515
CBRIG.IV.g12160.t1__CNIGO.Cnig_chr_IV.g14108.t1	116	203
CBRIG.IV.g12183.t1__CNIGO.Cnig_chr_IV.g14135.t1	175	257
CBRIG.IV.g12202.t1__CNIGO.Cnig_chr_IV.g14157.t2	640	279
CBRIG.IV.g12213.t2__CNIGO.Cnig_chr_IV.g14169.t1	626	328
CBRIG.IV.g12217.t1__CNIGO.Cnig_chr_IV.g14176.t1	716	165
CBRIG.IV.g12228.t1__CNIGO.Cnig_chr_IV.g14185.t1	828	480
CBRIG.IV.g12288.t2__CNIGO.Cnig_chr_IV.g14266.t1	2527	7321
CBRIG.IV.g12291.t1__CNIGO.Cnig_chr_IV.g14269.t2	163	335
CBRIG.IV.g12316.t1__CNIGO.Cnig_chr_IV.g14300.t1	346	355
CBRIG.IV.g12338.t1__CNIGO.Cnig_chr_IV.g14322.t1	423	313
CBRIG.IV.g12343.t2__CNIGO.Cnig_chr_IV.g14329.t1	290	534
CBRIG.IV.g12361.t4__CNIGO.Cnig_chr_IV.g14350.t1	1174	597
CBRIG.IV.g12395.t1__CNIGO.Cnig_chr_IV.g14386.t1	224	536
CBRIG.IV.g12407.t1__CNIGO.Cnig_chr_IV.g14397.t1	302	266
CBRIG.IV.g12413.t1__CNIGO.Cnig_chr_IV.g14405.t1	77	69
CBRIG.IV.g12473.t1__CNIGO.Cnig_chr_IV.g14472.t1	257	124
CBRIG.IV.g12486.t1__CNIGO.Cnig_chr_IV.g14485.t1	280	84
CBRIG.IV.g12489.t1__CNIGO.Cnig_chr_IV.g14488.t2	200	230
CBRIG.IV.g12514.t2__CNIGO.Cnig_chr_IV.g14513.t1	148	506
CBRIG.IV.g12518.t2__CNIGO.Cnig_chr_IV.g14518.t2	717	344
CBRIG.IV.g12519.t1__CNIGO.Cnig_chr_IV.g14519.t1	368	1633
CBRIG.IV.g12521.t1__CNIGO.Cnig_chr_IV.g14521.t1	278	431
CBRIG.IV.g12523.t1__CNIGO.Cnig_chr_IV.g14523.t1	577	220
CBRIG.IV.g12532.t1__CNIGO.Cnig_chr_IV.g14535.t1	108	772
CBRIG.IV.g12560.t1__CNIGO.Cnig_chr_IV.g14566.t1	49	52
CBRIG.IV.g12582.t1__CNIGO.Cnig_chr_IV.g14591.t1	699	744
CBRIG.IV.g12586.t1__CNIGO.Cnig_chr_IV.g14594.t3	522	196
CBRIG.IV.g12587.t2__CNIGO.Cnig_chr_IV.g14596.t1	1218	378
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	704	174
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	458	468
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	141	128
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	408	188
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	268	1256
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	397	1234
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	217	499
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	363	126
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	901	238
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	266	855
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	380	116
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	265	251
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	114	239
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	212	101
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	652	831
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	302	237
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	275	744
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	634	237
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	2009	312
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	281	208
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	109	195
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	267	52
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	905	2131
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	171	128
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	151	291
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	86	365
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	62	55
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	244	99
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	100	177
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	31	58
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	61	86
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	1279	1181
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	352	330
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	77	167
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	283	99
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	287	513
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	131	605
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	146	327
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	119	104
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	141	297
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	187	96
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	288	179
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	259	372
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	624	349
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	163	824
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	166	159
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	137	137
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	523	895
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	253	261
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	487	692
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	1241	203
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	130	210
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	160	621
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	297	349
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	224	240
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	323	834
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	433	1341
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	39	87
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	41	46
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	353	631
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	286	179
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	261	351
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	353	444
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	142	368
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	110	146
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	152	112
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	245	304
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	426	411
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	1402	687
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	116	128
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	64	334
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	143	516
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	148	312
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	71	111
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	1579	275
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	1594	599
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	385	159
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	405	529
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	1356	793
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	280	468
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	174	356
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	156	116
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	990	279
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	273	92
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	183	246
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	291	1535
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	171	112
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	298	278
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	801	213
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	435	593
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	492	2864
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	158	316
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	174	426
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	143	93
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	187	617
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	243	190
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	353	1028
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	216	803
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	499	2273
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	432	2015
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	267	562
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	132	171
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	865	774
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	323	522
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	234	649
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	205	131
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	277	259
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	321	305
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	504	385
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	188	442
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	268	257
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	176	442
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	537	1550
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	364	271
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	203	99
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	209	497
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	354	328
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	904	232
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	119	313
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	347	476
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	430	419
