gene_id	HF1_1_Cbr	HF1_1_Cni	HF1_2_Cbr	HF_2_Cni	HF1_3_Cbr	HF1_3_Cni
CBRIG.II.g6705.t2__CNIGO.Cnig_chr_II.g7242.t1	539	430	539	337	503	245
CBRIG.II.g6721.t1__CNIGO.Cnig_chr_II.g7263.t2	232	222	219	238	175	131
CBRIG.II.g6744.t1__CNIGO.Cnig_chr_II.g7289.t1	145	194	116	196	159	188
CBRIG.II.g6766.t2__CNIGO.Cnig_chr_II.g7312.t1	162	261	227	304	133	229
CBRIG.II.g6793.t2__CNIGO.Cnig_chr_II.g7356.t1	220	17	222	29	222	28
CBRIG.II.g6843.t1__CNIGO.Cnig_chr_II.g7423.t1	167	141	195	223	184	166
CBRIG.II.g7093.t1__CNIGO.Cnig_chr_II.g7964.t1	198	755	307	773	219	688
CBRIG.II.g7094.t1__CNIGO.Cnig_chr_II.g7965.t1	188	180	148	181	119	131
CBRIG.II.g7112.t1__CNIGO.Cnig_chr_II.g7975.t1	309	320	315	277	396	351
CBRIG.II.g7117.t5__CNIGO.Cnig_chr_II.g7868.t1	636	196	566	177	565	136
CBRIG.II.g7130.t1__CNIGO.Cnig_chr_II.g8011.t1	138	204	98	194	186	234
CBRIG.II.g7165.t3__CNIGO.Cnig_chr_II.g7938.t1	281	327	317	293	343	298
CBRIG.II.g7317.t1__CNIGO.Cnig_chr_II.g8257.t1	200	353	154	292	257	409
CBRIG.II.g7367.t1__CNIGO.Cnig_chr_II.g8307.t2	392	455	339	381	275	369
CBRIG.II.g7381.t1__CNIGO.Cnig_chr_II.g8319.t1	563	1365	631	1318	498	1281
CBRIG.II.g7397.t1__CNIGO.Cnig_chr_II.g8336.t1	916	421	890	404	924	417
CBRIG.III.g10012.t1__CNIGO.Cnig_chr_III.g11463.t3	1086	2621	1192	2631	972	2653
CBRIG.III.g10014.t1__CNIGO.Cnig_chr_III.g11461.t3	1999	3836	1915	3878	1826	3684
CBRIG.III.g10036.t2__CNIGO.Cnig_chr_III.g11471.t2	230	245	180	214	223	209
CBRIG.III.g10037.t1__CNIGO.Cnig_chr_III.g11472.t1	567	597	603	569	521	556
CBRIG.III.g10063.t4__CNIGO.Cnig_chr_III.g11503.t3	1250	2803	1241	2711	1338	2906
CBRIG.III.g10082.t1__CNIGO.Cnig_chr_III.g11528.t1	261	425	329	532	329	525
CBRIG.III.g10088.t1__CNIGO.Cnig_chr_III.g11549.t1	97	78	136	104	159	125
CBRIG.III.g10148.t2__CNIGO.Cnig_chr_III.g11631.t1	578	501	578	411	614	494
CBRIG.III.g10152.t1__CNIGO.Cnig_chr_III.g11635.t1	334	202	338	243	282	161
CBRIG.III.g10176.t1__CNIGO.Cnig_chr_III.g8965.t1	364	65	335	63	358	38
CBRIG.III.g10183.t1__CNIGO.Cnig_chr_III.g11749.t1	253	583	158	552	173	608
CBRIG.III.g10202.t1__CNIGO.Cnig_chr_III.g11730.t1	979	968	1060	827	1075	878
CBRIG.III.g10204.t1__CNIGO.Cnig_chr_III.g11729.t1	77	118	82	157	103	140
CBRIG.III.g10209.t1__CNIGO.Cnig_chr_III.g11723.t2	1659	969	1727	1183	1663	995
CBRIG.III.g10213.t1__CNIGO.Cnig_chr_III.g11716.t1	147	398	173	457	237	428
CBRIG.III.g10218.t1__CNIGO.Cnig_chr_III.g11708.t1	395	633	264	509	351	510
CBRIG.III.g10247.t1__CNIGO.Cnig_chr_III.g11678.t1	37	254	36	326	90	320
CBRIG.III.g10268.t2__CNIGO.Cnig_chr_III.g11773.t1	444	731	441	645	462	665
CBRIG.III.g10320.t1__CNIGO.Cnig_chr_III.g11822.t1	799	1511	608	1337	783	1286
CBRIG.III.g10321.t1__CNIGO.Cnig_chr_III.g11823.t1	320	334	312	286	311	267
CBRIG.III.g10323.t1__CNIGO.Cnig_chr_III.g11826.t1	339	225	436	412	386	353
CBRIG.III.g10335.t2__CNIGO.Cnig_chr_III.g11917.t2	1191	1413	1254	1406	1250	1494
CBRIG.III.g10344.t2__CNIGO.Cnig_chr_III.g11905.t2	394	603	453	553	470	711
CBRIG.III.g10355.t1__CNIGO.Cnig_chr_III.g11838.t2	125	170	157	212	144	248
CBRIG.III.g7423.t1__CNIGO.Cnig_chr_III.g8347.t1	696	183	667	223	531	146
CBRIG.III.g7436.t2__CNIGO.Cnig_chr_III.g8362.t1	522	2729	463	2972	525	2960
CBRIG.III.g7440.t1__CNIGO.Cnig_chr_III.g8368.t1	376	1198	327	1085	369	1041
CBRIG.III.g7485.t3__CNIGO.Cnig_chr_III.g8425.t2	504	383	469	310	490	317
CBRIG.III.g7496.t1__CNIGO.Cnig_chr_III.g8441.t1	247	468	196	568	237	420
CBRIG.III.g7541.t1__CNIGO.Cnig_chr_III.g8501.t1	330	293	363	342	344	329
CBRIG.III.g7617.t1__CNIGO.Cnig_chr_III.g8707.t1	174	153	162	155	133	136
CBRIG.III.g7639.t1__CNIGO.Cnig_chr_III.g8686.t1	84	628	91	651	128	688
CBRIG.III.g7647.t3__CNIGO.Cnig_chr_III.g8677.t3	5516	2117	5789	2266	6050	2584
CBRIG.III.g7667.t3__CNIGO.Cnig_chr_III.g8653.t1	643	502	719	600	731	517
CBRIG.III.g7683.t1__CNIGO.Cnig_chr_III.g8637.t1	539	1667	525	1605	592	1669
CBRIG.III.g7690.t1__CNIGO.Cnig_chr_III.g8628.t1	610	1075	754	1296	678	1165
CBRIG.III.g7698.t1__CNIGO.Cnig_chr_III.g8615.t1	122	213	119	144	143	235
CBRIG.III.g7712.t1__CNIGO.Cnig_chr_III.g8597.t1	340	174	323	232	305	183
CBRIG.III.g7725.t1__CNIGO.Cnig_chr_III.g10041.t1	416	670	395	677	439	700
CBRIG.III.g7739.t1__CNIGO.Cnig_chr_III.g8744.t3	1421	922	1474	937	1448	993
CBRIG.III.g7758.t2__CNIGO.Cnig_chr_III.g8765.t1	558	349	612	380	594	449
CBRIG.III.g7784.t1__CNIGO.Cnig_chr_III.g8830.t2	3237	676	3094	680	3155	700
CBRIG.III.g7799.t1__CNIGO.Cnig_chr_III.g8809.t1	203	555	184	530	150	436
CBRIG.III.g7815.t1__CNIGO.Cnig_chr_III.g8797.t3	1112	3682	1188	3979	1061	3729
CBRIG.III.g7832.t3__CNIGO.Cnig_chr_III.g8846.t1	282	458	230	426	243	354
CBRIG.III.g7864.t1__CNIGO.Cnig_chr_III.g8894.t1	667	1040	660	872	564	969
CBRIG.III.g7931.t1__CNIGO.Cnig_chr_III.g9010.t1	591	215	606	244	557	140
CBRIG.III.g7944.t2__CNIGO.Cnig_chr_III.g9020.t2	669	1236	690	1268	703	1265
CBRIG.III.g7975.t2__CNIGO.Cnig_chr_III.g9130.t1	1006	995	855	936	834	976
CBRIG.III.g7982.t1__CNIGO.Cnig_chr_III.g9134.t2	2031	1149	2162	1074	2091	1047
CBRIG.III.g7996.t1__CNIGO.Cnig_chr_III.g9156.t1	87	58	66	77	98	121
CBRIG.III.g8006.t2__CNIGO.Cnig_chr_III.g9175.t1	617	518	637	596	666	608
CBRIG.III.g8033.t1__CNIGO.Cnig_chr_III.g9285.t1	5	129	17	138	31	204
CBRIG.III.g8102.t1__CNIGO.Cnig_chr_III.g9335.t1	728	532	789	493	708	442
CBRIG.III.g8108.t2__CNIGO.Cnig_chr_III.g9340.t1	158	130	275	256	148	182
CBRIG.III.g8128.t1__CNIGO.Cnig_chr_III.g9369.t2	435	438	497	484	400	437
CBRIG.III.g8144.t1__CNIGO.Cnig_chr_III.g9383.t2	834	1531	927	1602	1003	1632
CBRIG.III.g8163.t1__CNIGO.Cnig_chr_III.g9412.t1	119	145	207	168	207	172
CBRIG.III.g8178.t1__CNIGO.Cnig_chr_III.g9428.t1	529	199	579	301	500	165
CBRIG.III.g8185.t1__CNIGO.Cnig_chr_III.g9434.t1	467	888	630	1016	583	931
CBRIG.III.g8186.t1__CNIGO.Cnig_chr_III.g9435.t2	1370	827	1256	796	1330	991
CBRIG.III.g8248.t1__CNIGO.Cnig_chr_III.g9503.t1	246	206	183	189	227	182
CBRIG.III.g8270.t1__CNIGO.Cnig_chr_III.g9515.t1	1190	307	1180	249	1140	322
CBRIG.III.g8271.t1__CNIGO.Cnig_chr_III.g9514.t1	639	311	656	248	693	316
CBRIG.III.g8297.t1__CNIGO.Cnig_chr_III.g9563.t1	359	742	389	732	326	696
CBRIG.III.g8304.t1__CNIGO.Cnig_chr_III.g9570.t1	912	471	1010	623	905	509
CBRIG.III.g8314.t1__CNIGO.Cnig_chr_III.g9585.t1	552	292	506	274	530	265
CBRIG.III.g8316.t1__CNIGO.Cnig_chr_III.g9588.t2	105	382	101	342	150	360
CBRIG.III.g8330.t1__CNIGO.Cnig_chr_III.g9599.t1	1695	808	1569	780	1444	800
CBRIG.III.g8336.t2__CNIGO.Cnig_chr_III.g9608.t1	197	196	243	185	246	214
CBRIG.III.g8371.t1__CNIGO.Cnig_chr_III.g9644.t1	446	1119	383	908	409	926
CBRIG.III.g8377.t1__CNIGO.Cnig_chr_III.g9651.t1	302	242	268	297	291	273
CBRIG.III.g8408.t1__CNIGO.Cnig_chr_III.g9681.t2	217	705	275	656	209	556
CBRIG.III.g8424.t1__CNIGO.Cnig_chr_III.g9695.t1	1882	1402	2030	1475	2150	1571
CBRIG.III.g8437.t1__CNIGO.Cnig_chr_III.g9709.t1	706	419	626	362	740	446
CBRIG.III.g8533.t2__CNIGO.Cnig_chr_III.g9777.t3	526	367	480	322	506	324
CBRIG.III.g8557.t1__CNIGO.Cnig_chr_III.g9804.t2	98	62	140	148	126	101
CBRIG.III.g8573.t3__CNIGO.Cnig_chr_III.g9822.t2	190	234	154	243	232	259
CBRIG.III.g8642.t1__CNIGO.Cnig_chr_III.g9893.t1	378	770	337	745	401	786
CBRIG.III.g8669.t1__CNIGO.Cnig_chr_III.g9919.t2	305	506	386	560	302	535
CBRIG.III.g8671.t2__CNIGO.Cnig_chr_III.g9921.t1	892	903	951	934	811	840
CBRIG.III.g8701.t1__CNIGO.Cnig_chr_III.g9956.t1	1759	849	1691	874	1636	699
CBRIG.III.g8741.t1__CNIGO.Cnig_chr_III.g9997.t2	1027	328	1147	311	1095	267
CBRIG.III.g8745.t1__CNIGO.Cnig_chr_III.g10002.t1	541	733	426	730	494	659
CBRIG.III.g8762.t1__CNIGO.Cnig_chr_III.g10023.t1	820	1116	580	1120	722	1016
CBRIG.III.g8764.t1__CNIGO.Cnig_chr_III.g10031.t1	260	349	178	258	203	310
CBRIG.III.g8775.t1__CNIGO.Cnig_chr_III.g10046.t1	738	449	772	454	893	516
CBRIG.III.g8809.t2__CNIGO.Cnig_chr_III.g10085.t1	509	738	509	707	420	665
CBRIG.III.g8869.t1__CNIGO.Cnig_chr_III.g10140.t1	366	329	312	429	317	473
CBRIG.III.g8872.t1__CNIGO.Cnig_chr_III.g10143.t1	1009	1004	887	858	921	987
CBRIG.III.g8876.t1__CNIGO.Cnig_chr_III.g10146.t1	270	338	375	359	297	321
CBRIG.III.g8915.t2__CNIGO.Cnig_chr_III.g10182.t1	262	461	275	422	264	472
CBRIG.III.g8947.t1__CNIGO.Cnig_chr_III.g10205.t2	1528	3329	1395	3243	1652	3344
CBRIG.III.g8960.t1__CNIGO.Cnig_chr_III.g10218.t1	707	1019	624	933	714	1038
CBRIG.III.g8996.t1__CNIGO.Cnig_chr_III.g10267.t1	387	691	309	678	393	765
CBRIG.III.g9020.t1__CNIGO.Cnig_chr_III.g10290.t1	348	324	334	273	318	198
CBRIG.III.g9021.t1__CNIGO.Cnig_chr_III.g10291.t1	375	371	298	321	270	260
CBRIG.III.g9027.t1__CNIGO.Cnig_chr_III.g10296.t2	420	646	272	682	286	540
CBRIG.III.g9036.t3__CNIGO.Cnig_chr_III.g10313.t1	2703	1402	2684	1328	2942	1414
CBRIG.III.g9071.t1__CNIGO.Cnig_chr_III.g10363.t1	490	262	542	271	449	240
CBRIG.III.g9096.t1__CNIGO.Cnig_chr_III.g10418.t1	2798	4004	2552	4039	2627	3788
CBRIG.III.g9117.t1__CNIGO.Cnig_chr_III.g10441.t1	342	804	295	736	351	780
CBRIG.III.g9167.t2__CNIGO.Cnig_chr_III.g10496.t1	916	498	1102	561	1067	524
CBRIG.III.g9176.t1__CNIGO.Cnig_chr_III.g10506.t1	318	186	247	122	315	210
CBRIG.III.g9181.t3__CNIGO.Cnig_chr_III.g10511.t1	413	326	482	408	424	400
CBRIG.III.g9196.t1__CNIGO.Cnig_chr_III.g10526.t2	1702	1337	1781	1401	2103	1413
CBRIG.III.g9212.t1__CNIGO.Cnig_chr_III.g10547.t1	341	410	354	408	415	372
CBRIG.III.g9221.t1__CNIGO.Cnig_chr_III.g10555.t1	459	533	487	506	445	425
CBRIG.III.g9258.t2__CNIGO.Cnig_chr_III.g10599.t3	555	858	572	863	540	807
CBRIG.III.g9264.t2__CNIGO.Cnig_chr_III.g10605.t1	330	349	475	413	348	437
CBRIG.III.g9301.t1__CNIGO.Cnig_chr_III.g10642.t1	194	373	185	360	208	309
CBRIG.III.g9309.t1__CNIGO.Cnig_chr_III.g10650.t1	366	166	307	143	273	135
CBRIG.III.g9310.t1__CNIGO.Cnig_chr_III.g10651.t1	187	335	236	340	318	395
CBRIG.III.g9351.t1__CNIGO.Cnig_chr_III.g10693.t3	1215	1174	1157	1266	1251	1345
CBRIG.III.g9357.t2__CNIGO.Cnig_chr_III.g10700.t1	838	384	782	365	702	318
CBRIG.III.g9367.t1__CNIGO.Cnig_chr_III.g10708.t2	827	533	792	494	790	426
CBRIG.III.g9369.t1__CNIGO.Cnig_chr_III.g10731.t1	358	338	362	308	422	375
CBRIG.III.g9412.t1__CNIGO.Cnig_chr_III.g10755.t1	88	1454	103	1521	80	1589
CBRIG.III.g9416.t1__CNIGO.Cnig_chr_III.g10761.t1	246	279	282	260	155	189
CBRIG.III.g9419.t1__CNIGO.Cnig_chr_III.g10825.t2	398	190	459	124	385	168
CBRIG.III.g9423.t1__CNIGO.Cnig_chr_III.g10776.t1	522	138	522	136	556	58
CBRIG.III.g9466.t1__CNIGO.Cnig_chr_III.g10820.t1	293	293	286	238	245	160
CBRIG.III.g9469.t2__CNIGO.Cnig_chr_III.g10822.t2	1452	2012	1501	2190	1304	2100
CBRIG.III.g9476.t1__CNIGO.Cnig_chr_III.g10829.t1	364	1176	337	1187	456	1234
CBRIG.III.g9487.t1__CNIGO.Cnig_chr_III.g10845.t1	172	198	128	170	167	196
CBRIG.III.g9492.t1__CNIGO.Cnig_chr_III.g10851.t3	404	910	450	877	454	1010
CBRIG.III.g9524.t2__CNIGO.Cnig_chr_III.g10879.t1	1049	440	1003	383	993	473
CBRIG.III.g9526.t2__CNIGO.Cnig_chr_III.g10881.t1	849	856	850	735	926	876
CBRIG.III.g9565.t1__CNIGO.Cnig_chr_III.g10957.t1	101	87	88	78	141	144
CBRIG.III.g9749.t1__CNIGO.Cnig_chr_III.g11072.t1	83	533	99	507	92	582
CBRIG.III.g9771.t1__CNIGO.Cnig_chr_III.g11120.t1	548	560	524	545	516	577
CBRIG.III.g9862.t1__CNIGO.Cnig_chr_III.g11259.t1	300	798	349	830	313	739
CBRIG.III.g9901.t1__CNIGO.Cnig_chr_III.g11311.t1	1229	506	1229	459	1130	442
CBRIG.III.g9915.t1__CNIGO.Cnig_chr_III.g11327.t1	130	179	157	181	104	174
CBRIG.III.g9916.t1__CNIGO.Cnig_chr_III.g11330.t2	445	217	453	170	382	218
CBRIG.III.g9919.t1__CNIGO.Cnig_chr_III.g11333.t1	166	422	231	328	241	421
CBRIG.III.g9934.t1__CNIGO.Cnig_chr_III.g11355.t1	1379	868	1482	991	1315	836
CBRIG.III.g9940.t1__CNIGO.Cnig_chr_III.g11407.t1	734	660	704	597	758	729
CBRIG.III.g9948.t1__CNIGO.Cnig_chr_III.g11395.t2	307	347	353	365	267	336
CBRIG.III.g9993.t1__CNIGO.Cnig_chr_III.g11023.t1	70	333	60	298	58	285
CBRIG.IV.g10445.t1__CNIGO.Cnig_chr_IV.g12098.t1	1627	606	1634	605	1498	589
CBRIG.IV.g10456.t3__CNIGO.Cnig_chr_IV.g12072.t1	588	424	680	376	714	479
CBRIG.IV.g10474.t1__CNIGO.Cnig_chr_IV.g12051.t2	555	642	604	588	536	524
CBRIG.IV.g10484.t1__CNIGO.Cnig_chr_IV.g12041.t1	838	782	830	800	685	825
CBRIG.IV.g10525.t1__CNIGO.Cnig_chr_IV.g11984.t1	258	87	198	83	216	111
CBRIG.IV.g10552.t2__CNIGO.Cnig_chr_IV.g11953.t1	184	444	275	491	229	476
CBRIG.IV.g10554.t1__CNIGO.Cnig_chr_IV.g11951.t1	358	413	264	480	244	358
CBRIG.IV.g10557.t1__CNIGO.Cnig_chr_IV.g11948.t1	474	476	396	472	486	497
CBRIG.IV.g10589.t1__CNIGO.Cnig_chr_IV.g12155.t1	222	490	234	482	150	526
CBRIG.IV.g10603.t1__CNIGO.Cnig_chr_IV.g12173.t2	1132	489	1133	627	997	505
CBRIG.IV.g10604.t2__CNIGO.Cnig_chr_IV.g12175.t1	1214	779	1277	964	1207	748
CBRIG.IV.g10661.t1__CNIGO.Cnig_chr_IV.g12264.t1	804	393	686	355	682	387
CBRIG.IV.g10703.t1__CNIGO.Cnig_chr_IV.g12123.t1	207	157	266	276	268	234
CBRIG.IV.g10766.t2__CNIGO.Cnig_chr_IV.g12415.t3	490	376	532	331	604	449
CBRIG.IV.g10811.t1__CNIGO.Cnig_chr_IV.g12476.t2	731	898	643	856	666	775
CBRIG.IV.g10832.t1__CNIGO.Cnig_chr_IV.g12497.t1	438	676	489	715	487	765
CBRIG.IV.g10865.t1__CNIGO.Cnig_chr_IV.g12540.t2	205	169	176	178	163	159
CBRIG.IV.g10895.t1__CNIGO.Cnig_chr_IV.g12627.t1	65	63	70	77	89	84
CBRIG.IV.g10924.t1__CNIGO.Cnig_chr_IV.g12728.t1	367	651	369	662	540	689
CBRIG.IV.g10959.t1__CNIGO.Cnig_chr_IV.g12690.t2	749	503	877	577	747	529
CBRIG.IV.g10976.t1__CNIGO.Cnig_chr_IV.g12670.t1	187	219	108	222	204	243
CBRIG.IV.g11031.t1__CNIGO.Cnig_chr_IV.g12871.t1	642	662	618	588	655	618
CBRIG.IV.g11051.t2__CNIGO.Cnig_chr_IV.g12878.t1	76	254	74	335	134	337
CBRIG.IV.g11139.t1__CNIGO.Cnig_chr_IV.g13012.t1	406	195	383	183	390	267
CBRIG.IV.g11213.t2__CNIGO.Cnig_chr_IV.g13102.t1	838	382	999	373	1110	469
CBRIG.IV.g11223.t1__CNIGO.Cnig_chr_IV.g13112.t1	162	237	102	209	72	269
CBRIG.IV.g11256.t1__CNIGO.Cnig_chr_IV.g13153.t1	1793	910	1746	781	1666	772
CBRIG.IV.g11259.t1__CNIGO.Cnig_chr_IV.g13154.t2	1255	3150	1300	2900	1059	2876
CBRIG.IV.g11331.t1__CNIGO.Cnig_chr_IV.g13238.t2	1856	356	1567	312	1731	327
CBRIG.IV.g11353.t1__CNIGO.Cnig_chr_IV.g13209.t1	169	209	107	231	264	313
CBRIG.IV.g11357.t1__CNIGO.Cnig_chr_IV.g13201.t1	390	264	389	297	467	302
CBRIG.IV.g11385.t1__CNIGO.Cnig_chr_IV.g13315.t1	1287	922	1220	932	1254	906
CBRIG.IV.g11406.t1__CNIGO.Cnig_chr_IV.g13336.t1	985	553	1101	548	1075	519
CBRIG.IV.g11414.t1__CNIGO.Cnig_chr_IV.g13345.t1	186	99	202	115	269	162
CBRIG.IV.g11432.t1__CNIGO.Cnig_chr_IV.g13362.t1	1593	1058	1519	904	1577	930
CBRIG.IV.g11469.t1__CNIGO.Cnig_chr_IV.g13398.t1	587	1266	551	1373	521	1458
CBRIG.IV.g11511.t1__CNIGO.Cnig_chr_IV.g13451.t1	1152	553	1035	577	1128	600
CBRIG.IV.g11522.t2__CNIGO.Cnig_chr_IV.g13459.t1	456	1075	516	1120	375	1158
CBRIG.IV.g11525.t1__CNIGO.Cnig_chr_IV.g13456.t1	928	268	1071	227	1027	316
CBRIG.IV.g11536.t1__CNIGO.Cnig_chr_IV.g13476.t1	80	193	98	195	120	193
CBRIG.IV.g11562.t1__CNIGO.Cnig_chr_IV.g13505.t1	484	481	499	443	385	459
CBRIG.IV.g11570.t1__CNIGO.Cnig_chr_IV.g13513.t1	754	1178	697	1051	864	1258
CBRIG.IV.g11581.t2__CNIGO.Cnig_chr_IV.g13520.t3	612	419	544	338	625	483
CBRIG.IV.g11582.t3__CNIGO.Cnig_chr_IV.g13521.t2	366	368	289	306	422	422
CBRIG.IV.g11673.t2__CNIGO.Cnig_chr_IV.g13613.t1	1855	1002	1870	810	1933	968
CBRIG.IV.g11680.t1__CNIGO.Cnig_chr_IV.g13621.t1	1633	831	1450	670	1419	710
CBRIG.IV.g11698.t3__CNIGO.Cnig_chr_IV.g13961.t1	1119	2111	1013	2075	1122	1891
CBRIG.IV.g11709.t1__CNIGO.Cnig_chr_IV.g13949.t1	898	3658	811	3587	1003	3865
CBRIG.IV.g11712.t1__CNIGO.Cnig_chr_IV.g13946.t1	465	150	530	213	578	187
CBRIG.IV.g11721.t2__CNIGO.Cnig_chr_IV.g13933.t2	587	972	637	948	583	882
CBRIG.IV.g11726.t1__CNIGO.Cnig_chr_IV.g13929.t1	219	128	260	106	165	83
CBRIG.IV.g11763.t1__CNIGO.Cnig_chr_IV.g13897.t1	152	154	56	91	107	102
CBRIG.IV.g11769.t1__CNIGO.Cnig_chr_IV.g13886.t1	1405	425	1333	395	1291	406
CBRIG.IV.g11773.t1__CNIGO.Cnig_chr_IV.g13882.t1	336	735	314	616	368	738
CBRIG.IV.g11820.t1__CNIGO.Cnig_chr_IV.g13829.t1	574	546	654	588	634	574
CBRIG.IV.g11823.t1__CNIGO.Cnig_chr_IV.g13826.t1	1392	1007	1237	956	1345	845
CBRIG.IV.g11852.t2__CNIGO.Cnig_chr_IV.g13796.t1	454	337	547	334	500	310
CBRIG.IV.g11859.t1__CNIGO.Cnig_chr_IV.g13788.t1	513	543	479	358	404	450
CBRIG.IV.g11871.t1__CNIGO.Cnig_chr_IV.g13777.t1	716	984	589	919	596	1122
CBRIG.IV.g11873.t1__CNIGO.Cnig_chr_IV.g13775.t1	215	357	345	386	186	362
CBRIG.IV.g11927.t1__CNIGO.Cnig_chr_IV.g13715.t1	830	405	704	293	839	515
CBRIG.IV.g11931.t1__CNIGO.Cnig_chr_IV.g13711.t1	665	386	700	478	741	542
CBRIG.IV.g11954.t1__CNIGO.Cnig_chr_IV.g13688.t2	1283	854	1201	852	1318	898
CBRIG.IV.g11955.t1__CNIGO.Cnig_chr_IV.g13687.t1	1990	1301	1932	1211	1888	1121
CBRIG.IV.g11988.t1__CNIGO.Cnig_chr_IV.g13656.t2	244	398	220	339	321	417
CBRIG.IV.g11993.t1__CNIGO.Cnig_chr_IV.g13650.t1	122	352	136	248	158	289
CBRIG.IV.g12005.t2__CNIGO.Cnig_chr_IV.g13640.t1	316	964	368	1064	391	1099
CBRIG.IV.g12023.t1__CNIGO.Cnig_chr_IV.g13977.t2	3123	2101	3099	1994	2876	1585
CBRIG.IV.g12030.t1__CNIGO.Cnig_chr_IV.g13982.t1	654	1628	691	1617	668	1766
CBRIG.IV.g12052.t1__CNIGO.Cnig_chr_IV.g14001.t1	918	725	986	759	1164	665
CBRIG.IV.g12081.t2__CNIGO.Cnig_chr_IV.g14026.t1	798	2102	900	2067	848	2039
CBRIG.IV.g12082.t1__CNIGO.Cnig_chr_IV.g14027.t1	453	216	578	296	520	285
CBRIG.IV.g12121.t1__CNIGO.Cnig_chr_IV.g14067.t1	385	426	468	551	477	483
CBRIG.IV.g12123.t1__CNIGO.Cnig_chr_IV.g14069.t1	1357	2227	1383	2116	1360	1988
CBRIG.IV.g12141.t1__CNIGO.Cnig_chr_IV.g14090.t1	212	80	185	47	225	81
CBRIG.IV.g12154.t1__CNIGO.Cnig_chr_IV.g14102.t1	3703	1006	3539	971	3347	879
CBRIG.IV.g12160.t1__CNIGO.Cnig_chr_IV.g14108.t1	191	331	230	317	202	261
CBRIG.IV.g12183.t1__CNIGO.Cnig_chr_IV.g14135.t1	320	369	350	431	376	362
CBRIG.IV.g12202.t1__CNIGO.Cnig_chr_IV.g14157.t2	574	561	594	553	653	624
CBRIG.IV.g12213.t2__CNIGO.Cnig_chr_IV.g14169.t1	806	390	933	462	843	363
CBRIG.IV.g12217.t1__CNIGO.Cnig_chr_IV.g14176.t1	832	405	874	323	933	348
CBRIG.IV.g12228.t1__CNIGO.Cnig_chr_IV.g14185.t1	1054	482	1058	455	1072	392
CBRIG.IV.g12288.t2__CNIGO.Cnig_chr_IV.g14266.t1	5146	10040	4871	9662	4501	9515
CBRIG.IV.g12291.t1__CNIGO.Cnig_chr_IV.g14269.t2	279	545	325	497	334	539
CBRIG.IV.g12316.t1__CNIGO.Cnig_chr_IV.g14300.t1	492	291	511	341	494	298
CBRIG.IV.g12338.t1__CNIGO.Cnig_chr_IV.g14322.t1	699	456	730	546	738	519
CBRIG.IV.g12343.t2__CNIGO.Cnig_chr_IV.g14329.t1	558	888	547	793	621	941
CBRIG.IV.g12361.t4__CNIGO.Cnig_chr_IV.g14350.t1	1911	1275	1739	1135	1820	1108
CBRIG.IV.g12395.t1__CNIGO.Cnig_chr_IV.g14386.t1	539	712	441	753	443	781
CBRIG.IV.g12407.t1__CNIGO.Cnig_chr_IV.g14397.t1	573	563	556	519	544	482
CBRIG.IV.g12413.t1__CNIGO.Cnig_chr_IV.g14405.t1	138	203	141	132	166	189
CBRIG.IV.g12473.t1__CNIGO.Cnig_chr_IV.g14472.t1	318	225	375	241	333	236
CBRIG.IV.g12486.t1__CNIGO.Cnig_chr_IV.g14485.t1	358	181	360	164	361	157
CBRIG.IV.g12489.t1__CNIGO.Cnig_chr_IV.g14488.t2	374	364	386	415	437	394
CBRIG.IV.g12514.t2__CNIGO.Cnig_chr_IV.g14513.t1	202	616	230	613	256	729
CBRIG.IV.g12518.t2__CNIGO.Cnig_chr_IV.g14518.t2	1046	741	1035	662	941	677
CBRIG.IV.g12519.t1__CNIGO.Cnig_chr_IV.g14519.t1	599	1871	731	1998	642	1881
CBRIG.IV.g12521.t1__CNIGO.Cnig_chr_IV.g14521.t1	551	772	550	704	521	764
CBRIG.IV.g12523.t1__CNIGO.Cnig_chr_IV.g14523.t1	694	438	781	427	600	393
CBRIG.IV.g12532.t1__CNIGO.Cnig_chr_IV.g14535.t1	158	537	216	492	156	441
CBRIG.IV.g12560.t1__CNIGO.Cnig_chr_IV.g14566.t1	88	112	98	100	122	133
CBRIG.IV.g12582.t1__CNIGO.Cnig_chr_IV.g14591.t1	1183	1156	1286	1327	1159	1288
CBRIG.IV.g12586.t1__CNIGO.Cnig_chr_IV.g14594.t3	617	416	674	348	632	392
CBRIG.IV.g12587.t2__CNIGO.Cnig_chr_IV.g14596.t1	1517	524	1562	593	1420	538
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	911	252	793	228	856	221
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	931	866	888	905	931	877
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	286	275	266	253	258	267
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	693	378	590	371	623	436
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	402	1329	524	1510	402	1341
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	955	1664	780	1617	836	1599
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	484	488	426	449	588	602
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	470	274	486	249	421	220
