gene_id	HF1_1_Cbr	HF1_1_Cni
CBRIG.III.g7799.t1__CNIGO.Cnig_chr_III.g8809.t1	127	429
CBRIG.III.g7815.t1__CNIGO.Cnig_chr_III.g8797.t3	701	3178
CBRIG.III.g7832.t3__CNIGO.Cnig_chr_III.g8846.t1	215	371
CBRIG.III.g7864.t1__CNIGO.Cnig_chr_III.g8894.t1	342	717
CBRIG.III.g7931.t1__CNIGO.Cnig_chr_III.g9010.t1	484	109
CBRIG.III.g7944.t2__CNIGO.Cnig_chr_III.g9020.t2	341	925
CBRIG.III.g7975.t2__CNIGO.Cnig_chr_III.g9130.t1	541	504
CBRIG.III.g7982.t1__CNIGO.Cnig_chr_III.g9134.t2	1800	859
CBRIG.III.g7996.t1__CNIGO.Cnig_chr_III.g9156.t1	59	29
CBRIG.III.g8006.t2__CNIGO.Cnig_chr_III.g9175.t1	365	263
CBRIG.III.g8033.t1__CNIGO.Cnig_chr_III.g9285.t1	5	129
CBRIG.III.g8102.t1__CNIGO.Cnig_chr_III.g9335.t1	475	277
CBRIG.III.g8108.t2__CNIGO.Cnig_chr_III.g9340.t1	95	65
CBRIG.III.g8128.t1__CNIGO.Cnig_chr_III.g9369.t2	218	226
CBRIG.III.g8144.t1__CNIGO.Cnig_chr_III.g9383.t2	548	1023
CBRIG.III.g8163.t1__CNIGO.Cnig_chr_III.g9412.t1	74	100
CBRIG.III.g8178.t1__CNIGO.Cnig_chr_III.g9428.t1	407	105
CBRIG.III.g8185.t1__CNIGO.Cnig_chr_III.g9434.t1	238	660
CBRIG.III.g8186.t1__CNIGO.Cnig_chr_III.g9435.t2	967	421
CBRIG.III.g8248.t1__CNIGO.Cnig_chr_III.g9503.t1	167	104
CBRIG.III.g8270.t1__CNIGO.Cnig_chr_III.g9515.t1	1051	164
CBRIG.III.g8271.t1__CNIGO.Cnig_chr_III.g9514.t1	495	161
CBRIG.III.g8297.t1__CNIGO.Cnig_chr_III.g9563.t1	204	587
CBRIG.III.g8304.t1__CNIGO.Cnig_chr_III.g9570.t1	692	237
CBRIG.III.g8314.t1__CNIGO.Cnig_chr_III.g9585.t1	411	148
CBRIG.III.g8316.t1__CNIGO.Cnig_chr_III.g9588.t2	82	322
CBRIG.III.g8330.t1__CNIGO.Cnig_chr_III.g9599.t1	1306	417
CBRIG.III.g8336.t2__CNIGO.Cnig_chr_III.g9608.t1	94	118
CBRIG.III.g8371.t1__CNIGO.Cnig_chr_III.g9644.t1	232	907
CBRIG.III.g8377.t1__CNIGO.Cnig_chr_III.g9651.t1	217	158
CBRIG.III.g8408.t1__CNIGO.Cnig_chr_III.g9681.t2	154	576
CBRIG.III.g8424.t1__CNIGO.Cnig_chr_III.g9695.t1	1267	709
CBRIG.III.g8437.t1__CNIGO.Cnig_chr_III.g9709.t1	508	221
CBRIG.III.g8533.t2__CNIGO.Cnig_chr_III.g9777.t3	380	200
CBRIG.III.g8557.t1__CNIGO.Cnig_chr_III.g9804.t2	68	31
CBRIG.III.g8573.t3__CNIGO.Cnig_chr_III.g9822.t2	120	149
CBRIG.III.g8642.t1__CNIGO.Cnig_chr_III.g9893.t1	192	582
CBRIG.III.g8669.t1__CNIGO.Cnig_chr_III.g9919.t2	156	354
CBRIG.III.g8671.t2__CNIGO.Cnig_chr_III.g9921.t1	455	477
CBRIG.III.g8701.t1__CNIGO.Cnig_chr_III.g9956.t1	1340	434
CBRIG.III.g8741.t1__CNIGO.Cnig_chr_III.g9997.t2	862	165
CBRIG.III.g8745.t1__CNIGO.Cnig_chr_III.g10002.t1	284	476
CBRIG.III.g8762.t1__CNIGO.Cnig_chr_III.g10023.t1	424	717
CBRIG.III.g8764.t1__CNIGO.Cnig_chr_III.g10031.t1	131	220
CBRIG.III.g8775.t1__CNIGO.Cnig_chr_III.g10046.t1	527	235
CBRIG.III.g8809.t2__CNIGO.Cnig_chr_III.g10085.t1	298	530
CBRIG.III.g8869.t1__CNIGO.Cnig_chr_III.g10140.t1	221	169
CBRIG.III.g8872.t1__CNIGO.Cnig_chr_III.g10143.t1	535	528
CBRIG.III.g8876.t1__CNIGO.Cnig_chr_III.g10146.t1	150	213
CBRIG.III.g8915.t2__CNIGO.Cnig_chr_III.g10182.t1	172	313
CBRIG.III.g8947.t1__CNIGO.Cnig_chr_III.g10205.t2	793	2602
CBRIG.III.g8960.t1__CNIGO.Cnig_chr_III.g10218.t1	355	671
CBRIG.III.g8996.t1__CNIGO.Cnig_chr_III.g10267.t1	210	495
CBRIG.III.g9020.t1__CNIGO.Cnig_chr_III.g10290.t1	179	179
CBRIG.III.g9021.t1__CNIGO.Cnig_chr_III.g10291.t1	193	188
CBRIG.III.g9027.t1__CNIGO.Cnig_chr_III.g10296.t2	214	439
CBRIG.III.g9036.t3__CNIGO.Cnig_chr_III.g10313.t1	2007	704
CBRIG.III.g9071.t1__CNIGO.Cnig_chr_III.g10363.t1	327	152
CBRIG.III.g9096.t1__CNIGO.Cnig_chr_III.g10418.t1	1446	2658
CBRIG.III.g9117.t1__CNIGO.Cnig_chr_III.g10441.t1	180	644
CBRIG.III.g9167.t2__CNIGO.Cnig_chr_III.g10496.t1	691	258
CBRIG.III.g9176.t1__CNIGO.Cnig_chr_III.g10506.t1	226	93
CBRIG.III.g9181.t3__CNIGO.Cnig_chr_III.g10511.t1	241	179
CBRIG.III.g9196.t1__CNIGO.Cnig_chr_III.g10526.t2	869	1037
CBRIG.III.g9212.t1__CNIGO.Cnig_chr_III.g10547.t1	181	245
CBRIG.III.g9221.t1__CNIGO.Cnig_chr_III.g10555.t1	257	334
CBRIG.III.g9258.t2__CNIGO.Cnig_chr_III.g10599.t3	288	585
CBRIG.III.g9264.t2__CNIGO.Cnig_chr_III.g10605.t1	210	250
CBRIG.III.g9301.t1__CNIGO.Cnig_chr_III.g10642.t1	117	295
CBRIG.III.g9309.t1__CNIGO.Cnig_chr_III.g10650.t1	288	86
CBRIG.III.g9310.t1__CNIGO.Cnig_chr_III.g10651.t1	104	251
CBRIG.III.g9351.t1__CNIGO.Cnig_chr_III.g10693.t3	651	600
CBRIG.III.g9357.t2__CNIGO.Cnig_chr_III.g10700.t1	702	239
CBRIG.III.g9367.t1__CNIGO.Cnig_chr_III.g10708.t2	577	283
CBRIG.III.g9369.t1__CNIGO.Cnig_chr_III.g10731.t1	194	177
CBRIG.III.g9412.t1__CNIGO.Cnig_chr_III.g10755.t1	81	1382
CBRIG.III.g9416.t1__CNIGO.Cnig_chr_III.g10761.t1	135	159
CBRIG.III.g9419.t1__CNIGO.Cnig_chr_III.g10825.t2	313	107
CBRIG.III.g9423.t1__CNIGO.Cnig_chr_III.g10776.t1	454	88
CBRIG.III.g9466.t1__CNIGO.Cnig_chr_III.g10820.t1	143	167
CBRIG.III.g9469.t2__CNIGO.Cnig_chr_III.g10822.t2	743	1322
CBRIG.III.g9476.t1__CNIGO.Cnig_chr_III.g10829.t1	183	994
CBRIG.III.g9487.t1__CNIGO.Cnig_chr_III.g10845.t1	86	133
CBRIG.III.g9492.t1__CNIGO.Cnig_chr_III.g10851.t3	274	647
CBRIG.III.g9524.t2__CNIGO.Cnig_chr_III.g10879.t1	830	223
CBRIG.III.g9526.t2__CNIGO.Cnig_chr_III.g10881.t1	436	473
CBRIG.III.g9565.t1__CNIGO.Cnig_chr_III.g10957.t1	71	60
CBRIG.III.g9749.t1__CNIGO.Cnig_chr_III.g11072.t1	46	501
CBRIG.III.g9771.t1__CNIGO.Cnig_chr_III.g11120.t1	288	303
CBRIG.III.g9862.t1__CNIGO.Cnig_chr_III.g11259.t1	175	675
CBRIG.III.g9901.t1__CNIGO.Cnig_chr_III.g11311.t1	976	258
CBRIG.III.g9915.t1__CNIGO.Cnig_chr_III.g11327.t1	73	117
CBRIG.III.g9916.t1__CNIGO.Cnig_chr_III.g11330.t2	371	140
CBRIG.III.g9919.t1__CNIGO.Cnig_chr_III.g11333.t1	122	375
CBRIG.III.g9934.t1__CNIGO.Cnig_chr_III.g11355.t1	948	437
CBRIG.III.g9940.t1__CNIGO.Cnig_chr_III.g11407.t1	411	335
CBRIG.III.g9948.t1__CNIGO.Cnig_chr_III.g11395.t2	192	239
CBRIG.III.g9993.t1__CNIGO.Cnig_chr_III.g11023.t1	63	313
CBRIG.IV.g10445.t1__CNIGO.Cnig_chr_IV.g12098.t1	1358	337
CBRIG.IV.g10456.t3__CNIGO.Cnig_chr_IV.g12072.t1	380	216
CBRIG.IV.g10474.t1__CNIGO.Cnig_chr_IV.g12051.t2	289	373
CBRIG.IV.g10484.t1__CNIGO.Cnig_chr_IV.g12041.t1	448	395
CBRIG.IV.g10525.t1__CNIGO.Cnig_chr_IV.g11984.t1	224	74
CBRIG.IV.g10552.t2__CNIGO.Cnig_chr_IV.g11953.t1	98	348
CBRIG.IV.g10554.t1__CNIGO.Cnig_chr_IV.g11951.t1	185	240
CBRIG.IV.g10557.t1__CNIGO.Cnig_chr_IV.g11948.t1	350	353
CBRIG.IV.g10589.t1__CNIGO.Cnig_chr_IV.g12155.t1	117	386
CBRIG.IV.g10603.t1__CNIGO.Cnig_chr_IV.g12173.t2	882	249
CBRIG.IV.g10604.t2__CNIGO.Cnig_chr_IV.g12175.t1	832	397
CBRIG.IV.g10661.t1__CNIGO.Cnig_chr_IV.g12264.t1	622	211
CBRIG.IV.g10703.t1__CNIGO.Cnig_chr_IV.g12123.t1	153	102
CBRIG.IV.g10766.t2__CNIGO.Cnig_chr_IV.g12415.t3	308	190
CBRIG.IV.g10811.t1__CNIGO.Cnig_chr_IV.g12476.t2	482	452
CBRIG.IV.g10832.t1__CNIGO.Cnig_chr_IV.g12497.t1	232	474
CBRIG.IV.g10865.t1__CNIGO.Cnig_chr_IV.g12540.t2	123	87
CBRIG.IV.g10895.t1__CNIGO.Cnig_chr_IV.g12627.t1	36	39
CBRIG.IV.g10924.t1__CNIGO.Cnig_chr_IV.g12728.t1	191	474
CBRIG.IV.g10959.t1__CNIGO.Cnig_chr_IV.g12690.t2	539	277
CBRIG.IV.g10976.t1__CNIGO.Cnig_chr_IV.g12670.t1	152	115
CBRIG.IV.g11031.t1__CNIGO.Cnig_chr_IV.g12871.t1	331	351
CBRIG.IV.g11051.t2__CNIGO.Cnig_chr_IV.g12878.t1	58	209
CBRIG.IV.g11139.t1__CNIGO.Cnig_chr_IV.g13012.t1	310	98
CBRIG.IV.g11213.t2__CNIGO.Cnig_chr_IV.g13102.t1	663	198
CBRIG.IV.g11223.t1__CNIGO.Cnig_chr_IV.g13112.t1	101	176
CBRIG.IV.g11256.t1__CNIGO.Cnig_chr_IV.g13153.t1	1357	476
CBRIG.IV.g11259.t1__CNIGO.Cnig_chr_IV.g13154.t2	641	2542
CBRIG.IV.g11331.t1__CNIGO.Cnig_chr_IV.g13238.t2	1706	211
CBRIG.IV.g11353.t1__CNIGO.Cnig_chr_IV.g13209.t1	86	126
CBRIG.IV.g11357.t1__CNIGO.Cnig_chr_IV.g13201.t1	258	132
CBRIG.IV.g11385.t1__CNIGO.Cnig_chr_IV.g13315.t1	887	494
CBRIG.IV.g11406.t1__CNIGO.Cnig_chr_IV.g13336.t1	709	277
CBRIG.IV.g11414.t1__CNIGO.Cnig_chr_IV.g13345.t1	137	50
CBRIG.IV.g11432.t1__CNIGO.Cnig_chr_IV.g13362.t1	1050	565
CBRIG.IV.g11469.t1__CNIGO.Cnig_chr_IV.g13398.t1	308	989
CBRIG.IV.g11511.t1__CNIGO.Cnig_chr_IV.g13451.t1	883	285
CBRIG.IV.g11522.t2__CNIGO.Cnig_chr_IV.g13459.t1	229	847
CBRIG.IV.g11525.t1__CNIGO.Cnig_chr_IV.g13456.t1	794	134
CBRIG.IV.g11536.t1__CNIGO.Cnig_chr_IV.g13476.t1	65	166
CBRIG.IV.g11562.t1__CNIGO.Cnig_chr_IV.g13505.t1	244	245
CBRIG.IV.g11570.t1__CNIGO.Cnig_chr_IV.g13513.t1	397	823
CBRIG.IV.g11581.t2__CNIGO.Cnig_chr_IV.g13520.t3	412	217
CBRIG.IV.g11582.t3__CNIGO.Cnig_chr_IV.g13521.t2	186	186
CBRIG.IV.g11673.t2__CNIGO.Cnig_chr_IV.g13613.t1	1369	511
CBRIG.IV.g11680.t1__CNIGO.Cnig_chr_IV.g13621.t1	1228	421
CBRIG.IV.g11698.t3__CNIGO.Cnig_chr_IV.g13961.t1	568	1681
CBRIG.IV.g11709.t1__CNIGO.Cnig_chr_IV.g13949.t1	468	3229
CBRIG.IV.g11712.t1__CNIGO.Cnig_chr_IV.g13946.t1	406	89
CBRIG.IV.g11721.t2__CNIGO.Cnig_chr_IV.g13933.t2	330	710
CBRIG.IV.g11726.t1__CNIGO.Cnig_chr_IV.g13929.t1	156	65
CBRIG.IV.g11763.t1__CNIGO.Cnig_chr_IV.g13897.t1	76	79
CBRIG.IV.g11769.t1__CNIGO.Cnig_chr_IV.g13886.t1	1201	220
CBRIG.IV.g11773.t1__CNIGO.Cnig_chr_IV.g13882.t1	219	613
CBRIG.IV.g11820.t1__CNIGO.Cnig_chr_IV.g13829.t1	307	293
CBRIG.IV.g11823.t1__CNIGO.Cnig_chr_IV.g13826.t1	899	513
CBRIG.IV.g11852.t2__CNIGO.Cnig_chr_IV.g13796.t1	296	180
CBRIG.IV.g11859.t1__CNIGO.Cnig_chr_IV.g13788.t1	261	293
CBRIG.IV.g11871.t1__CNIGO.Cnig_chr_IV.g13777.t1	361	628
CBRIG.IV.g11873.t1__CNIGO.Cnig_chr_IV.g13775.t1	111	253
CBRIG.IV.g11927.t1__CNIGO.Cnig_chr_IV.g13715.t1	646	200
CBRIG.IV.g11931.t1__CNIGO.Cnig_chr_IV.g13711.t1	476	196
CBRIG.IV.g11954.t1__CNIGO.Cnig_chr_IV.g13688.t2	862	434
CBRIG.IV.g11955.t1__CNIGO.Cnig_chr_IV.g13687.t1	1347	663
CBRIG.IV.g11988.t1__CNIGO.Cnig_chr_IV.g13656.t2	141	279
CBRIG.IV.g11993.t1__CNIGO.Cnig_chr_IV.g13650.t1	63	292
CBRIG.IV.g12005.t2__CNIGO.Cnig_chr_IV.g13640.t1	163	813
CBRIG.IV.g12023.t1__CNIGO.Cnig_chr_IV.g13977.t2	2071	1066
CBRIG.IV.g12030.t1__CNIGO.Cnig_chr_IV.g13982.t1	329	1303
CBRIG.IV.g12052.t1__CNIGO.Cnig_chr_IV.g14001.t1	613	389
CBRIG.IV.g12081.t2__CNIGO.Cnig_chr_IV.g14026.t1	404	1715
CBRIG.IV.g12082.t1__CNIGO.Cnig_chr_IV.g14027.t1	354	116
CBRIG.IV.g12121.t1__CNIGO.Cnig_chr_IV.g14067.t1	201	242
CBRIG.IV.g12123.t1__CNIGO.Cnig_chr_IV.g14069.t1	684	1562
CBRIG.IV.g12141.t1__CNIGO.Cnig_chr_IV.g14090.t1	187	55
CBRIG.IV.g12154.t1__CNIGO.Cnig_chr_IV.g14102.t1	3292	533
CBRIG.IV.g12160.t1__CNIGO.Cnig_chr_IV.g14108.t1	96	236
CBRIG.IV.g12183.t1__CNIGO.Cnig_chr_IV.g14135.t1	160	210
CBRIG.IV.g12202.t1__CNIGO.Cnig_chr_IV.g14157.t2	298	284
CBRIG.IV.g12213.t2__CNIGO.Cnig_chr_IV.g14169.t1	555	270
CBRIG.IV.g12217.t1__CNIGO.Cnig_chr_IV.g14176.t1	633	207
CBRIG.IV.g12228.t1__CNIGO.Cnig_chr_IV.g14185.t1	812	257
CBRIG.IV.g12288.t2__CNIGO.Cnig_chr_IV.g14266.t1	2672	7570
CBRIG.IV.g12291.t1__CNIGO.Cnig_chr_IV.g14269.t2	140	407
CBRIG.IV.g12316.t1__CNIGO.Cnig_chr_IV.g14300.t1	352	150
CBRIG.IV.g12338.t1__CNIGO.Cnig_chr_IV.g14322.t1	447	256
CBRIG.IV.g12343.t2__CNIGO.Cnig_chr_IV.g14329.t1	295	625
CBRIG.IV.g12361.t4__CNIGO.Cnig_chr_IV.g14350.t1	1293	666
CBRIG.IV.g12395.t1__CNIGO.Cnig_chr_IV.g14386.t1	274	446
CBRIG.IV.g12407.t1__CNIGO.Cnig_chr_IV.g14397.t1	299	286
CBRIG.IV.g12413.t1__CNIGO.Cnig_chr_IV.g14405.t1	73	136
CBRIG.IV.g12473.t1__CNIGO.Cnig_chr_IV.g14472.t1	206	113
CBRIG.IV.g12486.t1__CNIGO.Cnig_chr_IV.g14485.t1	269	92
CBRIG.IV.g12489.t1__CNIGO.Cnig_chr_IV.g14488.t2	198	188
CBRIG.IV.g12514.t2__CNIGO.Cnig_chr_IV.g14513.t1	127	519
CBRIG.IV.g12518.t2__CNIGO.Cnig_chr_IV.g14518.t2	684	382
CBRIG.IV.g12519.t1__CNIGO.Cnig_chr_IV.g14519.t1	301	1573
CBRIG.IV.g12521.t1__CNIGO.Cnig_chr_IV.g14521.t1	277	497
CBRIG.IV.g12523.t1__CNIGO.Cnig_chr_IV.g14523.t1	482	228
CBRIG.IV.g12532.t1__CNIGO.Cnig_chr_IV.g14535.t1	79	458
CBRIG.IV.g12560.t1__CNIGO.Cnig_chr_IV.g14566.t1	44	71
CBRIG.IV.g12582.t1__CNIGO.Cnig_chr_IV.g14591.t1	661	631
CBRIG.IV.g12586.t1__CNIGO.Cnig_chr_IV.g14594.t3	443	241
CBRIG.IV.g12587.t2__CNIGO.Cnig_chr_IV.g14596.t1	1223	335
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	809	184
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	511	449
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	151	142
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	505	193
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	205	1135
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	487	1221
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	250	252
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	337	139
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	982	247
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	214	399
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	457	178
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	330	236
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	82	259
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	194	89
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	281	842
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	262	145
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	240	752
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	356	170
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	1203	308
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	417	217
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	97	72
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	249	29
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	929	2108
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	140	178
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	133	259
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	75	227
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	50	40
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	248	90
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	75	186
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	20	31
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	79	63
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	552	1337
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	312	322
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	86	177
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	232	141
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	271	545
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	169	626
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	169	311
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	51	123
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	130	310
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	144	91
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	302	85
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	311	264
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	561	331
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	137	860
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	160	159
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	171	115
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	247	924
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	298	209
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	190	751
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	1226	186
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	135	135
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	240	596
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	269	324
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	194	230
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	320	857
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	380	1166
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	35	44
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	53	27
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	373	766
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	128	177
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	257	288
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	342	376
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	225	302
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	68	162
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	151	51
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	219	203
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	366	208
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	1389	320
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	108	123
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	66	312
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	153	474
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	241	407
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	130	97
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	1700	164
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	1749	473
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	179	248
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	310	362
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	1633	697
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	214	623
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	155	363
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	116	79
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	856	163
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	230	83
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	146	281
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	312	1490
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	179	60
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	334	122
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	763	169
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	444	316
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	450	2865
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	184	184
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	221	447
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	110	122
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	180	623
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	228	164
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	342	1073
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	220	458
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	464	2481
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	267	2143
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	84	555
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	116	197
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	849	259
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	360	240
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	284	792
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	253	124
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	317	140
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	356	261
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	543	129
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	159	334
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	284	272
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	192	482
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	236	1603
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	351	175
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	215	141
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	145	518
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	427	367
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	772	267
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	101	297
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	232	463
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	347	246
