gene_id	HF1_3_Cbr	HF1_3_Cni
CBRIG.III.g7799.t1__CNIGO.Cnig_chr_III.g8809.t1	92	349
CBRIG.III.g7815.t1__CNIGO.Cnig_chr_III.g8797.t3	677	3293
CBRIG.III.g7832.t3__CNIGO.Cnig_chr_III.g8846.t1	188	283
CBRIG.III.g7864.t1__CNIGO.Cnig_chr_III.g8894.t1	292	692
CBRIG.III.g7931.t1__CNIGO.Cnig_chr_III.g9010.t1	488	70
CBRIG.III.g7944.t2__CNIGO.Cnig_chr_III.g9020.t2	357	944
CBRIG.III.g7975.t2__CNIGO.Cnig_chr_III.g9130.t1	436	565
CBRIG.III.g7982.t1__CNIGO.Cnig_chr_III.g9134.t2	1895	787
CBRIG.III.g7996.t1__CNIGO.Cnig_chr_III.g9156.t1	49	73
CBRIG.III.g8006.t2__CNIGO.Cnig_chr_III.g9175.t1	374	311
CBRIG.III.g8033.t1__CNIGO.Cnig_chr_III.g9285.t1	31	204
CBRIG.III.g8102.t1__CNIGO.Cnig_chr_III.g9335.t1	491	231
CBRIG.III.g8108.t2__CNIGO.Cnig_chr_III.g9340.t1	74	110
CBRIG.III.g8128.t1__CNIGO.Cnig_chr_III.g9369.t2	201	239
CBRIG.III.g8144.t1__CNIGO.Cnig_chr_III.g9383.t2	643	1032
CBRIG.III.g8163.t1__CNIGO.Cnig_chr_III.g9412.t1	143	108
CBRIG.III.g8178.t1__CNIGO.Cnig_chr_III.g9428.t1	422	83
CBRIG.III.g8185.t1__CNIGO.Cnig_chr_III.g9434.t1	295	649
CBRIG.III.g8186.t1__CNIGO.Cnig_chr_III.g9435.t2	845	505
CBRIG.III.g8248.t1__CNIGO.Cnig_chr_III.g9503.t1	157	92
CBRIG.III.g8270.t1__CNIGO.Cnig_chr_III.g9515.t1	987	170
CBRIG.III.g8271.t1__CNIGO.Cnig_chr_III.g9514.t1	544	165
CBRIG.III.g8297.t1__CNIGO.Cnig_chr_III.g9563.t1	179	550
CBRIG.III.g8304.t1__CNIGO.Cnig_chr_III.g9570.t1	670	257
CBRIG.III.g8314.t1__CNIGO.Cnig_chr_III.g9585.t1	397	135
CBRIG.III.g8316.t1__CNIGO.Cnig_chr_III.g9588.t2	115	279
CBRIG.III.g8330.t1__CNIGO.Cnig_chr_III.g9599.t1	1061	418
CBRIG.III.g8336.t2__CNIGO.Cnig_chr_III.g9608.t1	126	116
CBRIG.III.g8371.t1__CNIGO.Cnig_chr_III.g9644.t1	211	736
CBRIG.III.g8377.t1__CNIGO.Cnig_chr_III.g9651.t1	189	171
CBRIG.III.g8408.t1__CNIGO.Cnig_chr_III.g9681.t2	143	436
CBRIG.III.g8424.t1__CNIGO.Cnig_chr_III.g9695.t1	1446	795
CBRIG.III.g8437.t1__CNIGO.Cnig_chr_III.g9709.t1	526	232
CBRIG.III.g8533.t2__CNIGO.Cnig_chr_III.g9777.t3	374	173
CBRIG.III.g8557.t1__CNIGO.Cnig_chr_III.g9804.t2	78	51
CBRIG.III.g8573.t3__CNIGO.Cnig_chr_III.g9822.t2	155	150
CBRIG.III.g8642.t1__CNIGO.Cnig_chr_III.g9893.t1	203	586
CBRIG.III.g8669.t1__CNIGO.Cnig_chr_III.g9919.t2	155	387
CBRIG.III.g8671.t2__CNIGO.Cnig_chr_III.g9921.t1	415	450
CBRIG.III.g8701.t1__CNIGO.Cnig_chr_III.g9956.t1	1301	358
CBRIG.III.g8741.t1__CNIGO.Cnig_chr_III.g9997.t2	963	134
CBRIG.III.g8745.t1__CNIGO.Cnig_chr_III.g10002.t1	260	426
CBRIG.III.g8762.t1__CNIGO.Cnig_chr_III.g10023.t1	375	662
CBRIG.III.g8764.t1__CNIGO.Cnig_chr_III.g10031.t1	103	210
CBRIG.III.g8775.t1__CNIGO.Cnig_chr_III.g10046.t1	651	272
CBRIG.III.g8809.t2__CNIGO.Cnig_chr_III.g10085.t1	242	492
CBRIG.III.g8869.t1__CNIGO.Cnig_chr_III.g10140.t1	176	303
CBRIG.III.g8872.t1__CNIGO.Cnig_chr_III.g10143.t1	481	546
CBRIG.III.g8876.t1__CNIGO.Cnig_chr_III.g10146.t1	164	188
CBRIG.III.g8915.t2__CNIGO.Cnig_chr_III.g10182.t1	174	332
CBRIG.III.g8947.t1__CNIGO.Cnig_chr_III.g10205.t2	863	2551
CBRIG.III.g8960.t1__CNIGO.Cnig_chr_III.g10218.t1	357	683
CBRIG.III.g8996.t1__CNIGO.Cnig_chr_III.g10267.t1	214	571
CBRIG.III.g9020.t1__CNIGO.Cnig_chr_III.g10290.t1	207	113
CBRIG.III.g9021.t1__CNIGO.Cnig_chr_III.g10291.t1	141	130
CBRIG.III.g9027.t1__CNIGO.Cnig_chr_III.g10296.t2	144	398
CBRIG.III.g9036.t3__CNIGO.Cnig_chr_III.g10313.t1	2242	711
CBRIG.III.g9071.t1__CNIGO.Cnig_chr_III.g10363.t1	301	140
CBRIG.III.g9096.t1__CNIGO.Cnig_chr_III.g10418.t1	1348	2514
CBRIG.III.g9117.t1__CNIGO.Cnig_chr_III.g10441.t1	183	622
CBRIG.III.g9167.t2__CNIGO.Cnig_chr_III.g10496.t1	827	276
CBRIG.III.g9176.t1__CNIGO.Cnig_chr_III.g10506.t1	211	106
CBRIG.III.g9181.t3__CNIGO.Cnig_chr_III.g10511.t1	219	235
CBRIG.III.g9196.t1__CNIGO.Cnig_chr_III.g10526.t2	1086	1059
CBRIG.III.g9212.t1__CNIGO.Cnig_chr_III.g10547.t1	247	193
CBRIG.III.g9221.t1__CNIGO.Cnig_chr_III.g10555.t1	257	239
CBRIG.III.g9258.t2__CNIGO.Cnig_chr_III.g10599.t3	282	545
CBRIG.III.g9264.t2__CNIGO.Cnig_chr_III.g10605.t1	220	332
CBRIG.III.g9301.t1__CNIGO.Cnig_chr_III.g10642.t1	126	227
CBRIG.III.g9309.t1__CNIGO.Cnig_chr_III.g10650.t1	208	70
CBRIG.III.g9310.t1__CNIGO.Cnig_chr_III.g10651.t1	181	257
CBRIG.III.g9351.t1__CNIGO.Cnig_chr_III.g10693.t3	642	727
CBRIG.III.g9357.t2__CNIGO.Cnig_chr_III.g10700.t1	584	192
CBRIG.III.g9367.t1__CNIGO.Cnig_chr_III.g10708.t2	589	223
CBRIG.III.g9369.t1__CNIGO.Cnig_chr_III.g10731.t1	237	200
CBRIG.III.g9412.t1__CNIGO.Cnig_chr_III.g10755.t1	73	1522
CBRIG.III.g9416.t1__CNIGO.Cnig_chr_III.g10761.t1	88	113
CBRIG.III.g9419.t1__CNIGO.Cnig_chr_III.g10825.t2	309	90
CBRIG.III.g9423.t1__CNIGO.Cnig_chr_III.g10776.t1	498	38
CBRIG.III.g9466.t1__CNIGO.Cnig_chr_III.g10820.t1	161	86
CBRIG.III.g9469.t2__CNIGO.Cnig_chr_III.g10822.t2	668	1469
CBRIG.III.g9476.t1__CNIGO.Cnig_chr_III.g10829.t1	229	1009
CBRIG.III.g9487.t1__CNIGO.Cnig_chr_III.g10845.t1	84	126
CBRIG.III.g9492.t1__CNIGO.Cnig_chr_III.g10851.t3	313	705
CBRIG.III.g9524.t2__CNIGO.Cnig_chr_III.g10879.t1	753	241
CBRIG.III.g9526.t2__CNIGO.Cnig_chr_III.g10881.t1	485	463
CBRIG.III.g9565.t1__CNIGO.Cnig_chr_III.g10957.t1	94	102
CBRIG.III.g9749.t1__CNIGO.Cnig_chr_III.g11072.t1	50	550
CBRIG.III.g9771.t1__CNIGO.Cnig_chr_III.g11120.t1	267	345
CBRIG.III.g9862.t1__CNIGO.Cnig_chr_III.g11259.t1	182	609
CBRIG.III.g9901.t1__CNIGO.Cnig_chr_III.g11311.t1	913	225
CBRIG.III.g9915.t1__CNIGO.Cnig_chr_III.g11327.t1	62	121
CBRIG.III.g9916.t1__CNIGO.Cnig_chr_III.g11330.t2	310	137
CBRIG.III.g9919.t1__CNIGO.Cnig_chr_III.g11333.t1	167	363
CBRIG.III.g9934.t1__CNIGO.Cnig_chr_III.g11355.t1	899	424
CBRIG.III.g9940.t1__CNIGO.Cnig_chr_III.g11407.t1	402	370
CBRIG.III.g9948.t1__CNIGO.Cnig_chr_III.g11395.t2	166	242
CBRIG.III.g9993.t1__CNIGO.Cnig_chr_III.g11023.t1	50	267
CBRIG.IV.g10445.t1__CNIGO.Cnig_chr_IV.g12098.t1	1239	324
CBRIG.IV.g10456.t3__CNIGO.Cnig_chr_IV.g12072.t1	479	243
CBRIG.IV.g10474.t1__CNIGO.Cnig_chr_IV.g12051.t2	301	273
CBRIG.IV.g10484.t1__CNIGO.Cnig_chr_IV.g12041.t1	345	485
CBRIG.IV.g10525.t1__CNIGO.Cnig_chr_IV.g11984.t1	174	99
CBRIG.IV.g10552.t2__CNIGO.Cnig_chr_IV.g11953.t1	124	357
CBRIG.IV.g10554.t1__CNIGO.Cnig_chr_IV.g11951.t1	129	243
CBRIG.IV.g10557.t1__CNIGO.Cnig_chr_IV.g11948.t1	359	370
CBRIG.IV.g10589.t1__CNIGO.Cnig_chr_IV.g12155.t1	78	454
CBRIG.IV.g10603.t1__CNIGO.Cnig_chr_IV.g12173.t2	732	257
CBRIG.IV.g10604.t2__CNIGO.Cnig_chr_IV.g12175.t1	846	381
CBRIG.IV.g10661.t1__CNIGO.Cnig_chr_IV.g12264.t1	512	206
CBRIG.IV.g10703.t1__CNIGO.Cnig_chr_IV.g12123.t1	180	151
CBRIG.IV.g10766.t2__CNIGO.Cnig_chr_IV.g12415.t3	387	228
CBRIG.IV.g10811.t1__CNIGO.Cnig_chr_IV.g12476.t2	450	390
CBRIG.IV.g10832.t1__CNIGO.Cnig_chr_IV.g12497.t1	258	548
CBRIG.IV.g10865.t1__CNIGO.Cnig_chr_IV.g12540.t2	87	80
CBRIG.IV.g10895.t1__CNIGO.Cnig_chr_IV.g12627.t1	55	50
CBRIG.IV.g10924.t1__CNIGO.Cnig_chr_IV.g12728.t1	276	421
CBRIG.IV.g10959.t1__CNIGO.Cnig_chr_IV.g12690.t2	509	293
CBRIG.IV.g10976.t1__CNIGO.Cnig_chr_IV.g12670.t1	161	126
CBRIG.IV.g11031.t1__CNIGO.Cnig_chr_IV.g12871.t1	353	322
CBRIG.IV.g11051.t2__CNIGO.Cnig_chr_IV.g12878.t1	104	277
CBRIG.IV.g11139.t1__CNIGO.Cnig_chr_IV.g13012.t1	257	134
CBRIG.IV.g11213.t2__CNIGO.Cnig_chr_IV.g13102.t1	883	244
CBRIG.IV.g11223.t1__CNIGO.Cnig_chr_IV.g13112.t1	44	241
CBRIG.IV.g11256.t1__CNIGO.Cnig_chr_IV.g13153.t1	1302	400
CBRIG.IV.g11259.t1__CNIGO.Cnig_chr_IV.g13154.t2	541	2362
CBRIG.IV.g11331.t1__CNIGO.Cnig_chr_IV.g13238.t2	1593	192
CBRIG.IV.g11353.t1__CNIGO.Cnig_chr_IV.g13209.t1	137	187
CBRIG.IV.g11357.t1__CNIGO.Cnig_chr_IV.g13201.t1	316	151
CBRIG.IV.g11385.t1__CNIGO.Cnig_chr_IV.g13315.t1	870	479
CBRIG.IV.g11406.t1__CNIGO.Cnig_chr_IV.g13336.t1	815	261
CBRIG.IV.g11414.t1__CNIGO.Cnig_chr_IV.g13345.t1	189	81
CBRIG.IV.g11432.t1__CNIGO.Cnig_chr_IV.g13362.t1	1102	498
CBRIG.IV.g11469.t1__CNIGO.Cnig_chr_IV.g13398.t1	275	1214
CBRIG.IV.g11511.t1__CNIGO.Cnig_chr_IV.g13451.t1	839	309
CBRIG.IV.g11522.t2__CNIGO.Cnig_chr_IV.g13459.t1	188	973
CBRIG.IV.g11525.t1__CNIGO.Cnig_chr_IV.g13456.t1	869	158
CBRIG.IV.g11536.t1__CNIGO.Cnig_chr_IV.g13476.t1	91	158
CBRIG.IV.g11562.t1__CNIGO.Cnig_chr_IV.g13505.t1	196	267
CBRIG.IV.g11570.t1__CNIGO.Cnig_chr_IV.g13513.t1	453	834
CBRIG.IV.g11581.t2__CNIGO.Cnig_chr_IV.g13520.t3	394	250
CBRIG.IV.g11582.t3__CNIGO.Cnig_chr_IV.g13521.t2	212	214
CBRIG.IV.g11673.t2__CNIGO.Cnig_chr_IV.g13613.t1	1460	490
CBRIG.IV.g11680.t1__CNIGO.Cnig_chr_IV.g13621.t1	1071	362
CBRIG.IV.g11698.t3__CNIGO.Cnig_chr_IV.g13961.t1	569	1477
CBRIG.IV.g11709.t1__CNIGO.Cnig_chr_IV.g13949.t1	527	3391
CBRIG.IV.g11712.t1__CNIGO.Cnig_chr_IV.g13946.t1	506	115
CBRIG.IV.g11721.t2__CNIGO.Cnig_chr_IV.g13933.t2	324	615
CBRIG.IV.g11726.t1__CNIGO.Cnig_chr_IV.g13929.t1	124	42
CBRIG.IV.g11763.t1__CNIGO.Cnig_chr_IV.g13897.t1	57	51
CBRIG.IV.g11769.t1__CNIGO.Cnig_chr_IV.g13886.t1	1094	210
CBRIG.IV.g11773.t1__CNIGO.Cnig_chr_IV.g13882.t1	235	606
CBRIG.IV.g11820.t1__CNIGO.Cnig_chr_IV.g13829.t1	354	299
CBRIG.IV.g11823.t1__CNIGO.Cnig_chr_IV.g13826.t1	927	428
CBRIG.IV.g11852.t2__CNIGO.Cnig_chr_IV.g13796.t1	348	166
CBRIG.IV.g11859.t1__CNIGO.Cnig_chr_IV.g13788.t1	208	252
CBRIG.IV.g11871.t1__CNIGO.Cnig_chr_IV.g13777.t1	303	828
CBRIG.IV.g11873.t1__CNIGO.Cnig_chr_IV.g13775.t1	96	272
CBRIG.IV.g11927.t1__CNIGO.Cnig_chr_IV.g13715.t1	613	252
CBRIG.IV.g11931.t1__CNIGO.Cnig_chr_IV.g13711.t1	482	274
CBRIG.IV.g11954.t1__CNIGO.Cnig_chr_IV.g13688.t2	872	456
CBRIG.IV.g11955.t1__CNIGO.Cnig_chr_IV.g13687.t1	1334	570
CBRIG.IV.g11988.t1__CNIGO.Cnig_chr_IV.g13656.t2	184	267
CBRIG.IV.g11993.t1__CNIGO.Cnig_chr_IV.g13650.t1	79	211
CBRIG.IV.g12005.t2__CNIGO.Cnig_chr_IV.g13640.t1	204	913
CBRIG.IV.g12023.t1__CNIGO.Cnig_chr_IV.g13977.t2	2082	809
CBRIG.IV.g12030.t1__CNIGO.Cnig_chr_IV.g13982.t1	337	1435
CBRIG.IV.g12052.t1__CNIGO.Cnig_chr_IV.g14001.t1	888	350
CBRIG.IV.g12081.t2__CNIGO.Cnig_chr_IV.g14026.t1	432	1620
CBRIG.IV.g12082.t1__CNIGO.Cnig_chr_IV.g14027.t1	388	152
CBRIG.IV.g12121.t1__CNIGO.Cnig_chr_IV.g14067.t1	247	253
CBRIG.IV.g12123.t1__CNIGO.Cnig_chr_IV.g14069.t1	690	1321
CBRIG.IV.g12141.t1__CNIGO.Cnig_chr_IV.g14090.t1	201	57
CBRIG.IV.g12154.t1__CNIGO.Cnig_chr_IV.g14102.t1	3022	465
CBRIG.IV.g12160.t1__CNIGO.Cnig_chr_IV.g14108.t1	101	161
CBRIG.IV.g12183.t1__CNIGO.Cnig_chr_IV.g14135.t1	196	181
CBRIG.IV.g12202.t1__CNIGO.Cnig_chr_IV.g14157.t2	348	315
CBRIG.IV.g12213.t2__CNIGO.Cnig_chr_IV.g14169.t1	605	255
CBRIG.IV.g12217.t1__CNIGO.Cnig_chr_IV.g14176.t1	762	177
CBRIG.IV.g12228.t1__CNIGO.Cnig_chr_IV.g14185.t1	873	204
CBRIG.IV.g12288.t2__CNIGO.Cnig_chr_IV.g14266.t1	2327	7348
CBRIG.IV.g12291.t1__CNIGO.Cnig_chr_IV.g14269.t2	167	373
CBRIG.IV.g12316.t1__CNIGO.Cnig_chr_IV.g14300.t1	344	155
CBRIG.IV.g12338.t1__CNIGO.Cnig_chr_IV.g14322.t1	445	298
CBRIG.IV.g12343.t2__CNIGO.Cnig_chr_IV.g14329.t1	327	647
CBRIG.IV.g12361.t4__CNIGO.Cnig_chr_IV.g14350.t1	1267	581
CBRIG.IV.g12395.t1__CNIGO.Cnig_chr_IV.g14386.t1	226	561
CBRIG.IV.g12407.t1__CNIGO.Cnig_chr_IV.g14397.t1	307	245
CBRIG.IV.g12413.t1__CNIGO.Cnig_chr_IV.g14405.t1	84	116
CBRIG.IV.g12473.t1__CNIGO.Cnig_chr_IV.g14472.t1	216	120
CBRIG.IV.g12486.t1__CNIGO.Cnig_chr_IV.g14485.t1	284	80
CBRIG.IV.g12489.t1__CNIGO.Cnig_chr_IV.g14488.t2	247	205
CBRIG.IV.g12514.t2__CNIGO.Cnig_chr_IV.g14513.t1	163	603
CBRIG.IV.g12518.t2__CNIGO.Cnig_chr_IV.g14518.t2	611	355
CBRIG.IV.g12519.t1__CNIGO.Cnig_chr_IV.g14519.t1	323	1563
CBRIG.IV.g12521.t1__CNIGO.Cnig_chr_IV.g14521.t1	264	505
CBRIG.IV.g12523.t1__CNIGO.Cnig_chr_IV.g14523.t1	409	204
CBRIG.IV.g12532.t1__CNIGO.Cnig_chr_IV.g14535.t1	78	364
CBRIG.IV.g12560.t1__CNIGO.Cnig_chr_IV.g14566.t1	61	72
CBRIG.IV.g12582.t1__CNIGO.Cnig_chr_IV.g14591.t1	639	765
CBRIG.IV.g12586.t1__CNIGO.Cnig_chr_IV.g14594.t3	468	227
CBRIG.IV.g12587.t2__CNIGO.Cnig_chr_IV.g14596.t1	1117	345
CBRIG.IV.g12612.t4__CNIGO.Cnig_chr_IV.g14628.t1	758	168
CBRIG.IV.g12642.t1__CNIGO.Cnig_chr_IV.g14668.t1	505	449
CBRIG.IV.g12645.t1__CNIGO.Cnig_chr_IV.g14671.t1	131	141
CBRIG.IV.g12652.t1__CNIGO.Cnig_chr_IV.g14678.t1	408	222
CBRIG.IV.g12653.t1__CNIGO.Cnig_chr_IV.g14679.t1	204	1147
CBRIG.IV.g12660.t1__CNIGO.Cnig_chr_IV.g14686.t2	426	1193
CBRIG.IV.g12707.t1__CNIGO.Cnig_chr_IV.g14734.t1	304	320
CBRIG.IV.g12729.t1__CNIGO.Cnig_chr_IV.g14756.t1	311	112
CBRIG.IV.g12765.t1__CNIGO.Cnig_chr_IV.g14809.t1	846	173
CBRIG.IV.g12779.t1__CNIGO.Cnig_chr_IV.g14827.t1	235	398
CBRIG.IV.g12782.t1__CNIGO.Cnig_chr_IV.g14830.t1	344	99
CBRIG.IV.g12783.t1__CNIGO.Cnig_chr_IV.g14831.t1	344	318
CBRIG.IV.g12796.t1__CNIGO.Cnig_chr_IV.g14843.t1	80	254
CBRIG.IV.g12799.t1__CNIGO.Cnig_chr_IV.g14846.t1	220	151
CBRIG.IV.g12879.t1__CNIGO.Cnig_chr_IV.g14941.t1	291	806
CBRIG.IV.g12882.t2__CNIGO.Cnig_chr_IV.g14937.t2	239	129
CBRIG.IV.g12893.t1__CNIGO.Cnig_chr_IV.g14926.t2	268	635
CBRIG.IV.g12902.t1__CNIGO.Cnig_chr_IV.g14915.t1	433	226
CBRIG.IV.g12934.t1__CNIGO.Cnig_chr_IV.g15005.t1	1068	305
CBRIG.IV.g12962.t1__CNIGO.Cnig_chr_IV.g15025.t1	373	157
CBRIG.IV.g12994.t2__CNIGO.Cnig_chr_IV.g16156.t1	74	88
CBRIG.IV.g13001.t1__CNIGO.Cnig_chr_IV.g16164.t1	263	45
CBRIG.IV.g13063.t1__CNIGO.Cnig_chr_IV.g15100.t1	839	2036
CBRIG.IV.g13064.t1__CNIGO.Cnig_chr_IV.g15101.t1	108	150
CBRIG.IV.g13105.t1__CNIGO.Cnig_chr_IV.g15145.t1	160	292
CBRIG.IV.g13115.t1__CNIGO.Cnig_chr_IV.g15156.t1	78	234
CBRIG.IV.g13152.t1__CNIGO.Cnig_chr_IV.g15187.t1	48	74
CBRIG.IV.g13276.t1__CNIGO.Cnig_chr_IV.g15352.t1	283	124
CBRIG.IV.g13305.t1__CNIGO.Cnig_chr_IV.g15415.t2	90	213
CBRIG.IV.g13326.t1__CNIGO.Cnig_chr_IV.g15419.t1	39	46
CBRIG.IV.g13333.t1__CNIGO.Cnig_chr_IV.g15448.t1	67	68
CBRIG.IV.g13342.t1__CNIGO.Cnig_chr_IV.g15471.t2	609	1326
CBRIG.IV.g13346.t1__CNIGO.Cnig_chr_IV.g15475.t2	364	345
CBRIG.IV.g13411.t1__CNIGO.Cnig_chr_IV.g15673.t1	81	148
CBRIG.IV.g13414.t1__CNIGO.Cnig_chr_IV.g15677.t1	242	92
CBRIG.IV.g13464.t1__CNIGO.Cnig_chr_IV.g15726.t2	230	604
CBRIG.IV.g13481.t2__CNIGO.Cnig_chr_IV.g15753.t1	111	552
CBRIG.IV.g13495.t1__CNIGO.Cnig_chr_IV.g15793.t1	112	269
CBRIG.IV.g13501.t1__CNIGO.Cnig_chr_IV.g15800.t1	45	118
CBRIG.IV.g13537.t1__CNIGO.Cnig_chr_IV.g15838.t2	141	268
CBRIG.IV.g13542.t1__CNIGO.Cnig_chr_IV.g15835.t1	171	53
CBRIG.IV.g13578.t1__CNIGO.Cnig_chr_IV.g15897.t1	256	90
CBRIG.IV.g13587.t3__CNIGO.Cnig_chr_IV.g15904.t1	315	350
CBRIG.IV.g13601.t1__CNIGO.Cnig_chr_IV.g15892.t1	639	315
CBRIG.IV.g13627.t1__CNIGO.Cnig_chr_IV.g15971.t1	144	752
CBRIG.IV.g13664.t1__CNIGO.Cnig_chr_IV.g16011.t1	156	135
CBRIG.IV.g13683.t1__CNIGO.Cnig_chr_IV.g15993.t1	134	120
CBRIG.IV.g13693.t1__CNIGO.Cnig_chr_IV.g16029.t1	240	819
CBRIG.IV.g13732.t1__CNIGO.Cnig_chr_IV.g16112.t3	288	234
CBRIG.IV.g13738.t1__CNIGO.Cnig_chr_IV.g16119.t3	225	684
CBRIG.IV.g13766.t3__CNIGO.Cnig_chr_IV.g16273.t1	1145	173
CBRIG.IV.g13798.t1__CNIGO.Cnig_chr_IV.g16244.t2	129	145
CBRIG.IV.g13810.t1__CNIGO.Cnig_chr_IV.g16232.t1	210	632
CBRIG.IV.g13814.t3__CNIGO.Cnig_chr_IV.g16222.t4	239	369
CBRIG.IV.g13844.t1__CNIGO.Cnig_chr_IV.g16196.t1	210	240
CBRIG.IV.g13848.t2__CNIGO.Cnig_chr_IV.g16191.t1	323	806
CBRIG.IV.g13849.t1__CNIGO.Cnig_chr_IV.g16190.t1	443	1200
CBRIG.V.g13867.t1__CNIGO.Cnig_chr_V.g16301.t1	63	39
CBRIG.V.g13868.t1__CNIGO.Cnig_chr_V.g16302.t1	24	37
CBRIG.V.g13921.t1__CNIGO.Cnig_chr_V.g16360.t1	366	711
CBRIG.V.g13959.t1__CNIGO.Cnig_chr_V.g16413.t1	111	240
CBRIG.V.g13960.t1__CNIGO.Cnig_chr_V.g16414.t1	336	332
CBRIG.V.g13983.t2__CNIGO.Cnig_chr_V.g16443.t2	372	313
CBRIG.V.g13994.t2__CNIGO.Cnig_chr_V.g16475.t1	163	335
CBRIG.V.g13998.t1__CNIGO.Cnig_chr_V.g16479.t1	69	161
CBRIG.V.g14018.t1__CNIGO.Cnig_chr_V.g16502.t2	134	99
CBRIG.V.g14025.t1__CNIGO.Cnig_chr_V.g16512.t1	213	202
CBRIG.V.g14035.t1__CNIGO.Cnig_chr_V.g16522.t1	402	202
CBRIG.V.g14085.t3__CNIGO.Cnig_chr_V.g16593.t2	1263	369
CBRIG.V.g14094.t1__CNIGO.Cnig_chr_V.g16603.t1	114	83
CBRIG.V.g14100.t1__CNIGO.Cnig_chr_V.g16610.t1	124	385
CBRIG.V.g14125.t1__CNIGO.Cnig_chr_V.g16647.t2	179	463
CBRIG.V.g14140.t2__CNIGO.Cnig_chr_V.g16668.t1	166	324
CBRIG.V.g14149.t1__CNIGO.Cnig_chr_V.g16757.t1	101	91
CBRIG.V.g14156.t1__CNIGO.Cnig_chr_V.g16752.t1	1575	205
CBRIG.V.g14164.t1__CNIGO.Cnig_chr_V.g16744.t1	1713	657
CBRIG.V.g14167.t1__CNIGO.Cnig_chr_V.g16741.t2	220	221
CBRIG.V.g14196.t1__CNIGO.Cnig_chr_V.g16706.t1	325	334
CBRIG.V.g14228.t3__CNIGO.Cnig_chr_V.g16822.t4	1456	656
CBRIG.V.g14260.t1__CNIGO.Cnig_chr_V.g16867.t2	220	427
CBRIG.V.g14273.t1__CNIGO.Cnig_chr_V.g16882.t1	162	379
CBRIG.V.g14342.t1__CNIGO.Cnig_chr_V.g16953.t1	96	65
CBRIG.V.g14344.t2__CNIGO.Cnig_chr_V.g16952.t2	824	130
CBRIG.V.g14349.t1__CNIGO.Cnig_chr_V.g16948.t1	229	129
CBRIG.V.g14376.t1__CNIGO.Cnig_chr_V.g16984.t2	82	262
CBRIG.V.g14377.t1__CNIGO.Cnig_chr_V.g16986.t1	302	1619
CBRIG.V.g14400.t2__CNIGO.Cnig_chr_V.g17154.t1	154	95
CBRIG.V.g14409.t1__CNIGO.Cnig_chr_V.g17015.t1	387	94
CBRIG.V.g14460.t1__CNIGO.Cnig_chr_V.g17067.t1	829	141
CBRIG.V.g14484.t2__CNIGO.Cnig_chr_V.g17089.t3	374	251
CBRIG.V.g14509.t1__CNIGO.Cnig_chr_V.g17119.t1	402	2937
CBRIG.V.g14512.t1__CNIGO.Cnig_chr_V.g17177.t1	157	198
CBRIG.V.g14525.t3__CNIGO.Cnig_chr_V.g17188.t1	199	429
CBRIG.V.g14533.t1__CNIGO.Cnig_chr_V.g17140.t1	144	86
CBRIG.V.g14539.t1__CNIGO.Cnig_chr_V.g17156.t1	302	660
CBRIG.V.g14557.t1__CNIGO.Cnig_chr_V.g17127.t3	188	188
CBRIG.V.g14562.t1__CNIGO.Cnig_chr_V.g17121.t1	364	1141
CBRIG.V.g14570.t3__CNIGO.Cnig_chr_V.g17202.t1	213	343
CBRIG.V.g14593.t1__CNIGO.Cnig_chr_V.g17245.t2	459	2603
CBRIG.V.g14603.t1__CNIGO.Cnig_chr_V.g17330.t1	228	2134
CBRIG.V.g14632.t1__CNIGO.Cnig_chr_V.g17298.t1	130	544
CBRIG.V.g14702.t1__CNIGO.Cnig_chr_V.g17390.t1	134	219
CBRIG.V.g14704.t1__CNIGO.Cnig_chr_V.g17393.t1	880	339
CBRIG.V.g14707.t2__CNIGO.Cnig_chr_V.g17397.t1	339	337
CBRIG.V.g14730.t1__CNIGO.Cnig_chr_V.g17421.t1	174	852
CBRIG.V.g14747.t2__CNIGO.Cnig_chr_V.g17535.t1	281	83
CBRIG.V.g14766.t1__CNIGO.Cnig_chr_V.g17444.t1	250	122
CBRIG.V.g14791.t1__CNIGO.Cnig_chr_V.g17521.t2	316	276
CBRIG.V.g14849.t1__CNIGO.Cnig_chr_V.g17616.t1	390	150
CBRIG.V.g14887.t2__CNIGO.Cnig_chr_V.g17692.t2	191	381
CBRIG.V.g14933.t1__CNIGO.Cnig_chr_V.g17758.t1	246	237
CBRIG.V.g14958.t1__CNIGO.Cnig_chr_V.g17794.t1	180	398
CBRIG.V.g14999.t1__CNIGO.Cnig_chr_V.g17846.t1	287	1531
CBRIG.V.g15002.t1__CNIGO.Cnig_chr_V.g17849.t1	309	195
CBRIG.V.g15057.t1__CNIGO.Cnig_chr_V.g17907.t1	201	178
CBRIG.V.g15074.t1__CNIGO.Cnig_chr_V.g17932.t3	154	516
CBRIG.V.g15131.t1__CNIGO.Cnig_chr_V.g17996.t1	387	355
CBRIG.V.g15135.t1__CNIGO.Cnig_chr_V.g17998.t3	853	296
CBRIG.V.g15154.t2__CNIGO.Cnig_chr_V.g18026.t2	140	268
CBRIG.V.g15155.t2__CNIGO.Cnig_chr_V.g18027.t1	182	462
CBRIG.V.g15243.t1__CNIGO.Cnig_chr_V.g18118.t2	321	212
