gene_id	HF2_Cbr	HF2_Cni
II.g6027.t1__Cnig_chr_II.g6406.t1	2446	1301
II.g6028.t1__Cnig_chr_II.g6407.t1	3075	709
II.g6029.t1__Cnig_chr_II.g6408.t2	30	3
II.g6030.t1__Cnig_chr_II.g6409.t1	4377	2182
II.g6031.t1__Cnig_chr_II.g6410.t1	1031	262
II.g6032.t1__Cnig_chr_II.g6411.t1	63	59
II.g6033.t1__Cnig_chr_II.g6415.t1	2496	1013
II.g6035.t3__Cnig_chr_II.g6416.t3	403	275
II.g6036.t1__Cnig_chr_II.g6418.t1	19	26
II.g6037.t1__Cnig_chr_II.g6419.t1	22	9
II.g6038.t1__Cnig_chr_II.g6420.t3	6	7
II.g6039.t2__Cnig_chr_II.g6421.t1	1238	1670
II.g6040.t1__Cnig_chr_II.g6422.t1	148	18
II.g6041.t1__Cnig_chr_II.g6423.t2	17	17
II.g6042.t1__Cnig_chr_II.g6425.t1	101	70
II.g6043.t1__Cnig_chr_II.g6426.t2	1112	568
II.g6044.t1__Cnig_chr_II.g6427.t2	173	401
II.g6045.t1__Cnig_chr_II.g6428.t1	175	45
II.g6046.t1__Cnig_chr_II.g6429.t1	426	244
II.g6047.t2__Cnig_chr_II.g6431.t2	406	329
II.g6048.t1__Cnig_chr_II.g6432.t3	2074	1544
II.g6050.t2__Cnig_chr_II.g6434.t1	13	5
II.g6051.t4__Cnig_chr_II.g6435.t3	3419	1471
II.g6052.t1__Cnig_chr_II.g6437.t1	280	52
II.g6053.t1__Cnig_chr_II.g6438.t1	0	17
II.g6054.t1__Cnig_chr_II.g6439.t1	0	0
II.g6055.t2__Cnig_chr_II.g6440.t2	0	0
II.g6057.t1__Cnig_chr_II.g6444.t1	0	0
II.g6058.t1__Cnig_chr_II.g6446.t1	12	0
II.g6059.t1__Cnig_chr_II.g6447.t1	171	136
II.g6061.t1__Cnig_chr_II.g6448.t1	40	3
II.g6062.t1__Cnig_chr_II.g6449.t3	5	5
II.g6063.t1__Cnig_chr_II.g6450.t1	26	20
II.g6064.t1__Cnig_chr_II.g6451.t1	7	24
II.g6065.t1__Cnig_chr_II.g6452.t1	74	123
II.g6067.t1__Cnig_chr_II.g6453.t3	342	163
II.g6068.t1__Cnig_chr_II.g6455.t1	0	0
II.g6069.t1__Cnig_chr_II.g6456.t1	7	4
II.g6070.t1__Cnig_chr_II.g6457.t1	1	1
II.g6072.t1__Cnig_chr_II.g6460.t3	0	1
II.g6077.t1__Cnig_chr_II.g6462.t1	3835	2426
II.g6078.t1__Cnig_chr_II.g6463.t2	9478	3499
II.g6080.t3__Cnig_chr_II.g6464.t2	15	0
II.g6081.t1__Cnig_chr_II.g6465.t1	12	0
II.g6082.t1__Cnig_chr_II.g6466.t2	16	14
II.g6083.t2__Cnig_chr_II.g6467.t2	14	1
II.g6085.t1__Cnig_chr_II.g6468.t1	8761	7151
II.g6086.t1__Cnig_chr_II.g6469.t1	23	26
II.g6087.t1__Cnig_chr_II.g6470.t1	11	25
II.g6089.t1__Cnig_chr_II.g6471.t2	823	33595
II.g6090.t1__Cnig_chr_II.g6472.t1	421	130
II.g6092.t1__Cnig_chr_II.g6474.t1	13534	5056
II.g6093.t2__Cnig_chr_II.g6475.t1	5472	5583
II.g6094.t1__Cnig_chr_II.g6476.t1	3179	6621
II.g6095.t1__Cnig_chr_II.g6477.t1	2067	2720
II.g6096.t1__Cnig_chr_II.g6481.t2	605	183
II.g6098.t1__Cnig_chr_II.g6484.t2	13	2
II.g6100.t3__Cnig_chr_II.g6486.t2	5596	1587
II.g6101.t2__Cnig_chr_II.g6487.t2	5148	5209
II.g6102.t1__Cnig_chr_II.g6488.t2	611	708
II.g6103.t1__Cnig_chr_II.g6489.t1	4588	3904
II.g6105.t1__Cnig_chr_II.g6490.t1	6931	7049
II.g6106.t1__Cnig_chr_II.g6491.t1	359	267
II.g6107.t2__Cnig_chr_II.g6492.t1	7815	6830
II.g6109.t1__Cnig_chr_II.g6494.t1	5400	8703
II.g6110.t1__Cnig_chr_II.g6495.t1	5886	7134
II.g6111.t2__Cnig_chr_II.g6496.t1	2299	2948
II.g6112.t2__Cnig_chr_II.g6497.t1	583	379
II.g6114.t1__Cnig_chr_II.g6501.t2	3156	3144
II.g6116.t1__Cnig_chr_II.g6502.t1	81	38
II.g6117.t1__Cnig_chr_II.g6503.t1	1775	1342
II.g6123.t1__Cnig_chr_II.g6506.t1	7309	9737
II.g6124.t1__Cnig_chr_II.g6507.t1	2003	3292
II.g6126.t1__Cnig_chr_II.g6508.t2	1004	6031
II.g6127.t1__Cnig_chr_II.g6510.t1	7055	7992
II.g6128.t1__Cnig_chr_II.g6511.t1	677	146
II.g6129.t2__Cnig_chr_II.g6512.t1	118	140
II.g6130.t4__Cnig_chr_II.g6513.t1	7692	8044
II.g6133.t1__Cnig_chr_II.g6532.t1	1713	2289
II.g6134.t3__Cnig_chr_II.g6534.t2	115	98
II.g6135.t1__Cnig_chr_II.g6539.t2	357	150
II.g6136.t1__Cnig_chr_II.g6541.t1	1098	1559
II.g6137.t1__Cnig_chr_II.g6542.t1	1184	1567
II.g6138.t1__Cnig_chr_II.g6543.t1	1984	5238
II.g6141.t3__Cnig_chr_II.g6546.t5	4	30
II.g6142.t3__Cnig_chr_II.g6547.t1	11	14
II.g6143.t1__Cnig_chr_II.g6548.t1	8	13
II.g6144.t1__Cnig_chr_II.g6549.t1	271	773
II.g6145.t2__Cnig_chr_II.g6550.t1	175	223
II.g6147.t1__Cnig_chr_II.g6552.t1	2	1
II.g6148.t1__Cnig_chr_II.g6553.t1	57	20
II.g6150.t2__Cnig_chr_II.g6554.t1	1409	4486
II.g6152.t1__Cnig_chr_II.g6556.t1	42	58
II.g6154.t1__Cnig_chr_II.g6558.t1	3	3
II.g6155.t1__Cnig_chr_II.g6559.t1	497	817
II.g6156.t1__Cnig_chr_II.g6560.t1	2548	3738
II.g6157.t1__Cnig_chr_II.g6561.t1	2365	2841
II.g6159.t1__Cnig_chr_II.g6563.t1	2	3
II.g6160.t1__Cnig_chr_II.g6564.t1	10	3
II.g6161.t1__Cnig_chr_II.g6566.t3	2	3
II.g6162.t1__Cnig_chr_II.g6567.t1	779	1100
II.g6163.t1__Cnig_chr_II.g6568.t1	45	10
II.g6164.t2__Cnig_chr_II.g6569.t1	5609	4816
II.g6165.t1__Cnig_chr_II.g6570.t3	32	20
II.g6166.t2__Cnig_chr_II.g6571.t1	5451	5349
II.g6167.t1__Cnig_chr_II.g6572.t1	5	15
II.g6168.t1__Cnig_chr_II.g6573.t1	108	1936
II.g6169.t2__Cnig_chr_II.g6574.t2	4	6
II.g6171.t3__Cnig_chr_II.g6577.t2	1	0
II.g6172.t1__Cnig_chr_II.g6578.t2	3	5
II.g6173.t1__Cnig_chr_II.g6581.t1	12	6
II.g6174.t1__Cnig_chr_II.g6582.t2	383	233
II.g6175.t2__Cnig_chr_II.g6583.t1	16	5
II.g6176.t1__Cnig_chr_II.g6584.t1	17962	19521
II.g6177.t1__Cnig_chr_II.g6585.t1	163	183
II.g6178.t1__Cnig_chr_II.g6587.t1	4	1
II.g6179.t1__Cnig_chr_II.g6588.t1	1	1
II.g6182.t1__Cnig_chr_II.g6590.t1	1382	561
II.g6183.t2__Cnig_chr_II.g6591.t1	4173	4688
II.g6184.t2__Cnig_chr_II.g6592.t1	6715	4243
II.g6185.t2__Cnig_chr_II.g6593.t2	18	16
II.g6186.t2__Cnig_chr_II.g6594.t3	231	254
II.g6187.t1__Cnig_chr_II.g6595.t1	1551	1582
II.g6188.t1__Cnig_chr_II.g6596.t1	5489	5432
II.g6189.t1__Cnig_chr_II.g6597.t2	6197	7678
II.g6190.t1__Cnig_chr_II.g6599.t1	17733	24393
II.g6191.t1__Cnig_chr_II.g6600.t2	1332	2372
II.g6192.t2__Cnig_chr_II.g6601.t1	4696	6050
II.g6193.t1__Cnig_chr_II.g6603.t1	2831	5031
II.g6194.t1__Cnig_chr_II.g6604.t1	70	104
II.g6195.t1__Cnig_chr_II.g6605.t1	21	42
II.g6196.t1__Cnig_chr_II.g6606.t1	41	313
II.g6197.t1__Cnig_chr_II.g6607.t1	144	176
II.g6198.t1__Cnig_chr_II.g6608.t1	43	374
II.g6199.t2__Cnig_chr_II.g6609.t1	3264	3961
II.g6200.t1__Cnig_chr_II.g6613.t2	123	52
II.g6201.t1__Cnig_chr_II.g6615.t1	1518	2904
II.g6202.t3__Cnig_chr_II.g6616.t1	10076	6022
II.g6203.t2__Cnig_chr_II.g6618.t1	8597	5007
II.g6204.t1__Cnig_chr_II.g6621.t1	21	8
II.g6205.t2__Cnig_chr_II.g6622.t3	87	62
II.g6206.t1__Cnig_chr_II.g6623.t1	37	45
II.g6207.t2__Cnig_chr_II.g6624.t1	4089	3242
II.g6209.t1__Cnig_chr_II.g6627.t1	4051	2478
II.g6210.t1__Cnig_chr_II.g6628.t2	108	50
II.g6211.t1__Cnig_chr_II.g6629.t1	101	21
II.g6212.t1__Cnig_chr_II.g6633.t1	6630	4029
II.g6213.t1__Cnig_chr_II.g6634.t1	1037	794
II.g6214.t1__Cnig_chr_II.g6635.t1	3098	2259
II.g6215.t1__Cnig_chr_II.g6636.t1	1744	1499
II.g6216.t1__Cnig_chr_II.g6637.t1	500	435
II.g6217.t1__Cnig_chr_II.g6638.t1	5238	6222
II.g6219.t1__Cnig_chr_II.g6639.t1	4003	1703
II.g6220.t1__Cnig_chr_II.g6641.t1	127	105
II.g6221.t1__Cnig_chr_II.g6642.t1	162	43
II.g6223.t1__Cnig_chr_II.g6645.t4	5210	2561
II.g6225.t1__Cnig_chr_II.g6647.t1	559	459
II.g6226.t2__Cnig_chr_II.g6651.t1	5295	1754
II.g6229.t1__Cnig_chr_II.g6653.t1	1	0
II.g6230.t2__Cnig_chr_II.g6654.t2	5	6
II.g6231.t1__Cnig_chr_II.g6655.t1	985	215
II.g6233.t1__Cnig_chr_II.g6658.t1	1	0
II.g6234.t1__Cnig_chr_II.g6659.t2	7	1
II.g6235.t1__Cnig_chr_II.g6660.t2	10	3
II.g6238.t2__Cnig_chr_II.g6667.t2	1559	721
II.g6241.t1__Cnig_chr_II.g6668.t1	773	550
II.g6242.t1__Cnig_chr_II.g6669.t1	7698	4193
II.g6243.t1__Cnig_chr_II.g6670.t1	3673	1147
II.g6244.t1__Cnig_chr_II.g6671.t1	836	412
II.g6245.t1__Cnig_chr_II.g6672.t2	3398	1837
II.g6247.t2__Cnig_chr_II.g6673.t1	672	1164
II.g6248.t1__Cnig_chr_II.g6674.t1	588	232
II.g6249.t1__Cnig_chr_II.g6675.t3	3069	1657
II.g6250.t1__Cnig_chr_II.g6676.t1	3431	3761
II.g6251.t3__Cnig_chr_II.g6677.t2	3	0
II.g6252.t1__Cnig_chr_II.g6678.t1	3991	3341
II.g6253.t1__Cnig_chr_II.g6679.t2	7	2
II.g6254.t2__Cnig_chr_II.g6680.t1	8	2
II.g6256.t1__Cnig_chr_II.g6681.t1	191	150
II.g6257.t1__Cnig_chr_II.g6682.t1	7829	1386
II.g6259.t1__Cnig_chr_II.g6684.t1	4991	3053
II.g6260.t1__Cnig_chr_II.g6685.t1	48	89
II.g6261.t1__Cnig_chr_II.g6689.t1	2357	2893
II.g6262.t1__Cnig_chr_II.g6690.t4	5151	4441
II.g6264.t1__Cnig_chr_II.g6691.t1	4132	4778
II.g6265.t1__Cnig_chr_II.g6692.t1	1623	1043
II.g6266.t1__Cnig_chr_II.g6693.t1	1583	2151
II.g6267.t2__Cnig_chr_II.g6695.t1	2017	398
II.g6268.t1__Cnig_chr_II.g6696.t1	499	685
II.g6269.t2__Cnig_chr_II.g6697.t2	2533	3856
II.g6270.t1__Cnig_chr_II.g6698.t2	1485	2023
II.g6271.t1__Cnig_chr_II.g6699.t1	3380	4267
II.g6276.t1__Cnig_chr_II.g6702.t1	19	7
II.g6277.t1__Cnig_chr_II.g6703.t1	2176	579
II.g6278.t1__Cnig_chr_II.g6704.t1	2510	1495
II.g6279.t1__Cnig_chr_II.g6705.t1	4035	2515
II.g6280.t1__Cnig_chr_II.g6706.t1	11905	6348
II.g6282.t1__Cnig_chr_II.g6708.t1	4	3
II.g6284.t2__Cnig_chr_II.g6709.t2	3609	676
II.g6285.t1__Cnig_chr_II.g6710.t1	439	270
II.g6286.t2__Cnig_chr_II.g6712.t1	43	24
II.g6287.t1__Cnig_chr_II.g6713.t1	664	412
II.g6288.t2__Cnig_chr_II.g6714.t1	33	10
II.g6289.t1__Cnig_chr_II.g6715.t1	11682	4622
II.g6290.t1__Cnig_chr_II.g6716.t1	2876	910
II.g6291.t1__Cnig_chr_II.g6717.t1	330	204
II.g6295.t1__Cnig_chr_II.g6720.t1	1	0
II.g6296.t2__Cnig_chr_II.g6721.t2	0	0
II.g6298.t1__Cnig_chr_II.g6722.t1	22	68
II.g6299.t1__Cnig_chr_II.g6723.t1	34	117
II.g6301.t1__Cnig_chr_II.g6726.t1	22	103
II.g6303.t1__Cnig_chr_II.g6728.t1	1	2
II.g6304.t2__Cnig_chr_II.g6729.t1	6846	4625
II.g6305.t1__Cnig_chr_II.g6730.t1	62	87
II.g6306.t1__Cnig_chr_II.g6731.t1	3	1
II.g6307.t1__Cnig_chr_II.g6732.t1	1	2
II.g6308.t1__Cnig_chr_II.g6733.t1	15	30
II.g6309.t1__Cnig_chr_II.g6734.t1	1	0
II.g6312.t2__Cnig_chr_II.g6736.t1	223	209
II.g6313.t2__Cnig_chr_II.g6737.t1	5	0
II.g6314.t1__Cnig_chr_II.g6738.t1	0	3
II.g6315.t1__Cnig_chr_II.g6739.t2	941	846
II.g6317.t1__Cnig_chr_II.g6740.t1	1048	1298
II.g6318.t1__Cnig_chr_II.g6741.t1	3043	3542
II.g6319.t1__Cnig_chr_II.g6742.t1	27	46
II.g6320.t1__Cnig_chr_II.g6743.t1	7019	9263
II.g6322.t1__Cnig_chr_II.g6744.t1	4285	7487
II.g6324.t1__Cnig_chr_II.g6745.t1	0	4
II.g6327.t1__Cnig_chr_II.g6748.t1	0	0
II.g6328.t1__Cnig_chr_II.g6749.t1	5	3
II.g6329.t1__Cnig_chr_II.g6750.t1	144	235
II.g6330.t1__Cnig_chr_II.g6751.t1	30	44
II.g6331.t1__Cnig_chr_II.g6753.t1	36	7639
II.g6332.t2__Cnig_chr_II.g6754.t2	1132	940
II.g6335.t1__Cnig_chr_II.g6789.t1	13978	22842
II.g6336.t1__Cnig_chr_II.g6791.t1	5927	3577
II.g6338.t1__Cnig_chr_II.g6800.t1	1	1
II.g6339.t1__Cnig_chr_II.g6803.t2	46	18
II.g6340.t1__Cnig_chr_II.g6804.t1	1	0
II.g6343.t1__Cnig_chr_II.g6805.t3	7014	4327
II.g6344.t1__Cnig_chr_II.g6806.t1	369	1847
II.g6345.t3__Cnig_chr_II.g6908.t1	1015	1019
II.g6347.t1__Cnig_chr_II.g6811.t1	29	30
II.g6348.t1__Cnig_chr_II.g6812.t2	4	6
II.g6349.t1__Cnig_chr_II.g6813.t1	25	27
II.g6350.t1__Cnig_chr_II.g6814.t1	1777	2518
II.g6351.t1__Cnig_chr_II.g6815.t2	4453	2847
II.g6352.t3__Cnig_chr_II.g6816.t3	10991	5533
II.g6356.t2__Cnig_chr_II.g6820.t1	18	19
II.g6357.t1__Cnig_chr_II.g6821.t1	38	17
II.g6358.t1__Cnig_chr_II.g6822.t1	0	1
II.g6360.t1__Cnig_chr_II.g6824.t1	5678	3084
II.g6361.t1__Cnig_chr_II.g6825.t1	4419	3072
II.g6362.t1__Cnig_chr_II.g6826.t1	2482	1707
II.g6363.t2__Cnig_chr_II.g6827.t1	12	4
II.g6364.t1__Cnig_chr_II.g6829.t1	4	1
II.g6365.t2__Cnig_chr_II.g6831.t3	77	49
II.g6367.t1__Cnig_chr_II.g6833.t2	5	1
II.g6369.t1__Cnig_chr_II.g6835.t1	77	40
II.g6370.t2__Cnig_chr_II.g6836.t1	23	23
II.g6371.t1__Cnig_chr_II.g6839.t1	20	25
II.g6372.t1__Cnig_chr_II.g6840.t1	5019	3409
II.g6373.t3__Cnig_chr_II.g6841.t1	2363	2186
II.g6374.t1__Cnig_chr_II.g6842.t1	4727	5685
II.g6375.t1__Cnig_chr_II.g6843.t1	27641	29197
II.g6376.t1__Cnig_chr_II.g6844.t1	5084	4736
II.g6377.t1__Cnig_chr_II.g6845.t1	6289	6368
II.g6380.t2__Cnig_chr_II.g6853.t3	1	17
II.g6381.t1__Cnig_chr_II.g6852.t1	2777	9519
II.g6382.t1__Cnig_chr_II.g6851.t1	465	743
II.g6383.t1__Cnig_chr_II.g6850.t1	1141	1566
II.g6384.t1__Cnig_chr_II.g6849.t1	1248	1511
II.g6386.t2__Cnig_chr_II.g6847.t1	831	925
II.g6387.t1__Cnig_chr_II.g6856.t1	314	876
II.g6388.t1__Cnig_chr_II.g6863.t2	20	15
II.g6389.t1__Cnig_chr_II.g6862.t3	11262	5417
II.g6390.t1__Cnig_chr_II.g6861.t1	33	85
II.g6392.t1__Cnig_chr_II.g6867.t1	2366	2849
II.g6393.t1__Cnig_chr_II.g6868.t2	46	3
II.g6394.t1__Cnig_chr_II.g6869.t2	22678	15783
II.g6395.t1__Cnig_chr_II.g6870.t1	8033	6189
II.g6396.t1__Cnig_chr_II.g6871.t1	3544	2327
II.g6397.t1__Cnig_chr_II.g6872.t1	639	1220
II.g6398.t1__Cnig_chr_II.g6873.t2	6	1
II.g6399.t1__Cnig_chr_II.g6874.t1	16	29
II.g6400.t2__Cnig_chr_II.g6876.t1	6306	8591
II.g6401.t1__Cnig_chr_II.g6877.t1	668	189
II.g6402.t1__Cnig_chr_II.g6878.t1	2057	1685
II.g6403.t1__Cnig_chr_II.g6879.t1	2336	1714
II.g6405.t3__Cnig_chr_II.g6881.t1	213	148
II.g6406.t2__Cnig_chr_II.g6882.t1	275	224
II.g6407.t1__Cnig_chr_II.g6883.t1	1344	1015
II.g6408.t3__Cnig_chr_II.g6884.t1	4	2
II.g6409.t3__Cnig_chr_II.g6885.t2	84	58
II.g6410.t1__Cnig_chr_II.g6886.t1	45	60
II.g6419.t1__Cnig_chr_II.g6898.t1	598	213
II.g6420.t1__Cnig_chr_II.g6899.t1	909	1435
II.g6421.t2__Cnig_chr_II.g6913.t1	0	0
II.g6422.t1__Cnig_chr_II.g6914.t1	0	0
II.g6423.t2__Cnig_chr_II.g6927.t2	1	1
II.g6424.t1__Cnig_chr_II.g6956.t1	3	0
II.g6425.t2__Cnig_chr_II.g6926.t1	0	0
II.g6428.t3__Cnig_chr_II.g6924.t2	1434	302
II.g6429.t2__Cnig_chr_II.g6923.t3	4	0
II.g6430.t1__Cnig_chr_II.g6922.t1	0	0
II.g6431.t3__Cnig_chr_II.g6921.t2	1	0
II.g6433.t1__Cnig_chr_II.g6930.t1	3902	7935
II.g6434.t1__Cnig_chr_II.g6931.t1	7875	2877
II.g6435.t2__Cnig_chr_II.g6932.t1	1	12
II.g6436.t1__Cnig_chr_II.g6934.t1	6	8
II.g6441.t2__Cnig_chr_II.g6944.t3	0	0
II.g6443.t1__Cnig_chr_II.g6945.t1	11	4
II.g6444.t1__Cnig_chr_II.g6946.t1	130	199
II.g6446.t1__Cnig_chr_II.g6948.t1	3	0
II.g6450.t1__Cnig_chr_II.g6755.t2	1973	3339
II.g6452.t1__Cnig_chr_II.g6756.t1	2404	3762
II.g6453.t1__Cnig_chr_II.g6757.t1	200	311
II.g6454.t1__Cnig_chr_II.g6758.t1	2117	3104
II.g6455.t2__Cnig_chr_II.g6761.t1	12	5
II.g6456.t1__Cnig_chr_II.g6762.t1	4645	6416
II.g6457.t1__Cnig_chr_II.g6763.t1	19	30
II.g6459.t2__Cnig_chr_II.g6764.t1	5	26
II.g6460.t2__Cnig_chr_II.g6766.t1	15	20
II.g6462.t2__Cnig_chr_II.g6767.t1	3976	3666
II.g6463.t3__Cnig_chr_II.g6768.t1	3883	4082
II.g6469.t1__Cnig_chr_II.g6775.t1	4667	3374
II.g6471.t1__Cnig_chr_II.g6777.t1	2964	4180
II.g6472.t1__Cnig_chr_II.g6778.t1	1329	1017
II.g6473.t2__Cnig_chr_II.g6779.t1	26	16
II.g6474.t1__Cnig_chr_II.g6780.t2	3	2
II.g6475.t1__Cnig_chr_II.g6781.t2	32	7
II.g6476.t1__Cnig_chr_II.g6782.t1	1512	1579
II.g6477.t1__Cnig_chr_II.g6783.t1	1637	1695
II.g6478.t2__Cnig_chr_II.g6784.t1	4859	5923
II.g6479.t3__Cnig_chr_II.g6786.t2	8680	5192
II.g6480.t1__Cnig_chr_II.g6787.t1	1362	2118
II.g6484.t1__Cnig_chr_II.g6864.t1	0	1
II.g6499.t1__Cnig_chr_II.g7071.t1	105	1914
II.g6545.t1__Cnig_chr_II.g6958.t3	13	17
II.g6547.t1__Cnig_chr_II.g6959.t2	0	0
II.g6548.t1__Cnig_chr_II.g6961.t1	0	0
II.g6551.t1__Cnig_chr_II.g6965.t2	1359	587
II.g6555.t1__Cnig_chr_II.g6967.t4	341	125
II.g6557.t1__Cnig_chr_II.g6968.t1	4	15
II.g6558.t1__Cnig_chr_II.g6971.t3	0	1
II.g6559.t1__Cnig_chr_II.g6975.t1	2642	2540
II.g6561.t1__Cnig_chr_II.g6981.t1	11	8
II.g6562.t1__Cnig_chr_II.g6982.t1	58	261
II.g6563.t1__Cnig_chr_II.g6983.t1	6	5
II.g6564.t1__Cnig_chr_II.g6984.t1	11	0
II.g6565.t1__Cnig_chr_II.g6985.t2	6	3
II.g6566.t1__Cnig_chr_II.g6986.t1	315	210
II.g6567.t1__Cnig_chr_II.g6987.t1	128	25
II.g6568.t1__Cnig_chr_II.g6988.t2	28	2
II.g6569.t3__Cnig_chr_II.g6990.t2	625	268
II.g6570.t1__Cnig_chr_II.g7009.t1	1	1
II.g6571.t1__Cnig_chr_II.g7010.t1	1	3
II.g6577.t1__Cnig_chr_II.g7017.t2	103	38
II.g6578.t1__Cnig_chr_II.g7019.t1	14	11
II.g6579.t1__Cnig_chr_II.g7049.t1	1	0
II.g6580.t3__Cnig_chr_II.g7021.t3	4	0
II.g6584.t1__Cnig_chr_II.g7022.t2	1136	1728
II.g6585.t1__Cnig_chr_II.g7024.t1	17	11
II.g6586.t1__Cnig_chr_II.g7025.t1	11	0
II.g6587.t1__Cnig_chr_II.g7026.t1	3	0
II.g6595.t2__Cnig_chr_II.g7047.t1	246	114
II.g6598.t1__Cnig_chr_II.g6648.t1	73	191
II.g6606.t1__Cnig_chr_II.g7095.t3	76	52
II.g6608.t1__Cnig_chr_II.g7098.t1	3	5
II.g6611.t1__Cnig_chr_II.g7101.t1	1745	5288
II.g6615.t2__Cnig_chr_II.g7103.t3	1696	2299
II.g6616.t1__Cnig_chr_II.g7104.t1	620	1210
II.g6618.t1__Cnig_chr_II.g7107.t2	184	2450
II.g6620.t1__Cnig_chr_II.g7116.t2	174	1660
II.g6621.t1__Cnig_chr_II.g7118.t1	95	62
II.g6622.t1__Cnig_chr_II.g7122.t2	4	3
II.g6624.t3__Cnig_chr_II.g7125.t1	1271	949
II.g6635.t1__Cnig_chr_II.g7149.t1	140	392
II.g6639.t1__Cnig_chr_II.g7151.t1	8	123
II.g6641.t2__Cnig_chr_II.g7153.t3	1	0
II.g6649.t1__Cnig_chr_II.g7159.t2	2357	1800
II.g6654.t1__Cnig_chr_II.g7191.t2	0	0
II.g6656.t1__Cnig_chr_II.g7190.t1	0	2
II.g6657.t1__Cnig_chr_II.g7189.t3	0	1
II.g6658.t1__Cnig_chr_II.g7188.t1	7	17
II.g6660.t1__Cnig_chr_II.g7185.t1	2	4
II.g6662.t1__Cnig_chr_II.g7181.t3	0	0
II.g6664.t2__Cnig_chr_II.g7172.t1	4570	1750
II.g6673.t2__Cnig_chr_II.g7192.t2	4	3
II.g6676.t1__Cnig_chr_II.g7194.t2	0	5
II.g6679.t1__Cnig_chr_II.g7203.t1	2874	1661
II.g6685.t1__Cnig_chr_II.g7206.t1	1	2
II.g6686.t1__Cnig_chr_II.g7207.t1	761	820
II.g6688.t1__Cnig_chr_II.g7214.t2	0	3
II.g6689.t1__Cnig_chr_II.g7215.t1	1	0
II.g6692.t1__Cnig_chr_II.g7219.t1	45	20
II.g6693.t1__Cnig_chr_II.g7220.t1	372	260
II.g6697.t2__Cnig_chr_II.g7229.t1	202	62
II.g6698.t1__Cnig_chr_II.g7233.t1	0	6
II.g6699.t3__Cnig_chr_II.g7234.t2	0	3
II.g6701.t3__Cnig_chr_II.g7235.t1	4	2
II.g6702.t2__Cnig_chr_II.g7236.t1	2	2
II.g6703.t1__Cnig_chr_II.g7237.t1	0	5
II.g6705.t2__Cnig_chr_II.g7242.t1	1998	1651
II.g6707.t1__Cnig_chr_II.g7240.t1	105	99
II.g6708.t3__Cnig_chr_II.g7239.t2	2649	2006
II.g6710.t2__Cnig_chr_II.g7247.t1	1	0
II.g6711.t1__Cnig_chr_II.g7248.t1	2	0
II.g6713.t1__Cnig_chr_II.g7253.t2	2	0
II.g6714.t2__Cnig_chr_II.g7255.t2	0	0
II.g6715.t1__Cnig_chr_II.g7256.t1	3	0
II.g6716.t1__Cnig_chr_II.g7257.t2	0	0
II.g6717.t1__Cnig_chr_II.g7259.t1	1	0
II.g6718.t1__Cnig_chr_II.g7258.t1	1	0
II.g6719.t2__Cnig_chr_II.g7260.t1	287	85
II.g6720.t1__Cnig_chr_II.g7261.t1	148	165
II.g6721.t1__Cnig_chr_II.g7263.t2	703	1400
II.g6722.t1__Cnig_chr_II.g7264.t1	213	130
II.g6723.t3__Cnig_chr_II.g7265.t1	4177	2983
II.g6724.t1__Cnig_chr_II.g7266.t2	25	0
II.g6725.t1__Cnig_chr_II.g7267.t1	0	0
II.g6726.t2__Cnig_chr_II.g7268.t1	17	5
II.g6727.t1__Cnig_chr_II.g7272.t1	103	483
II.g6730.t1__Cnig_chr_II.g7274.t1	37	5
II.g6731.t2__Cnig_chr_II.g7275.t1	3	1
II.g6738.t1__Cnig_chr_II.g7281.t1	17	17
II.g6739.t3__Cnig_chr_II.g7282.t4	27	44
II.g6740.t1__Cnig_chr_II.g7283.t3	20	23
II.g6741.t1__Cnig_chr_II.g7284.t1	18	27
II.g6742.t1__Cnig_chr_II.g7285.t1	22	7
II.g6743.t2__Cnig_chr_II.g7287.t3	1	0
II.g6744.t1__Cnig_chr_II.g7289.t1	0	0
II.g6752.t1__Cnig_chr_II.g7300.t1	2	0
II.g6754.t1__Cnig_chr_II.g7302.t1	2823	2706
II.g6758.t2__Cnig_chr_II.g7307.t1	0	2
II.g6759.t1__Cnig_chr_II.g7308.t1	0	5
II.g6763.t1__Cnig_chr_II.g7310.t1	732	561
II.g6766.t2__Cnig_chr_II.g7312.t1	0	4
II.g6767.t3__Cnig_chr_II.g7313.t3	6	18
II.g6768.t1__Cnig_chr_II.g7316.t1	3162	5031
II.g6770.t1__Cnig_chr_II.g7323.t2	5	7
II.g6776.t2__Cnig_chr_II.g7333.t1	0	0
II.g6777.t2__Cnig_chr_II.g7332.t1	0	1
II.g6778.t1__Cnig_chr_II.g7335.t2	0	0
II.g6780.t1__Cnig_chr_II.g7337.t1	0	1
II.g6784.t1__Cnig_chr_II.g7342.t1	18	0
II.g6793.t2__Cnig_chr_II.g7356.t1	331	380
II.g6794.t2__Cnig_chr_II.g7357.t2	251	2014
II.g6801.t1__Cnig_chr_II.g7367.t1	2	22
II.g6807.t2__Cnig_chr_II.g7373.t2	1	0
II.g6814.t1__Cnig_chr_II.g7383.t1	0	0
II.g6816.t1__Cnig_chr_II.g7385.t1	0	0
II.g6819.t2__Cnig_chr_II.g7390.t2	1	0
II.g6820.t2__Cnig_chr_II.g7392.t1	0	0
II.g6822.t3__Cnig_chr_II.g7394.t1	2	10
