gene_id	HM2_Cbr	HM2_Cni
II.g5450.t3__Cnig_chr_II.g5805.t1	853	784
II.g5451.t1__Cnig_chr_II.g5807.t1	951	1092
II.g5452.t1__Cnig_chr_II.g5808.t2	123	129
II.g5453.t1__Cnig_chr_II.g5809.t1	99	59
II.g5454.t3__Cnig_chr_II.g5810.t1	1745	776
II.g5456.t3__Cnig_chr_II.g5811.t1	21204	18996
II.g5457.t3__Cnig_chr_II.g5812.t3	855	713
II.g5458.t1__Cnig_chr_II.g5814.t1	1401	1070
II.g5459.t2__Cnig_chr_II.g5815.t1	13702	15245
II.g5460.t1__Cnig_chr_II.g5816.t1	232	222
II.g5461.t1__Cnig_chr_II.g5817.t1	626	673
II.g5462.t2__Cnig_chr_II.g5818.t1	154	135
II.g5463.t3__Cnig_chr_II.g5819.t1	4702	2793
II.g5464.t1__Cnig_chr_II.g5820.t3	2992	1169
II.g5466.t1__Cnig_chr_II.g5822.t1	91	45
II.g5467.t1__Cnig_chr_II.g5823.t1	6118	3288
II.g5468.t3__Cnig_chr_II.g5824.t2	877	593
II.g5469.t1__Cnig_chr_II.g5825.t1	153	14
II.g5470.t1__Cnig_chr_II.g5826.t1	72	32
II.g5471.t1__Cnig_chr_II.g5827.t2	617	623
II.g5472.t1__Cnig_chr_II.g5828.t1	3530	4613
II.g5473.t1__Cnig_chr_II.g5829.t1	302	127
II.g5474.t1__Cnig_chr_II.g5830.t1	3151	1954
II.g5475.t1__Cnig_chr_II.g5831.t1	1911	1484
II.g5476.t1__Cnig_chr_II.g5832.t1	124	28
II.g5477.t1__Cnig_chr_II.g5833.t1	14	5
II.g5478.t1__Cnig_chr_II.g5834.t1	21	4
II.g5479.t2__Cnig_chr_II.g5836.t1	153	30
II.g5480.t1__Cnig_chr_II.g5838.t1	884	295
II.g5482.t2__Cnig_chr_II.g5840.t2	3738	1633
II.g5483.t1__Cnig_chr_II.g5841.t1	1539	433
II.g5485.t1__Cnig_chr_II.g5844.t1	3	0
II.g5486.t1__Cnig_chr_II.g5845.t1	71	31
II.g5487.t1__Cnig_chr_II.g5846.t2	360	279
II.g5488.t1__Cnig_chr_II.g5847.t2	1096	893
II.g5489.t1__Cnig_chr_II.g5848.t1	2163	705
II.g5490.t1__Cnig_chr_II.g5849.t2	407	136
II.g5491.t1__Cnig_chr_II.g5850.t3	187	41
II.g5492.t1__Cnig_chr_II.g5851.t1	4553	4552
II.g5493.t1__Cnig_chr_II.g5852.t1	704	517
II.g5494.t1__Cnig_chr_II.g5853.t1	829	770
II.g5495.t1__Cnig_chr_II.g5854.t1	440	118
II.g5497.t2__Cnig_chr_II.g5855.t1	424	280
II.g5498.t2__Cnig_chr_II.g5856.t2	13	3
II.g5506.t1__Cnig_chr_II.g5857.t1	99	40
II.g5507.t1__Cnig_chr_II.g5858.t2	23	3
II.g5508.t1__Cnig_chr_II.g5859.t2	614	279
II.g5509.t2__Cnig_chr_II.g5862.t2	103	147
II.g5514.t2__Cnig_chr_II.g5874.t1	114	255
II.g5518.t1__Cnig_chr_II.g5875.t1	5036	6564
II.g5519.t1__Cnig_chr_II.g5877.t1	25	48
II.g5520.t1__Cnig_chr_II.g5878.t1	889	917
II.g5521.t2__Cnig_chr_II.g5879.t2	2315	1578
II.g5522.t3__Cnig_chr_II.g5880.t1	2137	1478
II.g5523.t1__Cnig_chr_II.g5881.t3	896	193
II.g5524.t2__Cnig_chr_II.g5882.t1	336	196
II.g5525.t2__Cnig_chr_II.g5883.t1	588	634
II.g5526.t1__Cnig_chr_II.g5884.t1	572	436
II.g5528.t1__Cnig_chr_II.g5886.t1	925	682
II.g5529.t1__Cnig_chr_II.g5887.t1	969	961
II.g5530.t1__Cnig_chr_II.g5888.t2	688	393
II.g5531.t1__Cnig_chr_II.g5889.t2	1487	1051
II.g5532.t1__Cnig_chr_II.g5890.t1	3	2
II.g5535.t1__Cnig_chr_II.g5891.t1	556	301
II.g5536.t1__Cnig_chr_II.g5892.t1	886	968
II.g5539.t1__Cnig_chr_II.g5895.t1	5	0
II.g5540.t2__Cnig_chr_II.g5896.t1	7151	6019
II.g5541.t1__Cnig_chr_II.g5897.t1	659	781
II.g5542.t1__Cnig_chr_II.g5898.t1	522	844
II.g5543.t3__Cnig_chr_II.g5899.t1	1897	2047
II.g5544.t1__Cnig_chr_II.g5900.t1	31	21
II.g5545.t3__Cnig_chr_II.g5902.t1	1050	1016
II.g5546.t3__Cnig_chr_II.g5903.t1	1199	1061
II.g5547.t1__Cnig_chr_II.g5904.t1	353	320
II.g5548.t2__Cnig_chr_II.g5905.t1	113	83
II.g5549.t1__Cnig_chr_II.g5906.t1	24	18
II.g5550.t1__Cnig_chr_II.g5907.t1	1875	1665
II.g5551.t1__Cnig_chr_II.g5908.t1	959	794
II.g5552.t1__Cnig_chr_II.g5909.t1	1768	1198
II.g5553.t1__Cnig_chr_II.g5910.t1	7301	7557
II.g5554.t1__Cnig_chr_II.g5911.t1	1805	1714
II.g5555.t3__Cnig_chr_II.g5912.t4	225	87
II.g5556.t1__Cnig_chr_II.g5913.t1	546	375
II.g5558.t1__Cnig_chr_II.g5916.t1	48	548
II.g5559.t1__Cnig_chr_II.g5917.t1	4075	3108
II.g5560.t1__Cnig_chr_II.g5918.t1	468	254
II.g5561.t1__Cnig_chr_II.g5919.t1	299	321
II.g5562.t2__Cnig_chr_II.g5920.t2	1578	2120
II.g5563.t1__Cnig_chr_II.g5921.t1	982	823
II.g5564.t1__Cnig_chr_II.g5922.t1	31	10
II.g5565.t1__Cnig_chr_II.g5923.t1	910	210
II.g5566.t3__Cnig_chr_II.g5924.t1	70	8
II.g5567.t1__Cnig_chr_II.g5925.t3	9278	10419
II.g5568.t1__Cnig_chr_II.g5927.t2	1341	778
II.g5569.t1__Cnig_chr_II.g5928.t2	1207	551
II.g5570.t1__Cnig_chr_II.g5931.t1	340	197
II.g5572.t2__Cnig_chr_II.g5933.t2	3113	2355
II.g5573.t2__Cnig_chr_II.g5934.t1	181	97
II.g5574.t1__Cnig_chr_II.g5935.t1	257	303
II.g5575.t1__Cnig_chr_II.g5936.t1	3858	2765
II.g5576.t1__Cnig_chr_II.g5937.t1	1595	1650
II.g5578.t1__Cnig_chr_II.g5939.t1	2217	826
II.g5579.t1__Cnig_chr_II.g5940.t1	1505	1201
II.g5580.t1__Cnig_chr_II.g5941.t2	2759	1337
II.g5581.t1__Cnig_chr_II.g5942.t1	1403	1492
II.g5582.t1__Cnig_chr_II.g5943.t1	44	56
II.g5583.t1__Cnig_chr_II.g5944.t1	23	18
II.g5586.t1__Cnig_chr_II.g5741.t3	10	6
II.g5587.t1__Cnig_chr_II.g5947.t1	223	59
II.g5588.t1__Cnig_chr_II.g5948.t3	51	15
II.g5589.t1__Cnig_chr_II.g5950.t2	3125	994
II.g5591.t2__Cnig_chr_II.g5952.t1	15	7
II.g5592.t1__Cnig_chr_II.g5953.t1	163	88
II.g5593.t1__Cnig_chr_II.g5954.t1	361	320
II.g5594.t1__Cnig_chr_II.g5955.t1	1148	575
II.g5595.t1__Cnig_chr_II.g5956.t1	738	164
II.g5596.t1__Cnig_chr_II.g5957.t1	1401	735
II.g5597.t1__Cnig_chr_II.g5958.t2	9984	11208
II.g5598.t3__Cnig_chr_II.g5959.t1	759	324
II.g5599.t1__Cnig_chr_II.g5960.t1	1431	462
II.g5600.t2__Cnig_chr_II.g5961.t3	60	48
II.g5601.t1__Cnig_chr_II.g5962.t1	1201	132
II.g5602.t1__Cnig_chr_II.g5963.t1	3199	2226
II.g5603.t1__Cnig_chr_II.g5964.t1	332	121
II.g5606.t1__Cnig_chr_II.g5966.t4	3	0
II.g5608.t1__Cnig_chr_II.g5969.t1	1761	395
II.g5610.t1__Cnig_chr_II.g5972.t1	341	281
II.g5611.t1__Cnig_chr_II.g5973.t1	167	95
II.g5612.t1__Cnig_chr_II.g5974.t1	107	88
II.g5613.t1__Cnig_chr_II.g5975.t1	2853	691
II.g5615.t1__Cnig_chr_II.g5977.t1	56	63
II.g5616.t1__Cnig_chr_II.g5978.t1	91	191
II.g5617.t1__Cnig_chr_II.g5979.t2	2619	5685
II.g5619.t1__Cnig_chr_II.g5980.t1	12	4
II.g5620.t1__Cnig_chr_II.g5981.t1	315	256
II.g5621.t1__Cnig_chr_II.g5982.t1	19	2
II.g5622.t1__Cnig_chr_II.g5983.t1	24	8
II.g5623.t1__Cnig_chr_II.g5984.t1	501	346
II.g5624.t2__Cnig_chr_II.g5985.t1	2459	1424
II.g5625.t1__Cnig_chr_II.g5986.t3	21	4
II.g5626.t1__Cnig_chr_II.g5987.t3	174	183
II.g5627.t1__Cnig_chr_II.g5988.t1	16	2
II.g5631.t1__Cnig_chr_II.g5992.t1	900	306
II.g5633.t1__Cnig_chr_II.g5993.t1	385	129
II.g5634.t1__Cnig_chr_II.g5994.t1	618	164
II.g5635.t1__Cnig_chr_II.g5995.t1	2758	512
II.g5636.t1__Cnig_chr_II.g5996.t1	236	200
II.g5637.t1__Cnig_chr_II.g5997.t2	254	160
II.g5638.t1__Cnig_chr_II.g5998.t1	0	2
II.g5639.t1__Cnig_chr_II.g5999.t2	0	0
II.g5640.t1__Cnig_chr_II.g6000.t1	0	0
II.g5641.t1__Cnig_chr_II.g6001.t1	51	15
II.g5643.t1__Cnig_chr_II.g6004.t1	413	587
II.g5644.t1__Cnig_chr_II.g6005.t1	355	255
II.g5645.t2__Cnig_chr_II.g6006.t1	604	132
II.g5646.t2__Cnig_chr_II.g6007.t1	254	230
II.g5648.t1__Cnig_chr_II.g6011.t3	8255	5958
II.g5649.t1__Cnig_chr_II.g6012.t1	122	40
II.g5650.t1__Cnig_chr_II.g6013.t1	220	86
II.g5651.t1__Cnig_chr_II.g6014.t1	71	2
II.g5652.t1__Cnig_chr_II.g6015.t1	40	7
II.g5653.t1__Cnig_chr_II.g6016.t1	521	445
II.g5654.t1__Cnig_chr_II.g6017.t1	1418	877
II.g5655.t1__Cnig_chr_II.g6018.t2	205	64
II.g5656.t1__Cnig_chr_II.g6019.t1	444	99
II.g5657.t1__Cnig_chr_II.g6020.t1	36	1
II.g5658.t1__Cnig_chr_II.g6021.t1	672	313
II.g5661.t1__Cnig_chr_II.g6024.t1	9	2
II.g5662.t1__Cnig_chr_II.g6025.t1	609	314
II.g5664.t3__Cnig_chr_II.g6026.t3	1077	397
II.g5667.t2__Cnig_chr_II.g6029.t1	1872	1142
II.g5668.t2__Cnig_chr_II.g6028.t1	221	275
II.g5669.t1__Cnig_chr_II.g6030.t1	82	17
II.g5670.t1__Cnig_chr_II.g6031.t1	28	5
II.g5671.t1__Cnig_chr_II.g6032.t1	6614	5360
II.g5672.t1__Cnig_chr_II.g6033.t3	2447	930
II.g5673.t1__Cnig_chr_II.g6034.t1	97	60
II.g5674.t1__Cnig_chr_II.g6035.t2	794	614
II.g5675.t1__Cnig_chr_II.g6036.t1	1014	1416
II.g5676.t1__Cnig_chr_II.g6037.t1	1633	1719
II.g5678.t3__Cnig_chr_II.g6038.t2	260	287
II.g5679.t1__Cnig_chr_II.g6043.t1	523	450
II.g5681.t1__Cnig_chr_II.g6044.t1	228	108
II.g5683.t1__Cnig_chr_II.g6046.t1	2204	1347
II.g5684.t1__Cnig_chr_II.g6047.t1	1001	417
II.g5685.t1__Cnig_chr_II.g6048.t1	1120	534
II.g5686.t1__Cnig_chr_II.g6049.t1	18	7
II.g5687.t2__Cnig_chr_II.g6050.t1	817	546
II.g5688.t1__Cnig_chr_II.g6052.t1	4275	2962
II.g5689.t1__Cnig_chr_II.g6053.t1	53	17
II.g5690.t1__Cnig_chr_II.g6056.t1	18	3
II.g5694.t1__Cnig_chr_II.g6058.t3	10	6
II.g5695.t2__Cnig_chr_II.g6059.t1	1067	506
II.g5698.t1__Cnig_chr_II.g6061.t1	2281	1387
II.g5699.t1__Cnig_chr_II.g6062.t1	529	773
II.g5700.t1__Cnig_chr_II.g6063.t1	60	20
II.g5702.t1__Cnig_chr_II.g6064.t2	433	911
II.g5703.t1__Cnig_chr_II.g6069.t2	211	111
II.g5711.t1__Cnig_chr_II.g6073.t1	478	264
II.g5712.t3__Cnig_chr_II.g6075.t1	1983	1171
II.g5713.t1__Cnig_chr_II.g6076.t1	277	310
II.g5715.t3__Cnig_chr_II.g6077.t2	925	348
II.g5716.t1__Cnig_chr_II.g6079.t2	104	16
II.g5717.t1__Cnig_chr_II.g6080.t2	196	126
II.g5719.t1__Cnig_chr_II.g6085.t1	1	5
II.g5720.t2__Cnig_chr_II.g6086.t1	179	747
II.g5721.t1__Cnig_chr_II.g6087.t1	8945	3596
II.g5722.t1__Cnig_chr_II.g6088.t1	766	728
II.g5723.t1__Cnig_chr_II.g6089.t3	852	582
II.g5725.t1__Cnig_chr_II.g6090.t1	548	279
II.g5726.t3__Cnig_chr_II.g6092.t1	213	6
II.g5727.t1__Cnig_chr_II.g6093.t1	8	15
II.g5728.t1__Cnig_chr_II.g6094.t1	56	9
II.g5729.t1__Cnig_chr_II.g6095.t1	693	425
II.g5730.t1__Cnig_chr_II.g6096.t1	2660	1058
II.g5731.t1__Cnig_chr_II.g6097.t1	63	19
II.g5732.t1__Cnig_chr_II.g6098.t2	362	167
II.g5735.t1__Cnig_chr_II.g6101.t2	368	122
II.g5736.t1__Cnig_chr_II.g6102.t1	10	3
II.g5738.t1__Cnig_chr_II.g6103.t1	209	78
II.g5739.t1__Cnig_chr_II.g6104.t1	425	278
II.g5740.t1__Cnig_chr_II.g6105.t1	372	346
II.g5741.t1__Cnig_chr_II.g6106.t2	1031	405
II.g5743.t2__Cnig_chr_II.g6108.t1	1811	1537
II.g5744.t2__Cnig_chr_II.g6109.t1	342	264
II.g5745.t1__Cnig_chr_II.g6110.t1	1	0
II.g5746.t1__Cnig_chr_II.g6111.t1	83	15
II.g5747.t1__Cnig_chr_II.g6112.t1	166	475
II.g5749.t1__Cnig_chr_II.g6113.t1	211	148
II.g5750.t1__Cnig_chr_II.g6114.t2	463	303
II.g5751.t3__Cnig_chr_II.g6117.t1	8	13
II.g5752.t2__Cnig_chr_II.g6118.t2	337	258
II.g5753.t1__Cnig_chr_II.g6128.t1	1021	704
II.g5754.t1__Cnig_chr_II.g6126.t2	40	47
II.g5755.t1__Cnig_chr_II.g6127.t1	472	335
II.g5758.t1__Cnig_chr_II.g6130.t1	494	482
II.g5759.t2__Cnig_chr_II.g6131.t1	331	150
II.g5760.t1__Cnig_chr_II.g6132.t1	256	383
II.g5761.t1__Cnig_chr_II.g6133.t1	94	74
II.g5762.t1__Cnig_chr_II.g6136.t1	6	3
II.g5765.t1__Cnig_chr_II.g6138.t1	2475	2203
II.g5766.t3__Cnig_chr_II.g6139.t1	629	563
II.g5767.t1__Cnig_chr_II.g6140.t1	3600	3403
II.g5768.t1__Cnig_chr_II.g6141.t2	465	243
II.g5769.t1__Cnig_chr_II.g6142.t1	628	256
II.g5770.t1__Cnig_chr_II.g6143.t3	1327	1160
II.g5771.t2__Cnig_chr_II.g6144.t3	963	636
II.g5772.t1__Cnig_chr_II.g6145.t1	10177	9405
II.g5773.t2__Cnig_chr_II.g6147.t1	3786	7687
II.g5774.t1__Cnig_chr_II.g6148.t1	590	369
II.g5775.t1__Cnig_chr_II.g6149.t1	78	87
II.g5776.t1__Cnig_chr_II.g6150.t1	665	675
II.g5777.t1__Cnig_chr_II.g6151.t1	939	690
II.g5778.t1__Cnig_chr_II.g6152.t1	518	615
II.g5779.t1__Cnig_chr_II.g6153.t1	830	757
II.g5781.t1__Cnig_chr_II.g6154.t1	863	2079
II.g5782.t1__Cnig_chr_II.g6155.t1	144	81
II.g5783.t1__Cnig_chr_II.g6156.t1	26	12
II.g5784.t1__Cnig_chr_II.g6157.t1	1764	1842
II.g5785.t1__Cnig_chr_II.g6158.t1	31	27
II.g5787.t1__Cnig_chr_II.g6159.t3	1938	2654
II.g5789.t1__Cnig_chr_II.g6160.t3	42	24
II.g5790.t1__Cnig_chr_II.g6163.t1	147	170
II.g5791.t3__Cnig_chr_II.g6164.t2	197	86
II.g5792.t1__Cnig_chr_II.g6165.t2	883	649
II.g5793.t1__Cnig_chr_II.g6166.t1	433	662
II.g5795.t1__Cnig_chr_II.g6167.t1	64	47
II.g5796.t1__Cnig_chr_II.g6168.t1	65	61
II.g5797.t1__Cnig_chr_II.g6169.t1	73	70
II.g5798.t1__Cnig_chr_II.g6175.t1	426	366
II.g5799.t1__Cnig_chr_II.g6176.t1	65	40
II.g5800.t1__Cnig_chr_II.g6177.t1	3080	3100
II.g5801.t1__Cnig_chr_II.g6178.t1	4425	3243
II.g5802.t2__Cnig_chr_II.g6179.t1	355	211
II.g5803.t1__Cnig_chr_II.g6180.t1	353	29
II.g5804.t3__Cnig_chr_II.g6183.t4	3601	331
II.g5805.t1__Cnig_chr_II.g6182.t1	52	36
II.g5806.t1__Cnig_chr_II.g6185.t2	57	57
II.g5807.t1__Cnig_chr_II.g6186.t1	27	19
II.g5808.t1__Cnig_chr_II.g6187.t3	5	7
II.g5809.t1__Cnig_chr_II.g6189.t1	169	175
II.g5810.t1__Cnig_chr_II.g6190.t1	6	0
II.g5811.t1__Cnig_chr_II.g6191.t1	219	126
II.g5812.t1__Cnig_chr_II.g6192.t2	892	447
II.g5813.t1__Cnig_chr_II.g6193.t1	1174	315
II.g5814.t1__Cnig_chr_II.g6194.t2	809	695
II.g5815.t3__Cnig_chr_II.g6195.t2	1479	1006
II.g5816.t3__Cnig_chr_II.g6196.t1	645	427
II.g5817.t1__Cnig_chr_II.g6197.t1	1352	805
II.g5818.t1__Cnig_chr_II.g6198.t1	98	58
II.g5819.t1__Cnig_chr_II.g6199.t1	23	11
II.g5820.t1__Cnig_chr_II.g6200.t1	37	15
II.g5821.t1__Cnig_chr_II.g6201.t3	57	54
II.g5823.t1__Cnig_chr_II.g6202.t2	33	106
II.g5824.t1__Cnig_chr_II.g6203.t2	1827	1683
II.g5825.t1__Cnig_chr_II.g6205.t1	137	191
II.g5827.t1__Cnig_chr_II.g6207.t1	879	655
II.g5828.t1__Cnig_chr_II.g6208.t1	3004	1927
II.g5829.t2__Cnig_chr_II.g6209.t1	224	159
II.g5830.t5__Cnig_chr_II.g6212.t1	699	580
II.g5832.t1__Cnig_chr_II.g6213.t2	3671	1436
II.g5833.t2__Cnig_chr_II.g6214.t1	3	18
II.g5835.t1__Cnig_chr_II.g6216.t1	3115	1904
II.g5836.t1__Cnig_chr_II.g6217.t1	1327	865
II.g5837.t1__Cnig_chr_II.g6218.t1	520	439
II.g5838.t1__Cnig_chr_II.g6219.t1	315	111
II.g5839.t1__Cnig_chr_II.g6220.t1	7	12
II.g5840.t2__Cnig_chr_II.g6221.t1	61	53
II.g5841.t1__Cnig_chr_II.g6222.t1	1423	338
II.g5842.t1__Cnig_chr_II.g6223.t1	49	7
II.g5843.t1__Cnig_chr_II.g6224.t2	885	372
II.g5844.t1__Cnig_chr_II.g6225.t1	21	29
II.g5845.t1__Cnig_chr_II.g6226.t1	95	73
II.g5846.t1__Cnig_chr_II.g6227.t1	0	4
II.g5847.t1__Cnig_chr_II.g6228.t1	5	10
II.g5848.t1__Cnig_chr_II.g6229.t1	1	0
II.g5849.t2__Cnig_chr_II.g6231.t1	47	46
II.g5850.t2__Cnig_chr_II.g6232.t1	14	13
II.g5851.t1__Cnig_chr_II.g6233.t1	130	147
II.g5852.t4__Cnig_chr_II.g6234.t1	5104	3247
II.g5853.t1__Cnig_chr_II.g6235.t1	108	110
II.g5855.t1__Cnig_chr_II.g6238.t1	0	0
II.g5856.t1__Cnig_chr_II.g6239.t1	1008	1021
II.g5857.t2__Cnig_chr_II.g6240.t1	1303	594
II.g5858.t1__Cnig_chr_II.g6241.t1	596	465
II.g5859.t1__Cnig_chr_II.g6242.t1	1958	1089
II.g5860.t1__Cnig_chr_II.g6243.t1	127	140
II.g5861.t1__Cnig_chr_II.g6244.t1	2168	1647
II.g5862.t3__Cnig_chr_II.g6245.t1	2794	902
II.g5863.t1__Cnig_chr_II.g6247.t1	281	202
II.g5864.t2__Cnig_chr_II.g6248.t1	156	50
II.g5865.t1__Cnig_chr_II.g6250.t1	2094	1547
II.g5867.t1__Cnig_chr_II.g6251.t4	12	56
II.g5868.t1__Cnig_chr_II.g6252.t1	3750	1189
II.g5869.t2__Cnig_chr_II.g6253.t2	13	2
II.g5870.t1__Cnig_chr_II.g6254.t2	487	0
II.g5872.t1__Cnig_chr_II.g6256.t2	128	73
II.g5873.t1__Cnig_chr_II.g6257.t1	1523	806
II.g5874.t2__Cnig_chr_II.g6258.t2	14	1
II.g5877.t1__Cnig_chr_II.g6262.t1	37624	29025
II.g5878.t1__Cnig_chr_II.g6263.t1	181	156
II.g5879.t1__Cnig_chr_II.g6264.t1	770	542
II.g5881.t1__Cnig_chr_II.g6265.t1	1291	1461
II.g5882.t1__Cnig_chr_II.g6266.t1	417	440
II.g5883.t1__Cnig_chr_II.g6267.t1	44	15
II.g5884.t3__Cnig_chr_II.g6268.t1	8099	399
II.g5885.t1__Cnig_chr_II.g6269.t1	7654	11802
II.g5886.t1__Cnig_chr_II.g6270.t1	311	459
II.g5887.t1__Cnig_chr_II.g6271.t1	1855	1507
II.g5891.t2__Cnig_chr_II.g6273.t1	1121	923
II.g5893.t2__Cnig_chr_II.g6274.t2	411	600
II.g5894.t1__Cnig_chr_II.g6275.t1	940	1328
II.g5895.t1__Cnig_chr_II.g6276.t2	1095	1496
II.g5896.t1__Cnig_chr_II.g6277.t1	808	412
II.g5897.t1__Cnig_chr_II.g6278.t2	4	5
II.g5898.t1__Cnig_chr_II.g6279.t1	6	3
II.g5900.t3__Cnig_chr_II.g6280.t1	701	384
II.g5901.t1__Cnig_chr_II.g6281.t1	16	10
II.g5902.t1__Cnig_chr_II.g6282.t1	4028	3238
II.g5903.t2__Cnig_chr_II.g6283.t2	10910	7162
II.g5905.t1__Cnig_chr_II.g6285.t3	11	5
II.g5906.t1__Cnig_chr_II.g6288.t1	317	1
II.g5907.t1__Cnig_chr_II.g6290.t2	133	98
II.g5908.t1__Cnig_chr_II.g6291.t1	701	628
II.g5909.t1__Cnig_chr_II.g6292.t1	880	612
II.g5910.t1__Cnig_chr_II.g6293.t1	40	25
II.g5911.t2__Cnig_chr_II.g6294.t1	2589	2159
II.g5912.t1__Cnig_chr_II.g6295.t1	2178	680
II.g5914.t1__Cnig_chr_II.g6298.t1	1622	2164
II.g5915.t1__Cnig_chr_II.g6299.t1	213	295
II.g5916.t1__Cnig_chr_II.g6300.t1	635	640
II.g5917.t1__Cnig_chr_II.g6301.t2	2075	2981
II.g5919.t1__Cnig_chr_II.g6304.t2	3547	1903
II.g5920.t1__Cnig_chr_II.g6303.t1	195	193
II.g5921.t1__Cnig_chr_II.g6305.t1	34	9
II.g5922.t1__Cnig_chr_II.g6306.t1	1019	1091
II.g5923.t1__Cnig_chr_II.g6307.t1	229	49
II.g5924.t2__Cnig_chr_II.g6308.t1	35	15
II.g5929.t1__Cnig_chr_II.g6311.t1	587	263
II.g5930.t1__Cnig_chr_II.g6312.t1	1863	1683
II.g5931.t2__Cnig_chr_II.g6314.t1	1741	210
II.g5932.t1__Cnig_chr_II.g6315.t1	244	85
II.g5933.t1__Cnig_chr_II.g6316.t1	788	259
II.g5934.t1__Cnig_chr_II.g6317.t1	413	388
II.g5935.t1__Cnig_chr_II.g6318.t2	1674	310
II.g5936.t1__Cnig_chr_II.g6319.t1	223	109
II.g5937.t1__Cnig_chr_II.g6320.t2	1770	998
II.g5938.t2__Cnig_chr_II.g6321.t1	60	7
II.g5940.t1__Cnig_chr_II.g6322.t1	238	127
II.g5945.t3__Cnig_chr_II.g6329.t3	57	1597
II.g5950.t1__Cnig_chr_II.g6331.t1	8407	6579
II.g5952.t2__Cnig_chr_II.g6338.t3	4	8
II.g5953.t1__Cnig_chr_II.g6339.t1	7	4
II.g5954.t1__Cnig_chr_II.g6340.t1	1407	1735
II.g5955.t1__Cnig_chr_II.g6342.t1	63	52
II.g5956.t1__Cnig_chr_II.g6343.t1	107	123
II.g5957.t1__Cnig_chr_II.g6344.t1	70	43
II.g5958.t1__Cnig_chr_II.g6345.t1	40	133
II.g5959.t1__Cnig_chr_II.g6346.t1	838	2267
II.g5961.t1__Cnig_chr_II.g6347.t1	86	103
II.g5962.t1__Cnig_chr_II.g6348.t1	264	698
II.g5963.t1__Cnig_chr_II.g6349.t1	0	2
II.g5964.t1__Cnig_chr_II.g6351.t2	22	4
II.g5965.t1__Cnig_chr_II.g6352.t2	59	91
II.g5966.t1__Cnig_chr_II.g6353.t1	760	602
II.g5969.t1__Cnig_chr_II.g6355.t1	1161	699
II.g5975.t1__Cnig_chr_II.g6358.t1	8	7
II.g5977.t1__Cnig_chr_II.g6360.t1	9	6
II.g5978.t3__Cnig_chr_II.g6361.t1	8855	5297
II.g5979.t2__Cnig_chr_II.g6362.t1	1640	376
II.g5980.t1__Cnig_chr_II.g6364.t3	2538	1036
II.g5981.t1__Cnig_chr_II.g6365.t2	712	425
II.g5982.t1__Cnig_chr_II.g6366.t1	3	4
II.g5983.t1__Cnig_chr_II.g6367.t2	4	0
II.g5984.t1__Cnig_chr_II.g6368.t1	334	239
II.g5985.t1__Cnig_chr_II.g6369.t1	52	45
II.g5987.t1__Cnig_chr_II.g6370.t1	686	828
II.g5988.t2__Cnig_chr_II.g6371.t1	97	79
II.g5989.t1__Cnig_chr_II.g6372.t1	379	249
II.g5990.t1__Cnig_chr_II.g6373.t1	982	671
II.g5991.t2__Cnig_chr_II.g6374.t1	675	193
II.g5993.t2__Cnig_chr_II.g6376.t1	3910	2435
II.g5995.t2__Cnig_chr_II.g6377.t1	1059	835
II.g5996.t1__Cnig_chr_II.g6378.t1	333	374
II.g5997.t1__Cnig_chr_II.g6379.t1	591	208
II.g5998.t2__Cnig_chr_II.g6380.t1	51	19
II.g5999.t1__Cnig_chr_II.g6381.t1	424	266
II.g6000.t2__Cnig_chr_II.g6382.t1	27	2
II.g6003.t1__Cnig_chr_II.g6383.t3	4093	3598
II.g6005.t1__Cnig_chr_II.g6384.t1	858	1014
II.g6006.t1__Cnig_chr_II.g6385.t1	71	4
II.g6008.t1__Cnig_chr_II.g6386.t2	36	8
II.g6009.t3__Cnig_chr_II.g6388.t1	62	98
II.g6011.t1__Cnig_chr_II.g6390.t1	696	16
II.g6012.t1__Cnig_chr_II.g6391.t1	2322	1134
II.g6013.t2__Cnig_chr_II.g6392.t2	1679	1227
II.g6016.t1__Cnig_chr_II.g6394.t2	240	370
II.g6017.t1__Cnig_chr_II.g6395.t1	582	490
II.g6018.t1__Cnig_chr_II.g6397.t3	67	9
II.g6019.t1__Cnig_chr_II.g6398.t1	1319	643
II.g6020.t1__Cnig_chr_II.g6399.t1	9542	4548
II.g6021.t2__Cnig_chr_II.g6401.t1	506	440
II.g6022.t1__Cnig_chr_II.g6402.t1	2242	2668
II.g6023.t2__Cnig_chr_II.g6403.t3	544	828
II.g6024.t1__Cnig_chr_II.g6404.t1	342	369
II.g6025.t1__Cnig_chr_II.g6405.t2	603	651
II.g6027.t1__Cnig_chr_II.g6406.t1	303	134
II.g6028.t1__Cnig_chr_II.g6407.t1	488	71
II.g6029.t1__Cnig_chr_II.g6408.t2	15	2
II.g6030.t1__Cnig_chr_II.g6409.t1	1148	365
II.g6031.t1__Cnig_chr_II.g6410.t1	325	51
II.g6032.t1__Cnig_chr_II.g6411.t1	189	126
II.g6033.t1__Cnig_chr_II.g6415.t1	7850	3711
II.g6035.t3__Cnig_chr_II.g6416.t3	3617	2015
II.g6036.t1__Cnig_chr_II.g6418.t1	122	99
II.g6037.t1__Cnig_chr_II.g6419.t1	246	143
II.g6038.t1__Cnig_chr_II.g6420.t3	66	188
II.g6039.t2__Cnig_chr_II.g6421.t1	4903	5937
