gene_id	HM3_Cbr	HM3_Cni
I.g3289.t1__Cnig_chr_I.g3077.t3	745	925
I.g3290.t2__Cnig_chr_I.g3080.t3	855	977
I.g3293.t1__Cnig_chr_I.g3084.t1	213	369
I.g3294.t1__Cnig_chr_I.g3093.t1	730	359
I.g3295.t1__Cnig_chr_I.g3103.t1	313	159
I.g3296.t1__Cnig_chr_I.g3104.t1	10725	10859
I.g3297.t1__Cnig_chr_I.g3105.t1	1377	846
I.g3298.t1__Cnig_chr_I.g3106.t1	3023	950
I.g3299.t1__Cnig_chr_I.g3107.t1	590	230
I.g3300.t1__Cnig_chr_I.g3108.t2	681	394
I.g3301.t1__Cnig_chr_I.g3109.t1	837	535
I.g3302.t2__Cnig_chr_I.g3110.t1	1417	929
I.g3303.t1__Cnig_chr_I.g3111.t2	2044	2133
I.g3304.t1__Cnig_chr_I.g3112.t1	2797	3108
I.g3305.t1__Cnig_chr_I.g3113.t1	73	41
I.g3408.t1__Cnig_chr_I.g3152.t3	13	1
I.g3410.t1__Cnig_chr_I.g3317.t1	349	846
I.g3411.t1__Cnig_chr_I.g3320.t1	987	441
I.g3413.t1__Cnig_chr_I.g3315.t2	399	898
I.g3414.t1__Cnig_chr_I.g3310.t1	505	368
I.g3415.t1__Cnig_chr_I.g3309.t1	11	2
I.g3419.t2__Cnig_chr_I.g3281.t1	258	154
I.g3420.t1__Cnig_chr_I.g3280.t1	1231	1136
I.g3421.t2__Cnig_chr_I.g3279.t1	6	5
I.g3423.t3__Cnig_chr_I.g3275.t2	1381	354
I.g3425.t1__Cnig_chr_I.g3277.t1	143	80
I.g3426.t1__Cnig_chr_I.g3278.t1	3672	2537
I.g3427.t1__Cnig_chr_I.g3274.t2	3	3
I.g3428.t1__Cnig_chr_I.g3268.t2	105	39
I.g3429.t1__Cnig_chr_I.g3266.t1	2481	4865
I.g3430.t1__Cnig_chr_I.g3265.t2	2741	1527
I.g3431.t1__Cnig_chr_I.g3264.t2	1276	1053
I.g3432.t1__Cnig_chr_I.g3253.t3	91	66
I.g3433.t1__Cnig_chr_I.g3252.t1	1158	147
I.g3434.t1__Cnig_chr_I.g3251.t1	415	233
I.g3435.t1__Cnig_chr_I.g3250.t1	191	64
I.g3437.t1__Cnig_chr_I.g3249.t1	555	478
I.g3438.t1__Cnig_chr_I.g3247.t3	133	58
I.g3439.t1__Cnig_chr_I.g3246.t1	4594	2484
I.g3440.t1__Cnig_chr_I.g3245.t1	926	520
I.g3441.t1__Cnig_chr_I.g3244.t1	2	1
I.g3442.t1__Cnig_chr_I.g3241.t3	541	999
I.g3444.t1__Cnig_chr_I.g3242.t1	1354	541
I.g3445.t1__Cnig_chr_I.g3243.t1	4929	3646
I.g3446.t1__Cnig_chr_I.g3238.t1	3	15
I.g3448.t1__Cnig_chr_I.g3235.t1	23	0
I.g3449.t1__Cnig_chr_I.g3234.t1	55	45
I.g3450.t1__Cnig_chr_I.g3233.t1	427	377
I.g3451.t1__Cnig_chr_I.g3232.t1	11	15
I.g3453.t1__Cnig_chr_I.g3231.t1	168	384
I.g3455.t1__Cnig_chr_I.g3230.t1	163	100
I.g3458.t1__Cnig_chr_I.g3226.t1	41	0
I.g3459.t1__Cnig_chr_I.g3225.t1	3	0
I.g3460.t1__Cnig_chr_I.g3224.t1	4	0
I.g3461.t1__Cnig_chr_I.g3223.t1	5	5
I.g3462.t1__Cnig_chr_I.g3222.t1	8	6
I.g3467.t1__Cnig_chr_I.g3217.t2	1	7
I.g3468.t1__Cnig_chr_I.g3216.t1	2	3
I.g3473.t1__Cnig_chr_I.g3205.t1	5	2
I.g3474.t1__Cnig_chr_I.g3204.t2	10	2
I.g3475.t1__Cnig_chr_I.g3203.t1	308	371
I.g3476.t1__Cnig_chr_I.g3202.t1	26	8
I.g3477.t1__Cnig_chr_I.g3201.t1	694	257
I.g3478.t1__Cnig_chr_I.g3200.t1	3607	917
I.g3479.t1__Cnig_chr_I.g3199.t1	473	175
I.g3480.t2__Cnig_chr_I.g3196.t1	278	54
I.g3481.t1__Cnig_chr_I.g3182.t1	461	85
I.g3482.t1__Cnig_chr_I.g3183.t2	503	205
I.g3483.t1__Cnig_chr_I.g3184.t1	3660	1135
I.g3485.t1__Cnig_chr_I.g3185.t1	36	16
I.g3489.t1__Cnig_chr_I.g3181.t1	5	10
I.g3493.t1__Cnig_chr_I.g3345.t1	52	57
I.g3494.t3__Cnig_chr_I.g3340.t3	47	28
I.g3499.t1__Cnig_chr_I.g3322.t3	290	1136
I.g3508.t3__Cnig_chr_I.g3396.t3	307	136
I.g3509.t1__Cnig_chr_I.g3397.t2	12	0
I.g3511.t2__Cnig_chr_I.g3398.t2	34	60
I.g3513.t1__Cnig_chr_I.g3411.t1	263	158
I.g3517.t1__Cnig_chr_I.g3415.t1	3	3
I.g3525.t2__Cnig_chr_I.g3427.t1	562	538
I.g3526.t1__Cnig_chr_I.g3433.t1	102	52
I.g3527.t2__Cnig_chr_I.g3435.t1	855	488
I.g3528.t2__Cnig_chr_I.g3434.t1	2831	2003
I.g3529.t1__Cnig_chr_I.g3436.t1	167	382
I.g3530.t1__Cnig_chr_I.g3437.t3	326	186
I.g3531.t1__Cnig_chr_I.g3438.t3	628	1082
I.g3532.t2__Cnig_chr_I.g3442.t1	273	338
I.g3533.t1__Cnig_chr_I.g3441.t1	278	529
I.g3535.t1__Cnig_chr_I.g3439.t1	54	67
I.g3536.t1__Cnig_chr_I.g3447.t2	2820	2207
I.g3539.t1__Cnig_chr_I.g3446.t2	892	647
I.g3541.t1__Cnig_chr_I.g3448.t3	35	12
I.g3550.t3__Cnig_chr_I.g3458.t1	19	2
I.g3557.t2__Cnig_chr_I.g3461.t1	37	5
I.g3559.t1__Cnig_chr_I.g3476.t1	303	48
I.g3560.t1__Cnig_chr_I.g3477.t1	115	42
I.g3561.t1__Cnig_chr_I.g3481.t2	961	1608
I.g3562.t2__Cnig_chr_I.g3488.t1	3	1
I.g3563.t3__Cnig_chr_I.g3486.t1	27	12
I.g3564.t1__Cnig_chr_I.g3485.t3	4453	2250
I.g3566.t2__Cnig_chr_I.g3490.t2	4	4
I.g3568.t1__Cnig_chr_I.g3496.t1	0	1
I.g3570.t1__Cnig_chr_I.g3497.t1	1017	863
I.g3571.t1__Cnig_chr_I.g3498.t2	402	354
I.g3572.t1__Cnig_chr_I.g3499.t1	168	0
I.g3573.t1__Cnig_chr_I.g3500.t1	331	778
I.g3575.t1__Cnig_chr_I.g3501.t3	2188	2097
I.g3576.t1__Cnig_chr_I.g3505.t2	1780	592
I.g3577.t1__Cnig_chr_I.g3506.t1	2261	1854
I.g3578.t1__Cnig_chr_I.g3507.t1	181	203
I.g3579.t1__Cnig_chr_I.g3508.t1	271	152
I.g3580.t1__Cnig_chr_I.g3510.t4	152	134
I.g3581.t2__Cnig_chr_I.g3511.t1	262	0
I.g3582.t2__Cnig_chr_I.g3514.t1	25	7
I.g3583.t1__Cnig_chr_I.g3512.t2	2636	2
I.g3587.t1__Cnig_chr_I.g3530.t1	134	129
I.g3590.t1__Cnig_chr_I.g3532.t2	1612	1345
I.g3591.t1__Cnig_chr_I.g3534.t1	29	113
I.g3592.t1__Cnig_chr_I.g3535.t1	1372	875
I.g3593.t1__Cnig_chr_I.g3536.t1	2	6
I.g3594.t1__Cnig_chr_I.g3537.t1	3388	7605
I.g3595.t2__Cnig_chr_I.g3538.t2	3	10
I.g3596.t1__Cnig_chr_I.g3539.t2	139	33
I.g3597.t1__Cnig_chr_I.g3540.t1	996	616
I.g3598.t1__Cnig_chr_I.g3541.t2	265	382
I.g3601.t1__Cnig_chr_I.g3603.t3	1478	1364
I.g3602.t1__Cnig_chr_I.g3574.t2	1503	2432
I.g3603.t1__Cnig_chr_I.g3573.t1	1	0
I.g3605.t1__Cnig_chr_I.g3572.t1	603	974
I.g3606.t2__Cnig_chr_I.g3571.t1	2153	1661
I.g3607.t1__Cnig_chr_I.g3569.t1	6295	6901
I.g3608.t1__Cnig_chr_I.g3566.t1	56	157
I.g3609.t1__Cnig_chr_I.g3565.t1	9526	12345
I.g3610.t1__Cnig_chr_I.g3564.t1	2228	2266
I.g3612.t5__Cnig_chr_I.g3562.t3	293	337
I.g3616.t3__Cnig_chr_I.g3553.t2	184	178
I.g3619.t3__Cnig_chr_I.g3551.t2	26	11
I.g3620.t1__Cnig_chr_I.g3550.t1	11	9
I.g3621.t1__Cnig_chr_I.g3549.t1	2095	2211
I.g3622.t3__Cnig_chr_I.g3602.t1	728	839
I.g3623.t1__Cnig_chr_I.g3600.t1	580	678
I.g3624.t1__Cnig_chr_I.g3599.t1	837	748
I.g3626.t3__Cnig_chr_I.g3597.t2	84	47
I.g3627.t1__Cnig_chr_I.g3596.t3	135	195
I.g3628.t1__Cnig_chr_I.g3595.t1	155	139
I.g3631.t1__Cnig_chr_I.g3589.t1	10	22
I.g3633.t1__Cnig_chr_I.g3588.t1	191	151
I.g3634.t1__Cnig_chr_I.g3587.t1	489	341
I.g3636.t1__Cnig_chr_I.g3586.t1	338	326
I.g3637.t1__Cnig_chr_I.g3585.t1	768	781
I.g3638.t1__Cnig_chr_I.g3584.t1	3179	3031
I.g3639.t1__Cnig_chr_I.g3583.t1	21056	21069
I.g3640.t1__Cnig_chr_I.g3582.t2	279	267
I.g3641.t2__Cnig_chr_I.g3581.t2	32	17
I.g3642.t1__Cnig_chr_I.g3580.t1	283	102
I.g3643.t2__Cnig_chr_I.g3577.t3	1501	801
I.g3648.t1__Cnig_chr_I.g3576.t1	638	93
I.g3649.t1__Cnig_chr_I.g3621.t1	651	830
I.g3650.t1__Cnig_chr_I.g3620.t1	229	257
I.g3651.t1__Cnig_chr_I.g3619.t1	365	3
I.g3652.t2__Cnig_chr_I.g3618.t2	600	142
I.g3654.t2__Cnig_chr_I.g3616.t1	416	445
I.g3655.t3__Cnig_chr_I.g3615.t1	383	508
I.g3656.t1__Cnig_chr_I.g3614.t1	154	206
I.g3657.t1__Cnig_chr_I.g3613.t1	1048	906
I.g3658.t1__Cnig_chr_I.g3612.t2	1370	928
I.g3660.t1__Cnig_chr_I.g3611.t1	469	376
I.g3661.t1__Cnig_chr_I.g3610.t3	67	7
I.g3662.t1__Cnig_chr_I.g3609.t1	11	1
I.g3663.t1__Cnig_chr_I.g3607.t1	183	1
I.g3667.t1__Cnig_chr_I.g3604.t1	2149	1698
I.g3669.t1__Cnig_chr_I.g3623.t1	434	375
I.g3670.t1__Cnig_chr_I.g3624.t1	2625	2844
I.g3672.t3__Cnig_chr_I.g3625.t2	528	465
I.g3673.t2__Cnig_chr_I.g3627.t1	2598	3111
I.g3674.t1__Cnig_chr_I.g3628.t1	283	260
I.g3675.t1__Cnig_chr_I.g3629.t2	15	15
I.g3677.t1__Cnig_chr_I.g3630.t2	128	2651
I.g3678.t2__Cnig_chr_I.g3631.t1	566	795
I.g3680.t1__Cnig_chr_I.g3632.t1	6	6
I.g3681.t1__Cnig_chr_I.g3633.t1	101	52
I.g3683.t3__Cnig_chr_I.g3635.t2	956	728
I.g3684.t1__Cnig_chr_I.g3636.t1	448	373
I.g3685.t1__Cnig_chr_I.g3646.t1	305	0
I.g3689.t1__Cnig_chr_I.g3669.t1	5234	1803
I.g3690.t1__Cnig_chr_I.g3670.t1	105	120
I.g3691.t1__Cnig_chr_I.g3671.t2	4891	3760
I.g3692.t1__Cnig_chr_I.g3673.t1	11	0
I.g3695.t1__Cnig_chr_I.g3672.t1	4	2
I.g3703.t1__Cnig_chr_I.g3707.t1	2	1
I.g3704.t2__Cnig_chr_I.g3711.t1	70	20
I.g3706.t3__Cnig_chr_I.g3712.t1	587	32
I.g3710.t1__Cnig_chr_I.g3725.t2	2187	756
I.g3711.t2__Cnig_chr_I.g3726.t1	269	188
I.g3712.t1__Cnig_chr_I.g3727.t1	371	402
I.g3715.t2__Cnig_chr_I.g3733.t3	641	393
I.g3716.t1__Cnig_chr_I.g3734.t1	744	493
I.g3717.t1__Cnig_chr_I.g3735.t1	530	231
I.g3718.t1__Cnig_chr_I.g3736.t1	4332	1235
I.g3719.t1__Cnig_chr_I.g3738.t2	1006	639
I.g3722.t2__Cnig_chr_I.g3741.t1	967	314
I.g3723.t1__Cnig_chr_I.g3742.t1	4088	1277
I.g3724.t1__Cnig_chr_I.g3743.t2	1340	465
I.g3725.t1__Cnig_chr_I.g3744.t2	253	111
I.g3726.t1__Cnig_chr_I.g3745.t1	297	231
I.g3727.t1__Cnig_chr_I.g3746.t1	392	253
I.g3728.t1__Cnig_chr_I.g3747.t1	220	101
I.g3729.t2__Cnig_chr_I.g3748.t2	657	731
I.g3731.t1__Cnig_chr_I.g3749.t1	52	27
I.g3732.t1__Cnig_chr_I.g3750.t1	1927	336
I.g3735.t1__Cnig_chr_I.g3756.t1	9	0
I.g3736.t1__Cnig_chr_I.g3757.t1	687	304
I.g3737.t1__Cnig_chr_I.g3758.t1	372	81
I.g3738.t1__Cnig_chr_I.g3759.t1	2629	817
I.g3739.t1__Cnig_chr_I.g3760.t1	1303	978
I.g3740.t2__Cnig_chr_I.g3761.t2	7941	3355
I.g3741.t1__Cnig_chr_I.g3763.t1	347	252
I.g3742.t1__Cnig_chr_I.g3766.t1	1255	610
I.g3743.t1__Cnig_chr_I.g3767.t2	16	6
I.g3744.t1__Cnig_chr_I.g3768.t1	81	7
I.g3749.t1__Cnig_chr_I.g3778.t1	520	303
I.g3751.t1__Cnig_chr_I.g3776.t1	2	0
I.g3755.t1__Cnig_chr_I.g3774.t2	173	120
I.g3756.t1__Cnig_chr_I.g3773.t1	727	1287
I.g3757.t1__Cnig_chr_I.g3772.t1	364	335
I.g3758.t2__Cnig_chr_I.g3771.t1	185	310
I.g3760.t3__Cnig_chr_I.g3770.t1	554	284
I.g3761.t1__Cnig_chr_I.g3769.t1	1095	700
I.g3762.t1__Cnig_chr_I.g3782.t1	381	281
I.g3764.t1__Cnig_chr_I.g3783.t1	1071	503
I.g3765.t1__Cnig_chr_I.g3784.t1	1988	1212
I.g3766.t1__Cnig_chr_I.g3785.t2	387	288
I.g3767.t2__Cnig_chr_I.g3786.t1	812	477
I.g3768.t1__Cnig_chr_I.g3787.t1	178	41
I.g3769.t1__Cnig_chr_I.g3790.t1	777	465
I.g3770.t1__Cnig_chr_I.g3789.t1	48	29
I.g3772.t1__Cnig_chr_I.g3791.t1	6598	4934
I.g3773.t1__Cnig_chr_I.g3793.t2	371	174
I.g3774.t1__Cnig_chr_I.g3795.t1	1778	791
I.g3777.t1__Cnig_chr_I.g3800.t1	613	469
I.g3779.t1__Cnig_chr_I.g3798.t1	471	602
I.g3782.t1__Cnig_chr_I.g3796.t1	5	0
I.g3783.t2__Cnig_chr_I.g3802.t1	328	1676
I.g3784.t1__Cnig_chr_I.g3804.t1	196	76
I.g3785.t1__Cnig_chr_I.g3805.t1	5	2
I.g3786.t1__Cnig_chr_I.g3807.t1	68687	43317
I.g3788.t1__Cnig_chr_I.g3809.t2	144	42
I.g3789.t2__Cnig_chr_I.g3810.t1	71	13
I.g3790.t1__Cnig_chr_I.g3811.t1	3245	2841
I.g3791.t3__Cnig_chr_I.g3812.t1	1990	1728
I.g3792.t1__Cnig_chr_I.g3813.t1	10300	8811
I.g3793.t4__Cnig_chr_I.g3816.t2	1032	124
I.g3794.t1__Cnig_chr_I.g3817.t3	369	170
I.g3796.t1__Cnig_chr_I.g3819.t1	338	267
I.g3799.t1__Cnig_chr_I.g3823.t1	503	980
I.g3800.t1__Cnig_chr_I.g3828.t1	3684	2
I.g3801.t1__Cnig_chr_I.g3825.t1	1116	1542
I.g3802.t2__Cnig_chr_I.g3826.t1	27	91
I.g3803.t2__Cnig_chr_I.g3829.t1	747	943
I.g3804.t1__Cnig_chr_I.g3830.t2	1110	1625
I.g3805.t1__Cnig_chr_I.g3831.t1	675	1368
I.g3806.t1__Cnig_chr_I.g3832.t1	448	693
I.g3807.t1__Cnig_chr_I.g3833.t1	948	1021
I.g3809.t3__Cnig_chr_I.g3834.t3	3058	630
I.g3810.t1__Cnig_chr_I.g3836.t1	1149	2413
I.g3811.t2__Cnig_chr_I.g3837.t2	2788	2754
I.g3812.t1__Cnig_chr_I.g3840.t1	5	0
I.g3813.t3__Cnig_chr_I.g3841.t3	16083	16075
I.g3814.t2__Cnig_chr_I.g3842.t1	1492	92
I.g3815.t3__Cnig_chr_I.g3843.t1	950	314
I.g3816.t3__Cnig_chr_I.g3844.t1	81	32
I.g3817.t1__Cnig_chr_I.g3845.t2	11082	19869
I.g3818.t1__Cnig_chr_I.g3846.t1	609	174
I.g3819.t3__Cnig_chr_I.g3847.t3	353	169
I.g3820.t1__Cnig_chr_I.g3848.t2	485	282
I.g3822.t1__Cnig_chr_I.g3849.t1	23524	19488
I.g3823.t1__Cnig_chr_I.g3850.t1	94	128
I.g3824.t1__Cnig_chr_I.g3851.t1	5991	5478
I.g3826.t1__Cnig_chr_I.g3854.t1	254	269
I.g3828.t1__Cnig_chr_I.g3855.t1	1366	1011
I.g3829.t1__Cnig_chr_I.g3856.t1	10230	7332
I.g3830.t2__Cnig_chr_I.g3857.t1	1687	679
I.g3831.t1__Cnig_chr_I.g3858.t1	20720	6484
I.g3832.t1__Cnig_chr_I.g3859.t1	1966	824
I.g3833.t4__Cnig_chr_I.g3860.t1	1168	347
I.g3834.t1__Cnig_chr_I.g3861.t1	47	10
I.g3835.t1__Cnig_chr_I.g3862.t1	535	207
I.g3836.t1__Cnig_chr_I.g3863.t1	5290	2417
I.g3837.t1__Cnig_chr_I.g3864.t2	3120	2029
I.g3838.t3__Cnig_chr_I.g3865.t1	1251	329
I.g3839.t1__Cnig_chr_I.g3867.t1	943	521
I.g3840.t1__Cnig_chr_I.g3915.t1	3086	2218
I.g3841.t1__Cnig_chr_I.g3914.t1	1026	433
I.g3842.t1__Cnig_chr_I.g3913.t2	919	358
I.g3843.t2__Cnig_chr_I.g3912.t1	729	354
I.g3844.t1__Cnig_chr_I.g3909.t1	894	80
I.g3845.t2__Cnig_chr_I.g3910.t1	80	78
I.g3846.t2__Cnig_chr_I.g3907.t1	6746	1124
I.g3847.t4__Cnig_chr_I.g3905.t1	33766	74
I.g3848.t2__Cnig_chr_I.g3904.t1	9104	9160
I.g3849.t1__Cnig_chr_I.g3903.t1	1198	486
I.g3850.t1__Cnig_chr_I.g3902.t1	560	229
I.g3851.t1__Cnig_chr_I.g3901.t3	2415	1600
I.g3852.t1__Cnig_chr_I.g3900.t1	1797	514
I.g3853.t1__Cnig_chr_I.g3899.t1	1732	927
I.g3854.t1__Cnig_chr_I.g3898.t1	304	264
I.g3855.t1__Cnig_chr_I.g3897.t1	2683	1057
I.g3856.t1__Cnig_chr_I.g3896.t1	558	342
I.g3857.t2__Cnig_chr_I.g3895.t2	1992	939
I.g3858.t3__Cnig_chr_I.g3890.t2	3665	1121
I.g3859.t1__Cnig_chr_I.g3889.t2	14	2
I.g3860.t1__Cnig_chr_I.g3888.t2	351	160
I.g3861.t1__Cnig_chr_I.g3887.t1	244	29
I.g3862.t1__Cnig_chr_I.g3886.t2	174	23
I.g3863.t1__Cnig_chr_I.g3885.t2	450	292
I.g3864.t2__Cnig_chr_I.g3884.t2	2227	2174
I.g3865.t1__Cnig_chr_I.g3883.t1	287	117
I.g3867.t2__Cnig_chr_I.g3882.t1	122	101
I.g3869.t1__Cnig_chr_I.g3880.t2	80	3
I.g3872.t2__Cnig_chr_I.g3966.t1	1956	2252
I.g3873.t1__Cnig_chr_I.g3965.t1	3	3
I.g3874.t1__Cnig_chr_I.g3964.t1	12	18
I.g3875.t1__Cnig_chr_I.g3963.t1	22	25
I.g3876.t1__Cnig_chr_I.g3962.t1	297	325
I.g3877.t1__Cnig_chr_I.g3961.t1	781	460
I.g3878.t1__Cnig_chr_I.g3960.t1	879	693
I.g3879.t1__Cnig_chr_I.g3959.t1	603	704
I.g3880.t1__Cnig_chr_I.g3958.t1	48	121
I.g3881.t1__Cnig_chr_I.g3957.t1	1304	1235
I.g3882.t2__Cnig_chr_I.g3956.t1	80134	77147
I.g3883.t1__Cnig_chr_I.g3955.t1	673	1262
I.g3884.t1__Cnig_chr_I.g3954.t1	429	412
I.g3885.t1__Cnig_chr_I.g3953.t1	423	322
I.g3886.t1__Cnig_chr_I.g3952.t2	1900	1822
I.g3887.t1__Cnig_chr_I.g3951.t1	1809	1222
I.g3888.t1__Cnig_chr_I.g3950.t1	316	251
I.g3889.t1__Cnig_chr_I.g3949.t1	994	813
I.g3892.t1__Cnig_chr_I.g3948.t1	21	0
I.g3893.t1__Cnig_chr_I.g3946.t1	426	188
I.g3894.t1__Cnig_chr_I.g3944.t2	214	252
I.g3895.t2__Cnig_chr_I.g3943.t1	122	36
I.g3899.t1__Cnig_chr_I.g3941.t1	296	223
I.g3901.t1__Cnig_chr_I.g3940.t1	30	16
I.g3902.t1__Cnig_chr_I.g3939.t1	16	4
I.g3903.t1__Cnig_chr_I.g3938.t1	130	94
I.g3904.t1__Cnig_chr_I.g3937.t1	424	295
I.g3905.t1__Cnig_chr_I.g3936.t2	220	351
I.g3906.t1__Cnig_chr_I.g3934.t2	1425	1397
I.g3907.t1__Cnig_chr_I.g3933.t1	2407	1435
I.g3908.t1__Cnig_chr_I.g3932.t2	815	432
I.g3909.t1__Cnig_chr_I.g3931.t1	232	60
I.g3911.t2__Cnig_chr_I.g3930.t2	1593	445
I.g3912.t1__Cnig_chr_I.g3929.t1	1115	390
I.g3913.t1__Cnig_chr_I.g3928.t1	304	228
I.g3914.t1__Cnig_chr_I.g3927.t1	3524	1886
I.g3915.t1__Cnig_chr_I.g3926.t1	3072	2347
I.g3916.t1__Cnig_chr_I.g3925.t1	415	215
I.g3917.t2__Cnig_chr_I.g3924.t1	2085	1160
I.g3918.t1__Cnig_chr_I.g3923.t2	14	3
I.g3919.t1__Cnig_chr_I.g3921.t1	717	593
I.g3920.t1__Cnig_chr_I.g3920.t1	31243	28854
I.g3921.t1__Cnig_chr_I.g3919.t1	1372	839
I.g3922.t1__Cnig_chr_I.g3917.t1	517	83
I.g3923.t2__Cnig_chr_I.g3916.t1	765	635
I.g3924.t2__Cnig_chr_I.g3870.t2	13445	7573
I.g3925.t1__Cnig_chr_I.g3871.t1	3797	2159
I.g3926.t1__Cnig_chr_I.g3872.t1	1517	1074
I.g698.t1__Cnig_chr_I.g174.t2	287	262
I.g702.t1__Cnig_chr_I.g158.t3	772	488
I.g703.t1__Cnig_chr_I.g156.t1	1267	937
I.g705.t1__Cnig_chr_I.g155.t1	333	402
I.g707.t3__Cnig_chr_I.g154.t4	2319	1448
I.g713.t2__Cnig_chr_I.g113.t2	496	397
I.g720.t1__Cnig_chr_I.g111.t1	504	695
I.g721.t1__Cnig_chr_I.g110.t1	1591	1580
I.g722.t1__Cnig_chr_I.g109.t1	235	160
I.g723.t1__Cnig_chr_I.g107.t1	55	0
I.g724.t1__Cnig_chr_I.g106.t1	2129	1161
I.g725.t2__Cnig_chr_I.g105.t1	130	144
I.g726.t1__Cnig_chr_I.g104.t2	22164	18038
I.g727.t2__Cnig_chr_I.g103.t1	1493	800
I.g728.t3__Cnig_chr_I.g102.t2	149	411
I.g729.t1__Cnig_chr_I.g101.t1	489	318
I.g730.t1__Cnig_chr_I.g100.t1	707	303
I.g732.t1__Cnig_chr_I.g99.t1	224	743
I.g733.t1__Cnig_chr_I.g98.t1	680	319
I.g734.t1__Cnig_chr_I.g97.t1	638	593
I.g735.t2__Cnig_chr_I.g96.t1	113	72
I.g736.t1__Cnig_chr_I.g91.t1	7104	5001
I.g737.t1__Cnig_chr_I.g89.t1	7430	8052
I.g738.t2__Cnig_chr_I.g88.t2	1354	2067
I.g739.t1__Cnig_chr_I.g87.t2	43	8
I.g740.t1__Cnig_chr_I.g86.t2	184	31
I.g742.t1__Cnig_chr_I.g82.t1	263	149
I.g743.t1__Cnig_chr_I.g81.t1	1041	593
I.g744.t1__Cnig_chr_I.g80.t1	3730	1674
I.g748.t2__Cnig_chr_I.g2068.t1	881	853
I.g749.t1__Cnig_chr_I.g592.t1	4618	4564
I.g757.t1__Cnig_chr_I.g175.t2	70	26
I.g760.t1__Cnig_chr_I.g178.t1	41	21
I.g764.t2__Cnig_chr_I.g202.t1	24	13
I.g765.t1__Cnig_chr_I.g203.t1	353	252
I.g767.t2__Cnig_chr_I.g208.t1	1276	1311
I.g769.t1__Cnig_chr_I.g210.t1	481	597
I.g770.t3__Cnig_chr_I.g211.t3	141	114
I.g771.t1__Cnig_chr_I.g212.t1	317	299
I.g772.t1__Cnig_chr_I.g213.t1	2414	2220
I.g773.t1__Cnig_chr_I.g214.t1	5401	4426
I.g774.t2__Cnig_chr_I.g215.t2	4259	3985
I.g775.t1__Cnig_chr_I.g216.t1	432	542
I.g778.t1__Cnig_chr_I.g219.t1	1306	3531
I.g779.t1__Cnig_chr_I.g222.t1	2164	2297
I.g780.t1__Cnig_chr_I.g223.t1	239	149
I.g781.t1__Cnig_chr_I.g224.t1	342	234
I.g783.t1__Cnig_chr_I.g226.t3	157	459
I.g788.t2__Cnig_chr_I.g235.t4	3775	3174
I.g789.t1__Cnig_chr_I.g236.t1	45	8
I.g790.t3__Cnig_chr_I.g237.t1	584	844
I.g794.t1__Cnig_chr_I.g242.t1	849	2468
I.g795.t1__Cnig_chr_I.g243.t1	413	425
I.g796.t2__Cnig_chr_I.g244.t3	1995	1437
I.g797.t2__Cnig_chr_I.g245.t2	3351	2497
I.g798.t1__Cnig_chr_I.g246.t1	638	91
I.g801.t1__Cnig_chr_I.g250.t1	110	4
I.g804.t1__Cnig_chr_I.g263.t2	1182	1130
I.g807.t2__Cnig_chr_I.g264.t1	10	1
I.g808.t2__Cnig_chr_I.g267.t1	7	0
I.g813.t1__Cnig_chr_I.g274.t1	4	84
I.g818.t2__Cnig_chr_I.g289.t1	1636	772
I.g821.t1__Cnig_chr_I.g294.t2	966	448
I.g822.t1__Cnig_chr_I.g295.t1	691	620
I.g823.t3__Cnig_chr_I.g296.t2	885	653
I.g827.t1__Cnig_chr_I.g303.t1	60	195
I.g829.t1__Cnig_chr_I.g302.t2	106	4188
I.g830.t1__Cnig_chr_I.g301.t2	29	4
I.g833.t2__Cnig_chr_I.g300.t2	106	389
I.g840.t1__Cnig_chr_I.g311.t2	2556	884
I.g841.t2__Cnig_chr_I.g309.t1	67	105
I.g842.t1__Cnig_chr_I.g308.t2	763	682
I.g843.t1__Cnig_chr_I.g306.t1	13	126
I.g844.t5__Cnig_chr_I.g305.t3	243	158
I.g847.t1__Cnig_chr_I.g317.t1	1139	854
I.g848.t1__Cnig_chr_I.g318.t1	127	54
I.g849.t1__Cnig_chr_I.g320.t1	7	3
I.g851.t1__Cnig_chr_I.g335.t1	255	130
I.g852.t1__Cnig_chr_I.g336.t1	1101	707
I.g853.t1__Cnig_chr_I.g337.t1	102002	112611
I.g857.t1__Cnig_chr_I.g339.t1	13281	10808
I.g863.t1__Cnig_chr_I.g342.t3	185	120
I.g865.t1__Cnig_chr_I.g346.t1	614	478
I.g866.t1__Cnig_chr_I.g347.t3	16	13
I.g870.t1__Cnig_chr_I.g352.t3	958	3671
I.g871.t1__Cnig_chr_I.g356.t3	529	823
I.g873.t1__Cnig_chr_I.g357.t3	406	351
I.g874.t1__Cnig_chr_I.g358.t1	481	269
I.g875.t1__Cnig_chr_I.g359.t3	756	235
I.g878.t1__Cnig_chr_I.g362.t1	1057	995
I.g879.t1__Cnig_chr_I.g363.t1	553	417
I.g880.t1__Cnig_chr_I.g364.t1	39	17
I.g881.t1__Cnig_chr_I.g365.t1	0	3
I.g884.t3__Cnig_chr_I.g369.t2	497	184
I.g885.t1__Cnig_chr_I.g370.t1	708	619
I.g886.t1__Cnig_chr_I.g371.t1	22	19
