gene_id	HM1_Cbr	HM1_Cni
II.g4937.t1__Cnig_chr_II.g5274.t1	150	150
II.g4938.t1__Cnig_chr_II.g5275.t2	190	187
II.g4939.t4__Cnig_chr_II.g5276.t1	486	478
II.g4940.t1__Cnig_chr_II.g5277.t1	12	12
II.g4941.t2__Cnig_chr_II.g5279.t3	362	264
II.g4943.t1__Cnig_chr_II.g5280.t3	313	302
II.g4944.t2__Cnig_chr_II.g5285.t1	352	321
II.g4945.t4__Cnig_chr_II.g5287.t3	1043	19
II.g4947.t2__Cnig_chr_II.g5288.t1	168	149
II.g4948.t1__Cnig_chr_II.g5289.t1	4	3
II.g4949.t1__Cnig_chr_II.g5290.t1	31	29
II.g4950.t2__Cnig_chr_II.g5291.t1	61	61
II.g4951.t2__Cnig_chr_II.g5292.t1	2383	2420
II.g4952.t1__Cnig_chr_II.g5293.t1	313	307
II.g4954.t1__Cnig_chr_II.g5295.t1	11	7
II.g4955.t1__Cnig_chr_II.g5296.t1	6	1
II.g4956.t2__Cnig_chr_II.g5297.t3	337	339
II.g4958.t1__Cnig_chr_II.g5299.t1	170	166
II.g4959.t1__Cnig_chr_II.g5300.t1	159	162
II.g4960.t2__Cnig_chr_II.g5301.t1	50	65
II.g4962.t1__Cnig_chr_II.g5302.t1	250	247
II.g4964.t1__Cnig_chr_II.g5304.t1	13640	13689
II.g4967.t2__Cnig_chr_II.g5305.t1	9	38
II.g4968.t1__Cnig_chr_II.g5306.t1	11	36
II.g4969.t1__Cnig_chr_II.g5308.t3	285	287
II.g4970.t2__Cnig_chr_II.g5309.t1	4690	4698
II.g4974.t1__Cnig_chr_II.g5310.t1	338	301
II.g4975.t1__Cnig_chr_II.g5311.t1	139	147
II.g4976.t3__Cnig_chr_II.g5312.t4	593	587
II.g4978.t1__Cnig_chr_II.g5313.t1	131	146
II.g4979.t1__Cnig_chr_II.g5314.t1	114	103
II.g4980.t2__Cnig_chr_II.g5315.t2	219	380
II.g4983.t1__Cnig_chr_II.g5316.t2	7	6
II.g4984.t1__Cnig_chr_II.g5317.t1	228	208
II.g4985.t1__Cnig_chr_II.g5318.t1	279	276
II.g4986.t2__Cnig_chr_II.g5319.t1	133	131
II.g4987.t3__Cnig_chr_II.g5320.t1	373	41
II.g4988.t1__Cnig_chr_II.g5322.t2	336	422
II.g4989.t1__Cnig_chr_II.g5323.t1	169	163
II.g4990.t4__Cnig_chr_II.g5324.t1	162	100
II.g4991.t1__Cnig_chr_II.g5326.t3	192	186
II.g4992.t1__Cnig_chr_II.g5327.t1	10	12
II.g4993.t1__Cnig_chr_II.g5328.t1	300	290
II.g4994.t1__Cnig_chr_II.g5329.t1	2	1
II.g4995.t1__Cnig_chr_II.g5330.t1	283	266
II.g4996.t1__Cnig_chr_II.g5331.t1	5561	5548
II.g4997.t1__Cnig_chr_II.g5332.t2	949	957
II.g4998.t2__Cnig_chr_II.g5334.t1	98	94
II.g4999.t2__Cnig_chr_II.g5337.t1	11	8
II.g5000.t2__Cnig_chr_II.g5338.t1	1463	1322
II.g5002.t1__Cnig_chr_II.g5340.t1	39	101
II.g5004.t1__Cnig_chr_II.g5341.t3	225	251
II.g5005.t1__Cnig_chr_II.g5342.t1	7	4
II.g5006.t1__Cnig_chr_II.g5345.t1	520	515
II.g5007.t1__Cnig_chr_II.g5346.t1	93	61
II.g5008.t1__Cnig_chr_II.g5347.t1	10	10
II.g5010.t1__Cnig_chr_II.g5348.t1	7	7
II.g5012.t2__Cnig_chr_II.g5349.t1	75	73
II.g5013.t2__Cnig_chr_II.g5350.t1	1	1
II.g5014.t1__Cnig_chr_II.g5351.t2	1	1
II.g5015.t1__Cnig_chr_II.g5352.t1	243	236
II.g5016.t1__Cnig_chr_II.g5353.t1	1	1
II.g5017.t1__Cnig_chr_II.g5354.t2	18	18
II.g5019.t1__Cnig_chr_II.g5355.t1	15	31
II.g5020.t1__Cnig_chr_II.g5356.t1	844	777
II.g5021.t1__Cnig_chr_II.g5357.t1	189	159
II.g5022.t1__Cnig_chr_II.g5358.t2	1377	1388
II.g5023.t1__Cnig_chr_II.g5359.t1	47	42
II.g5026.t2__Cnig_chr_II.g5363.t1	4	11
II.g5027.t1__Cnig_chr_II.g5365.t1	27	24
II.g5029.t1__Cnig_chr_II.g5367.t1	204	158
II.g5030.t1__Cnig_chr_II.g5369.t1	5	13
II.g5031.t1__Cnig_chr_II.g5371.t1	212	218
II.g5032.t2__Cnig_chr_II.g5372.t1	19	22
II.g5034.t1__Cnig_chr_II.g5395.t1	68	102
II.g5036.t1__Cnig_chr_II.g5374.t1	114	117
II.g5037.t1__Cnig_chr_II.g5375.t1	1497	1497
II.g5038.t1__Cnig_chr_II.g5377.t2	210	213
II.g5039.t1__Cnig_chr_II.g5378.t1	55	54
II.g5040.t1__Cnig_chr_II.g5379.t2	16	90
II.g5042.t1__Cnig_chr_II.g5380.t1	150	146
II.g5043.t1__Cnig_chr_II.g5381.t1	116	113
II.g5044.t3__Cnig_chr_II.g5382.t1	98	89
II.g5045.t1__Cnig_chr_II.g5383.t2	636	635
II.g5046.t1__Cnig_chr_II.g5384.t1	272	272
II.g5047.t1__Cnig_chr_II.g5385.t1	217	215
II.g5048.t2__Cnig_chr_II.g5390.t1	571	461
II.g5051.t1__Cnig_chr_II.g5391.t2	224	265
II.g5052.t1__Cnig_chr_II.g5392.t1	545	546
II.g5054.t1__Cnig_chr_II.g5394.t1	91	106
II.g5055.t1__Cnig_chr_II.g5373.t2	134	242
II.g5056.t1__Cnig_chr_II.g5397.t1	178	183
II.g5057.t1__Cnig_chr_II.g5398.t1	64	33
II.g5059.t1__Cnig_chr_II.g5400.t2	18	19
II.g5060.t1__Cnig_chr_II.g5402.t1	420	420
II.g5061.t3__Cnig_chr_II.g5403.t1	41	40
II.g5062.t1__Cnig_chr_II.g5404.t2	15	14
II.g5063.t1__Cnig_chr_II.g5405.t1	1	1
II.g5066.t1__Cnig_chr_II.g5407.t2	8	9
II.g5067.t1__Cnig_chr_II.g5408.t1	48	44
II.g5068.t2__Cnig_chr_II.g5409.t2	32	28
II.g5069.t1__Cnig_chr_II.g5410.t1	83	83
II.g5070.t1__Cnig_chr_II.g5411.t1	7	6
II.g5071.t1__Cnig_chr_II.g5412.t1	31	31
II.g5072.t1__Cnig_chr_II.g5413.t1	56	56
II.g5073.t2__Cnig_chr_II.g5414.t3	219	221
II.g5074.t1__Cnig_chr_II.g5415.t2	185	114
II.g5075.t1__Cnig_chr_II.g5416.t1	21	20
II.g5076.t1__Cnig_chr_II.g5417.t2	17	17
II.g5077.t1__Cnig_chr_II.g5418.t1	317	317
II.g5078.t1__Cnig_chr_II.g5419.t1	516	517
II.g5079.t2__Cnig_chr_II.g5420.t1	765	773
II.g5081.t1__Cnig_chr_II.g5421.t1	253	248
II.g5082.t2__Cnig_chr_II.g5422.t2	4	1
II.g5083.t1__Cnig_chr_II.g5423.t1	159	153
II.g5086.t1__Cnig_chr_II.g5426.t1	1179	769
II.g5087.t1__Cnig_chr_II.g5427.t1	9	8
II.g5088.t1__Cnig_chr_II.g5428.t1	28	32
II.g5089.t2__Cnig_chr_II.g5429.t1	169	44
II.g5090.t1__Cnig_chr_II.g5430.t1	335	342
II.g5091.t2__Cnig_chr_II.g5431.t1	321	314
II.g5092.t1__Cnig_chr_II.g5432.t1	1	3
II.g5093.t1__Cnig_chr_II.g5434.t1	2	2
II.g5095.t1__Cnig_chr_II.g5435.t1	14	3
II.g5096.t2__Cnig_chr_II.g5436.t2	50	37
II.g5097.t2__Cnig_chr_II.g5437.t1	973	961
II.g5098.t1__Cnig_chr_II.g5438.t3	1416	1427
II.g5100.t2__Cnig_chr_II.g5439.t2	112	109
II.g5101.t1__Cnig_chr_II.g5440.t1	108	104
II.g5102.t1__Cnig_chr_II.g5441.t1	124	126
II.g5103.t1__Cnig_chr_II.g5442.t3	281	283
II.g5104.t3__Cnig_chr_II.g5443.t2	93	129
II.g5106.t1__Cnig_chr_II.g5444.t1	6875	6889
II.g5107.t1__Cnig_chr_II.g5445.t2	16	18
II.g5108.t1__Cnig_chr_II.g5446.t1	32	31
II.g5114.t1__Cnig_chr_II.g5448.t1	34	3
II.g5115.t1__Cnig_chr_II.g5449.t2	197	167
II.g5117.t2__Cnig_chr_II.g5450.t1	79	78
II.g5118.t1__Cnig_chr_II.g5451.t1	2	2
II.g5119.t1__Cnig_chr_II.g5452.t1	27	26
II.g5120.t1__Cnig_chr_II.g5453.t3	4	4
II.g5121.t1__Cnig_chr_II.g5454.t1	281	280
II.g5122.t1__Cnig_chr_II.g5455.t1	85	81
II.g5123.t1__Cnig_chr_II.g5456.t1	80	81
II.g5124.t3__Cnig_chr_II.g5457.t2	120	126
II.g5125.t1__Cnig_chr_II.g5458.t1	57	58
II.g5126.t1__Cnig_chr_II.g5459.t2	251	254
II.g5127.t2__Cnig_chr_II.g5460.t1	131	129
II.g5128.t2__Cnig_chr_II.g5462.t1	942	588
II.g5129.t2__Cnig_chr_II.g5463.t1	405	414
II.g5130.t1__Cnig_chr_II.g5464.t1	298	271
II.g5131.t1__Cnig_chr_II.g5465.t1	297	288
II.g5132.t1__Cnig_chr_II.g5466.t1	968	969
II.g5133.t2__Cnig_chr_II.g5467.t1	124	124
II.g5135.t2__Cnig_chr_II.g5468.t1	1750	1748
II.g5136.t1__Cnig_chr_II.g5470.t1	199	199
II.g5139.t1__Cnig_chr_II.g5471.t1	37	167
II.g5141.t1__Cnig_chr_II.g5472.t1	41	40
II.g5142.t1__Cnig_chr_II.g5473.t1	1	1
II.g5143.t1__Cnig_chr_II.g5474.t2	49	25
II.g5144.t1__Cnig_chr_II.g5476.t1	68	70
II.g5145.t1__Cnig_chr_II.g5477.t2	235	408
II.g5146.t1__Cnig_chr_II.g5478.t1	913	921
II.g5147.t1__Cnig_chr_II.g5479.t1	29	30
II.g5149.t1__Cnig_chr_II.g5483.t1	4	4
II.g5151.t1__Cnig_chr_II.g5484.t1	22	22
II.g5152.t1__Cnig_chr_II.g5485.t6	247	166
II.g5153.t1__Cnig_chr_II.g5486.t1	75	74
II.g5154.t2__Cnig_chr_II.g5489.t3	511	275
II.g5155.t1__Cnig_chr_II.g5488.t1	64	64
II.g5156.t1__Cnig_chr_II.g5490.t1	148	144
II.g5157.t1__Cnig_chr_II.g5491.t2	103	100
II.g5158.t1__Cnig_chr_II.g5492.t1	169	168
II.g5159.t1__Cnig_chr_II.g5493.t1	198	197
II.g5160.t1__Cnig_chr_II.g5494.t1	350	349
II.g5161.t1__Cnig_chr_II.g5495.t1	189	178
II.g5162.t1__Cnig_chr_II.g5496.t1	10	10
II.g5163.t3__Cnig_chr_II.g5497.t1	68	67
II.g5166.t1__Cnig_chr_II.g5501.t1	603	654
II.g5168.t1__Cnig_chr_II.g5502.t1	1191	785
II.g5169.t1__Cnig_chr_II.g5503.t1	4014	4008
II.g5170.t1__Cnig_chr_II.g5504.t1	168	160
II.g5171.t3__Cnig_chr_II.g5505.t2	839	829
II.g5172.t1__Cnig_chr_II.g5506.t1	225	220
II.g5173.t1__Cnig_chr_II.g5507.t1	581	580
II.g5174.t1__Cnig_chr_II.g5508.t1	123	124
II.g5175.t2__Cnig_chr_II.g5509.t1	131	131
II.g5177.t1__Cnig_chr_II.g5510.t3	11	12
II.g5178.t1__Cnig_chr_II.g5511.t3	17	14
II.g5179.t2__Cnig_chr_II.g5512.t1	147	131
II.g5180.t1__Cnig_chr_II.g5513.t1	159	163
II.g5181.t1__Cnig_chr_II.g5514.t1	25	26
II.g5182.t1__Cnig_chr_II.g5515.t1	698	667
II.g5183.t1__Cnig_chr_II.g5516.t1	269	265
II.g5188.t1__Cnig_chr_II.g5518.t1	223	208
II.g5189.t1__Cnig_chr_II.g5519.t1	849	858
II.g5190.t2__Cnig_chr_II.g5520.t1	49	49
II.g5191.t1__Cnig_chr_II.g5521.t1	610	606
II.g5192.t1__Cnig_chr_II.g5522.t1	253	239
II.g5193.t1__Cnig_chr_II.g5523.t1	302	280
II.g5194.t1__Cnig_chr_II.g5526.t1	666	652
II.g5195.t1__Cnig_chr_II.g5527.t1	481	479
II.g5196.t2__Cnig_chr_II.g5528.t2	110	107
II.g5197.t1__Cnig_chr_II.g5529.t1	196	188
II.g5199.t1__Cnig_chr_II.g5530.t1	45	45
II.g5200.t1__Cnig_chr_II.g5531.t1	307	314
II.g5201.t2__Cnig_chr_II.g5532.t1	174	168
II.g5203.t1__Cnig_chr_II.g5536.t1	7609	7537
II.g5204.t1__Cnig_chr_II.g5538.t1	148	146
II.g5205.t1__Cnig_chr_II.g5539.t1	884	884
II.g5206.t1__Cnig_chr_II.g5540.t1	118	118
II.g5207.t1__Cnig_chr_II.g5541.t1	423	423
II.g5209.t4__Cnig_chr_II.g5542.t2	685	685
II.g5210.t4__Cnig_chr_II.g5545.t2	481	474
II.g5211.t1__Cnig_chr_II.g5546.t1	77	74
II.g5212.t2__Cnig_chr_II.g5547.t2	209	206
II.g5213.t2__Cnig_chr_II.g5548.t1	115	15
II.g5214.t2__Cnig_chr_II.g5550.t2	100	95
II.g5215.t1__Cnig_chr_II.g5551.t1	525	587
II.g5216.t1__Cnig_chr_II.g5552.t1	423	434
II.g5217.t1__Cnig_chr_II.g5553.t3	267	265
II.g5219.t1__Cnig_chr_II.g5554.t2	111	118
II.g5220.t1__Cnig_chr_II.g5555.t2	53	52
II.g5221.t3__Cnig_chr_II.g5556.t1	6	6
II.g5222.t2__Cnig_chr_II.g5558.t1	29	28
II.g5223.t1__Cnig_chr_II.g5559.t1	62	63
II.g5224.t1__Cnig_chr_II.g5560.t1	17	16
II.g5225.t1__Cnig_chr_II.g5563.t1	538	482
II.g5227.t1__Cnig_chr_II.g5564.t1	23	28
II.g5229.t2__Cnig_chr_II.g5565.t1	593	594
II.g5230.t1__Cnig_chr_II.g5566.t1	206	205
II.g5231.t1__Cnig_chr_II.g5567.t1	98	103
II.g5232.t1__Cnig_chr_II.g5568.t1	78	78
II.g5233.t1__Cnig_chr_II.g5569.t1	5	4
II.g5235.t1__Cnig_chr_II.g5570.t1	28	27
II.g5236.t1__Cnig_chr_II.g5573.t1	2	5
II.g5239.t1__Cnig_chr_II.g5577.t2	748	361
II.g5240.t1__Cnig_chr_II.g5578.t1	128	126
II.g5241.t2__Cnig_chr_II.g5579.t3	303	379
II.g5243.t1__Cnig_chr_II.g5580.t1	188	186
II.g5244.t1__Cnig_chr_II.g5582.t1	1476	1446
II.g5245.t1__Cnig_chr_II.g5584.t1	19	19
II.g5246.t1__Cnig_chr_II.g5585.t2	12	14
II.g5248.t1__Cnig_chr_II.g5586.t1	481	480
II.g5249.t1__Cnig_chr_II.g5587.t1	83	85
II.g5250.t1__Cnig_chr_II.g5588.t1	108	108
II.g5251.t1__Cnig_chr_II.g5590.t1	196	194
II.g5252.t2__Cnig_chr_II.g5591.t1	294	290
II.g5253.t1__Cnig_chr_II.g5592.t1	33	31
II.g5254.t1__Cnig_chr_II.g5593.t1	55	56
II.g5255.t1__Cnig_chr_II.g5594.t2	2	3
II.g5256.t2__Cnig_chr_II.g5596.t1	5549	5534
II.g5257.t1__Cnig_chr_II.g5598.t1	68	66
II.g5258.t1__Cnig_chr_II.g5599.t1	3	3
II.g5259.t2__Cnig_chr_II.g5600.t2	106	103
II.g5260.t1__Cnig_chr_II.g5601.t2	223	229
II.g5261.t1__Cnig_chr_II.g5602.t1	26	27
II.g5262.t1__Cnig_chr_II.g5603.t1	584	585
II.g5263.t1__Cnig_chr_II.g5604.t1	58	42
II.g5264.t3__Cnig_chr_II.g5605.t3	1085	1076
II.g5265.t1__Cnig_chr_II.g5606.t1	28	24
II.g5266.t1__Cnig_chr_II.g5607.t1	92	100
II.g5267.t2__Cnig_chr_II.g5608.t1	507	507
II.g5268.t1__Cnig_chr_II.g5609.t2	135	136
II.g5269.t1__Cnig_chr_II.g5610.t1	644	641
II.g5270.t2__Cnig_chr_II.g5611.t1	1388	1377
II.g5271.t1__Cnig_chr_II.g5612.t3	585	576
II.g5272.t1__Cnig_chr_II.g5613.t1	75	69
II.g5273.t1__Cnig_chr_II.g5614.t1	568	496
II.g5274.t1__Cnig_chr_II.g5615.t1	742	742
II.g5275.t1__Cnig_chr_II.g5616.t1	5331	5241
II.g5276.t1__Cnig_chr_II.g5617.t1	71	70
II.g5277.t1__Cnig_chr_II.g5618.t1	1835	1830
II.g5278.t1__Cnig_chr_II.g5619.t1	745	744
II.g5281.t1__Cnig_chr_II.g5620.t3	100	97
II.g5282.t1__Cnig_chr_II.g5623.t1	920	1162
II.g5283.t1__Cnig_chr_II.g5624.t1	559	558
II.g5284.t1__Cnig_chr_II.g5625.t1	53	56
II.g5285.t2__Cnig_chr_II.g5626.t2	60	45
II.g5287.t3__Cnig_chr_II.g5628.t2	66	63
II.g5288.t3__Cnig_chr_II.g5630.t3	111	130
II.g5290.t2__Cnig_chr_II.g5632.t1	987	988
II.g5291.t1__Cnig_chr_II.g5633.t2	734	721
II.g5292.t1__Cnig_chr_II.g5634.t3	8	35
II.g5293.t1__Cnig_chr_II.g5635.t1	129	118
II.g5298.t2__Cnig_chr_II.g5639.t3	106	165
II.g5299.t1__Cnig_chr_II.g5640.t1	73	67
II.g5305.t1__Cnig_chr_II.g5644.t1	14	9
II.g5306.t1__Cnig_chr_II.g5645.t1	1006	991
II.g5307.t2__Cnig_chr_II.g5646.t1	63	63
II.g5308.t2__Cnig_chr_II.g5648.t1	8	9
II.g5309.t1__Cnig_chr_II.g5649.t2	207	186
II.g5310.t1__Cnig_chr_II.g5650.t1	806	799
II.g5311.t1__Cnig_chr_II.g5651.t1	75	80
II.g5312.t1__Cnig_chr_II.g5652.t3	16	15
II.g5313.t4__Cnig_chr_II.g5654.t2	23	21
II.g5316.t1__Cnig_chr_II.g5656.t1	180	180
II.g5317.t1__Cnig_chr_II.g5657.t1	9	9
II.g5321.t1__Cnig_chr_II.g5659.t1	95	94
II.g5323.t1__Cnig_chr_II.g5660.t1	661	675
II.g5325.t1__Cnig_chr_II.g5661.t1	181	6
II.g5327.t1__Cnig_chr_II.g5663.t1	20	22
II.g5328.t1__Cnig_chr_II.g5664.t1	9	11
II.g5329.t1__Cnig_chr_II.g5665.t1	148	148
II.g5330.t1__Cnig_chr_II.g5666.t1	82	82
II.g5331.t3__Cnig_chr_II.g5667.t2	45	84
II.g5332.t1__Cnig_chr_II.g5668.t2	8	8
II.g5333.t1__Cnig_chr_II.g5669.t1	17	16
II.g5334.t1__Cnig_chr_II.g5670.t1	1	0
II.g5335.t2__Cnig_chr_II.g5672.t1	103	95
II.g5336.t1__Cnig_chr_II.g5673.t1	102	98
II.g5337.t1__Cnig_chr_II.g5674.t1	30	28
II.g5338.t1__Cnig_chr_II.g5675.t1	6	37
II.g5339.t2__Cnig_chr_II.g5679.t1	157	156
II.g5340.t1__Cnig_chr_II.g5680.t1	476	480
II.g5341.t2__Cnig_chr_II.g5681.t1	103	113
II.g5342.t2__Cnig_chr_II.g5682.t1	180	186
II.g5343.t3__Cnig_chr_II.g5683.t1	2837	2308
II.g5346.t1__Cnig_chr_II.g5685.t1	1501	3538
II.g5349.t3__Cnig_chr_II.g5688.t3	88	74
II.g5350.t1__Cnig_chr_II.g5689.t1	116	110
II.g5351.t1__Cnig_chr_II.g5690.t1	225	244
II.g5352.t1__Cnig_chr_II.g5691.t1	182	183
II.g5353.t1__Cnig_chr_II.g5692.t1	420	420
II.g5354.t1__Cnig_chr_II.g5693.t1	233	229
II.g5355.t1__Cnig_chr_II.g5694.t1	274	272
II.g5356.t1__Cnig_chr_II.g5695.t2	208	205
II.g5357.t1__Cnig_chr_II.g5696.t2	191	195
II.g5358.t3__Cnig_chr_II.g5697.t1	481	341
II.g5359.t1__Cnig_chr_II.g5703.t2	106	96
II.g5360.t1__Cnig_chr_II.g5704.t1	39	27
II.g5361.t1__Cnig_chr_II.g5705.t1	4	3
II.g5363.t1__Cnig_chr_II.g5706.t1	196	193
II.g5364.t1__Cnig_chr_II.g5707.t1	300	303
II.g5367.t1__Cnig_chr_II.g5710.t1	303	305
II.g5368.t1__Cnig_chr_II.g5711.t1	146	147
II.g5369.t1__Cnig_chr_II.g5712.t1	1	4
II.g5370.t1__Cnig_chr_II.g5713.t2	14	13
II.g5371.t3__Cnig_chr_II.g5715.t3	716	720
II.g5372.t1__Cnig_chr_II.g5716.t2	849	817
II.g5374.t1__Cnig_chr_II.g5717.t1	8	30
II.g5375.t1__Cnig_chr_II.g5718.t1	589	589
II.g5376.t1__Cnig_chr_II.g5719.t1	369	366
II.g5377.t1__Cnig_chr_II.g5720.t1	698	157
II.g5378.t1__Cnig_chr_II.g5721.t1	144	139
II.g5379.t1__Cnig_chr_II.g5723.t1	31	29
II.g5380.t1__Cnig_chr_II.g5724.t1	57	55
II.g5381.t1__Cnig_chr_II.g5725.t1	2	2
II.g5382.t2__Cnig_chr_II.g5726.t2	15	15
II.g5383.t1__Cnig_chr_II.g5728.t1	78	77
II.g5384.t1__Cnig_chr_II.g5729.t2	113	113
II.g5385.t1__Cnig_chr_II.g5730.t2	15	14
II.g5386.t2__Cnig_chr_II.g5731.t1	39	31
II.g5387.t2__Cnig_chr_II.g5732.t1	12	11
II.g5388.t1__Cnig_chr_II.g5733.t1	337	329
II.g5389.t1__Cnig_chr_II.g5735.t1	1091	1078
II.g5390.t1__Cnig_chr_II.g5736.t1	32	33
II.g5391.t2__Cnig_chr_II.g5737.t1	36	38
II.g5392.t2__Cnig_chr_II.g5739.t1	8	19
II.g5394.t1__Cnig_chr_II.g5740.t1	14	14
II.g5396.t1__Cnig_chr_II.g5742.t1	556	477
II.g5397.t1__Cnig_chr_II.g5743.t1	62	55
II.g5398.t1__Cnig_chr_II.g5744.t1	122	125
II.g5399.t1__Cnig_chr_II.g5753.t1	66	67
II.g5401.t1__Cnig_chr_II.g5755.t1	192	183
II.g5402.t1__Cnig_chr_II.g5757.t2	154	154
II.g5403.t1__Cnig_chr_II.g5758.t1	151	151
II.g5404.t1__Cnig_chr_II.g5759.t1	203	202
II.g5405.t1__Cnig_chr_II.g5760.t1	147	143
II.g5406.t1__Cnig_chr_II.g5761.t1	290	289
II.g5407.t1__Cnig_chr_II.g5762.t1	538	535
II.g5408.t2__Cnig_chr_II.g5763.t2	504	489
II.g5409.t1__Cnig_chr_II.g5764.t1	891	891
II.g5410.t1__Cnig_chr_II.g5765.t2	141	139
II.g5411.t1__Cnig_chr_II.g5766.t1	209	206
II.g5412.t1__Cnig_chr_II.g5767.t1	70	68
II.g5413.t1__Cnig_chr_II.g5769.t1	441	439
II.g5414.t1__Cnig_chr_II.g5770.t1	51	51
II.g5415.t1__Cnig_chr_II.g5771.t2	217	217
II.g5416.t1__Cnig_chr_II.g5772.t1	56	53
II.g5417.t1__Cnig_chr_II.g5773.t2	219	218
II.g5418.t2__Cnig_chr_II.g5774.t1	618	623
II.g5419.t1__Cnig_chr_II.g5775.t1	537	534
II.g5420.t1__Cnig_chr_II.g5776.t1	243	241
II.g5421.t1__Cnig_chr_II.g5777.t1	414	385
II.g5422.t1__Cnig_chr_II.g5778.t1	121	120
II.g5423.t3__Cnig_chr_II.g5779.t1	28	19
II.g5424.t2__Cnig_chr_II.g5780.t2	480	431
II.g5425.t1__Cnig_chr_II.g5782.t1	4	4
II.g5426.t2__Cnig_chr_II.g5785.t2	35	6
II.g5428.t1__Cnig_chr_II.g5786.t1	433	426
II.g5430.t1__Cnig_chr_II.g5787.t1	121	119
II.g5433.t1__Cnig_chr_II.g5789.t1	16	17
II.g5434.t3__Cnig_chr_II.g5791.t1	224	227
II.g5435.t1__Cnig_chr_II.g5792.t1	17	23
II.g5436.t1__Cnig_chr_II.g5793.t1	1388	1394
II.g5437.t1__Cnig_chr_II.g5794.t2	8	13
II.g5438.t2__Cnig_chr_II.g5795.t1	120	128
II.g5439.t1__Cnig_chr_II.g5796.t1	741	752
II.g5443.t1__Cnig_chr_II.g5800.t1	14	26
II.g5444.t3__Cnig_chr_II.g5801.t2	432	432
II.g5446.t1__Cnig_chr_II.g5802.t1	125	120
II.g5447.t1__Cnig_chr_II.g5803.t1	3864	3778
II.g5448.t1__Cnig_chr_II.g5804.t1	2051	2020
II.g5450.t3__Cnig_chr_II.g5805.t1	301	296
II.g5451.t1__Cnig_chr_II.g5807.t1	321	326
II.g5452.t1__Cnig_chr_II.g5808.t2	37	38
II.g5453.t1__Cnig_chr_II.g5809.t1	38	34
II.g5454.t3__Cnig_chr_II.g5810.t1	312	307
II.g5456.t3__Cnig_chr_II.g5811.t1	6223	6214
II.g5457.t3__Cnig_chr_II.g5812.t3	299	419
II.g5458.t1__Cnig_chr_II.g5814.t1	331	335
II.g5459.t2__Cnig_chr_II.g5815.t1	3640	3743
II.g5460.t1__Cnig_chr_II.g5816.t1	73	72
II.g5461.t1__Cnig_chr_II.g5817.t1	211	208
II.g5462.t2__Cnig_chr_II.g5818.t1	40	45
II.g5463.t3__Cnig_chr_II.g5819.t1	971	966
II.g5464.t1__Cnig_chr_II.g5820.t3	730	713
II.g5466.t1__Cnig_chr_II.g5822.t1	24	21
II.g5467.t1__Cnig_chr_II.g5823.t1	2195	2196
II.g5468.t3__Cnig_chr_II.g5824.t2	292	282
II.g5469.t1__Cnig_chr_II.g5825.t1	30	29
II.g5470.t1__Cnig_chr_II.g5826.t1	19	17
II.g5471.t1__Cnig_chr_II.g5827.t2	212	213
II.g5472.t1__Cnig_chr_II.g5828.t1	1048	1048
II.g5473.t1__Cnig_chr_II.g5829.t1	79	78
II.g5474.t1__Cnig_chr_II.g5830.t1	933	895
II.g5475.t1__Cnig_chr_II.g5831.t1	398	496
II.g5476.t1__Cnig_chr_II.g5832.t1	24	27
II.g5477.t1__Cnig_chr_II.g5833.t1	2	2
II.g5478.t1__Cnig_chr_II.g5834.t1	3	3
II.g5479.t2__Cnig_chr_II.g5836.t1	32	22
II.g5480.t1__Cnig_chr_II.g5838.t1	214	194
II.g5482.t2__Cnig_chr_II.g5840.t2	595	596
II.g5483.t1__Cnig_chr_II.g5841.t1	323	321
II.g5485.t1__Cnig_chr_II.g5844.t1	4	4
II.g5486.t1__Cnig_chr_II.g5845.t1	19	15
II.g5487.t1__Cnig_chr_II.g5846.t2	84	92
II.g5488.t1__Cnig_chr_II.g5847.t2	362	370
II.g5489.t1__Cnig_chr_II.g5848.t1	499	497
II.g5490.t1__Cnig_chr_II.g5849.t2	55	62
II.g5491.t1__Cnig_chr_II.g5850.t3	35	34
II.g5492.t1__Cnig_chr_II.g5851.t1	1233	1246
II.g5493.t1__Cnig_chr_II.g5852.t1	126	125
II.g5494.t1__Cnig_chr_II.g5853.t1	240	240
II.g5495.t1__Cnig_chr_II.g5854.t1	111	42
II.g5497.t2__Cnig_chr_II.g5855.t1	107	106
II.g5498.t2__Cnig_chr_II.g5856.t2	2	4
II.g5506.t1__Cnig_chr_II.g5857.t1	43	44
II.g5507.t1__Cnig_chr_II.g5858.t2	4	3
II.g5508.t1__Cnig_chr_II.g5859.t2	120	120
II.g5509.t2__Cnig_chr_II.g5862.t2	32	35
II.g5514.t2__Cnig_chr_II.g5874.t1	27	53
II.g5518.t1__Cnig_chr_II.g5875.t1	1360	1389
II.g5519.t1__Cnig_chr_II.g5877.t1	13	16
II.g5520.t1__Cnig_chr_II.g5878.t1	354	359
II.g5521.t2__Cnig_chr_II.g5879.t2	482	476
II.g5522.t3__Cnig_chr_II.g5880.t1	587	584
II.g5523.t1__Cnig_chr_II.g5881.t3	137	134
II.g5524.t2__Cnig_chr_II.g5882.t1	84	89
II.g5525.t2__Cnig_chr_II.g5883.t1	121	126
II.g5526.t1__Cnig_chr_II.g5884.t1	165	169
II.g5528.t1__Cnig_chr_II.g5886.t1	555	550
