gene_id	HF3_Cbr	HF3_Cni
I.g3768.t1__Cnig_chr_I.g3787.t1	870	339
I.g3769.t1__Cnig_chr_I.g3790.t1	179	73
I.g3770.t1__Cnig_chr_I.g3789.t1	15	5
I.g3772.t1__Cnig_chr_I.g3791.t1	7313	6889
I.g3773.t1__Cnig_chr_I.g3793.t2	1422	853
I.g3774.t1__Cnig_chr_I.g3795.t1	28	7
I.g3777.t1__Cnig_chr_I.g3800.t1	1356	847
I.g3779.t1__Cnig_chr_I.g3798.t1	387	585
I.g3782.t1__Cnig_chr_I.g3796.t1	0	0
I.g3783.t2__Cnig_chr_I.g3802.t1	6	4
I.g3784.t1__Cnig_chr_I.g3804.t1	18	16
I.g3785.t1__Cnig_chr_I.g3805.t1	1	1
I.g3786.t1__Cnig_chr_I.g3807.t1	7608	4421
I.g3788.t1__Cnig_chr_I.g3809.t2	77	15
I.g3789.t2__Cnig_chr_I.g3810.t1	21	3
I.g3790.t1__Cnig_chr_I.g3811.t1	18545	17137
I.g3791.t3__Cnig_chr_I.g3812.t1	2974	2858
I.g3792.t1__Cnig_chr_I.g3813.t1	2545	5014
I.g3793.t4__Cnig_chr_I.g3816.t2	692	108
I.g3794.t1__Cnig_chr_I.g3817.t3	911	109
I.g3796.t1__Cnig_chr_I.g3819.t1	71	64
I.g3799.t1__Cnig_chr_I.g3823.t1	149	318
I.g3800.t1__Cnig_chr_I.g3828.t1	3826	15
I.g3801.t1__Cnig_chr_I.g3825.t1	961	2759
I.g3802.t2__Cnig_chr_I.g3826.t1	4	8
I.g3803.t2__Cnig_chr_I.g3829.t1	1275	1560
I.g3804.t1__Cnig_chr_I.g3830.t2	3373	7319
I.g3805.t1__Cnig_chr_I.g3831.t1	1717	4004
I.g3806.t1__Cnig_chr_I.g3832.t1	5	10
I.g3807.t1__Cnig_chr_I.g3833.t1	186	270
I.g3809.t3__Cnig_chr_I.g3834.t3	2156	891
I.g3810.t1__Cnig_chr_I.g3836.t1	2840	6603
I.g3811.t2__Cnig_chr_I.g3837.t2	784	785
I.g3812.t1__Cnig_chr_I.g3840.t1	2	0
I.g3813.t3__Cnig_chr_I.g3841.t3	1167	915
I.g3814.t2__Cnig_chr_I.g3842.t1	92	10
I.g3815.t3__Cnig_chr_I.g3843.t1	6862	4755
I.g3816.t3__Cnig_chr_I.g3844.t1	62	58
I.g3817.t1__Cnig_chr_I.g3845.t2	18	29
I.g3818.t1__Cnig_chr_I.g3846.t1	224	121
I.g3819.t3__Cnig_chr_I.g3847.t3	410	235
I.g3820.t1__Cnig_chr_I.g3848.t2	102	81
I.g3822.t1__Cnig_chr_I.g3849.t1	14389	10486
I.g3823.t1__Cnig_chr_I.g3850.t1	61	76
I.g3824.t1__Cnig_chr_I.g3851.t1	5414	4823
I.g3826.t1__Cnig_chr_I.g3854.t1	809	824
I.g3828.t1__Cnig_chr_I.g3855.t1	2994	3143
I.g3829.t1__Cnig_chr_I.g3856.t1	4693	3887
I.g3830.t2__Cnig_chr_I.g3857.t1	2196	1244
I.g3831.t1__Cnig_chr_I.g3858.t1	12932	4294
I.g3832.t1__Cnig_chr_I.g3859.t1	41	18
I.g3833.t4__Cnig_chr_I.g3860.t1	309	57
I.g3834.t1__Cnig_chr_I.g3861.t1	6	2
I.g3835.t1__Cnig_chr_I.g3862.t1	2519	1074
I.g3836.t1__Cnig_chr_I.g3863.t1	3423	1727
I.g3837.t1__Cnig_chr_I.g3864.t2	2794	1792
I.g3838.t3__Cnig_chr_I.g3865.t1	2826	939
I.g3839.t1__Cnig_chr_I.g3867.t1	894	709
I.g3840.t1__Cnig_chr_I.g3915.t1	3587	2647
I.g3841.t1__Cnig_chr_I.g3914.t1	3673	1695
I.g3842.t1__Cnig_chr_I.g3913.t2	3437	1202
I.g3843.t2__Cnig_chr_I.g3912.t1	336	190
I.g3844.t1__Cnig_chr_I.g3909.t1	2012	368
I.g3845.t2__Cnig_chr_I.g3910.t1	45	20
I.g3846.t2__Cnig_chr_I.g3907.t1	9432	2593
I.g3847.t4__Cnig_chr_I.g3905.t1	3315	3
I.g3848.t2__Cnig_chr_I.g3904.t1	1044	947
I.g3849.t1__Cnig_chr_I.g3903.t1	3234	1138
I.g3850.t1__Cnig_chr_I.g3902.t1	1272	541
I.g3851.t1__Cnig_chr_I.g3901.t3	4218	3363
I.g3852.t1__Cnig_chr_I.g3900.t1	2644	785
I.g3853.t1__Cnig_chr_I.g3899.t1	786	476
I.g3854.t1__Cnig_chr_I.g3898.t1	580	488
I.g3855.t1__Cnig_chr_I.g3897.t1	2169	1215
I.g3856.t1__Cnig_chr_I.g3896.t1	63	52
I.g3857.t2__Cnig_chr_I.g3895.t2	546	374
I.g3858.t3__Cnig_chr_I.g3890.t2	359	3
I.g3859.t1__Cnig_chr_I.g3889.t2	11	1
I.g3860.t1__Cnig_chr_I.g3888.t2	40	34
I.g3861.t1__Cnig_chr_I.g3887.t1	30	9
I.g3862.t1__Cnig_chr_I.g3886.t2	74	10
I.g3863.t1__Cnig_chr_I.g3885.t2	72	58
I.g3864.t2__Cnig_chr_I.g3884.t2	299	303
I.g3865.t1__Cnig_chr_I.g3883.t1	27	13
I.g3867.t2__Cnig_chr_I.g3882.t1	13	18
I.g3869.t1__Cnig_chr_I.g3880.t2	20	13
I.g3872.t2__Cnig_chr_I.g3966.t1	289	521
I.g3873.t1__Cnig_chr_I.g3965.t1	2	2
I.g3874.t1__Cnig_chr_I.g3964.t1	1	8
I.g3875.t1__Cnig_chr_I.g3963.t1	2	3
I.g3876.t1__Cnig_chr_I.g3962.t1	24	9
I.g3877.t1__Cnig_chr_I.g3961.t1	80	66
I.g3878.t1__Cnig_chr_I.g3960.t1	1724	1677
I.g3879.t1__Cnig_chr_I.g3959.t1	1166	1211
I.g3880.t1__Cnig_chr_I.g3958.t1	8	39
I.g3881.t1__Cnig_chr_I.g3957.t1	2559	2338
I.g3882.t2__Cnig_chr_I.g3956.t1	45837	52753
I.g3883.t1__Cnig_chr_I.g3955.t1	150	301
I.g3884.t1__Cnig_chr_I.g3954.t1	851	1289
I.g3885.t1__Cnig_chr_I.g3953.t1	2116	2548
I.g3886.t1__Cnig_chr_I.g3952.t2	1106	1048
I.g3887.t1__Cnig_chr_I.g3951.t1	729	507
I.g3888.t1__Cnig_chr_I.g3950.t1	430	292
I.g3889.t1__Cnig_chr_I.g3949.t1	2378	2071
I.g3892.t1__Cnig_chr_I.g3948.t1	3	0
I.g3893.t1__Cnig_chr_I.g3946.t1	283	879
I.g3894.t1__Cnig_chr_I.g3944.t2	27	16
I.g3895.t2__Cnig_chr_I.g3943.t1	13	4
I.g3899.t1__Cnig_chr_I.g3941.t1	1589	1725
I.g3901.t1__Cnig_chr_I.g3940.t1	3	0
I.g3902.t1__Cnig_chr_I.g3939.t1	2	0
I.g3903.t1__Cnig_chr_I.g3938.t1	29	21
I.g3904.t1__Cnig_chr_I.g3937.t1	39	37
I.g3905.t1__Cnig_chr_I.g3936.t2	19	32
I.g3906.t1__Cnig_chr_I.g3934.t2	2575	2296
I.g3907.t1__Cnig_chr_I.g3933.t1	3757	2364
I.g3908.t1__Cnig_chr_I.g3932.t2	262	138
I.g3909.t1__Cnig_chr_I.g3931.t1	31	7
I.g3911.t2__Cnig_chr_I.g3930.t2	139	45
I.g3912.t1__Cnig_chr_I.g3929.t1	141	67
I.g3913.t1__Cnig_chr_I.g3928.t1	1473	839
I.g3914.t1__Cnig_chr_I.g3927.t1	5084	2985
I.g3915.t1__Cnig_chr_I.g3926.t1	3188	2518
I.g3916.t1__Cnig_chr_I.g3925.t1	404	311
I.g3917.t2__Cnig_chr_I.g3924.t1	528	287
I.g3918.t1__Cnig_chr_I.g3923.t2	12	9
I.g3919.t1__Cnig_chr_I.g3921.t1	1803	1592
I.g3920.t1__Cnig_chr_I.g3920.t1	19929	17598
I.g3921.t1__Cnig_chr_I.g3919.t1	6808	4882
I.g3922.t1__Cnig_chr_I.g3917.t1	3	1
I.g3923.t2__Cnig_chr_I.g3916.t1	148	138
I.g3924.t2__Cnig_chr_I.g3870.t2	6872	5665
I.g3925.t1__Cnig_chr_I.g3871.t1	11710	7843
I.g3926.t1__Cnig_chr_I.g3872.t1	3	3
I.g698.t1__Cnig_chr_I.g174.t2	12	19
I.g702.t1__Cnig_chr_I.g158.t3	239	157
I.g703.t1__Cnig_chr_I.g156.t1	1932	1643
I.g705.t1__Cnig_chr_I.g155.t1	681	1134
I.g707.t3__Cnig_chr_I.g154.t4	4226	3102
I.g713.t2__Cnig_chr_I.g113.t2	194	59
I.g720.t1__Cnig_chr_I.g111.t1	718	736
I.g721.t1__Cnig_chr_I.g110.t1	2773	4019
I.g722.t1__Cnig_chr_I.g109.t1	129	269
I.g723.t1__Cnig_chr_I.g107.t1	2	1
I.g724.t1__Cnig_chr_I.g106.t1	7955	7432
I.g725.t2__Cnig_chr_I.g105.t1	186	170
I.g726.t1__Cnig_chr_I.g104.t2	5740	5371
I.g727.t2__Cnig_chr_I.g103.t1	1205	687
I.g728.t3__Cnig_chr_I.g102.t2	19	86
I.g729.t1__Cnig_chr_I.g101.t1	184	165
I.g730.t1__Cnig_chr_I.g100.t1	0	0
I.g732.t1__Cnig_chr_I.g99.t1	476	1539
I.g733.t1__Cnig_chr_I.g98.t1	1221	862
I.g734.t1__Cnig_chr_I.g97.t1	1762	1701
I.g735.t2__Cnig_chr_I.g96.t1	21	17
I.g736.t1__Cnig_chr_I.g91.t1	1276	978
I.g737.t1__Cnig_chr_I.g89.t1	2982	3310
I.g738.t2__Cnig_chr_I.g88.t2	2458	2999
I.g739.t1__Cnig_chr_I.g87.t2	0	3
I.g740.t1__Cnig_chr_I.g86.t2	29	30
I.g742.t1__Cnig_chr_I.g82.t1	683	566
I.g743.t1__Cnig_chr_I.g81.t1	29206	34914
I.g744.t1__Cnig_chr_I.g80.t1	2989	2355
I.g748.t2__Cnig_chr_I.g2068.t1	6746	7240
I.g749.t1__Cnig_chr_I.g592.t1	3943	3151
I.g757.t1__Cnig_chr_I.g175.t2	6	1
I.g760.t1__Cnig_chr_I.g178.t1	6	3
I.g764.t2__Cnig_chr_I.g202.t1	11	19
I.g765.t1__Cnig_chr_I.g203.t1	1131	1084
I.g767.t2__Cnig_chr_I.g208.t1	1019	800
I.g769.t1__Cnig_chr_I.g210.t1	106	91
I.g770.t3__Cnig_chr_I.g211.t3	27	26
I.g771.t1__Cnig_chr_I.g212.t1	1206	1182
I.g772.t1__Cnig_chr_I.g213.t1	13614	17133
I.g773.t1__Cnig_chr_I.g214.t1	135	98
I.g774.t2__Cnig_chr_I.g215.t2	2443	2202
I.g775.t1__Cnig_chr_I.g216.t1	648	1895
I.g778.t1__Cnig_chr_I.g219.t1	504	1154
I.g779.t1__Cnig_chr_I.g222.t1	2810	3398
I.g780.t1__Cnig_chr_I.g223.t1	336	182
I.g781.t1__Cnig_chr_I.g224.t1	90	138
I.g783.t1__Cnig_chr_I.g226.t3	22	85
I.g788.t2__Cnig_chr_I.g235.t4	422	457
I.g789.t1__Cnig_chr_I.g236.t1	3	1
I.g790.t3__Cnig_chr_I.g237.t1	12	0
I.g794.t1__Cnig_chr_I.g242.t1	131	402
I.g795.t1__Cnig_chr_I.g243.t1	11	7
I.g796.t2__Cnig_chr_I.g244.t3	5665	5834
I.g797.t2__Cnig_chr_I.g245.t2	2477	1735
I.g798.t1__Cnig_chr_I.g246.t1	86	22
I.g801.t1__Cnig_chr_I.g250.t1	3	7
I.g804.t1__Cnig_chr_I.g263.t2	2743	1926
I.g807.t2__Cnig_chr_I.g264.t1	1	0
I.g808.t2__Cnig_chr_I.g267.t1	1	2
I.g813.t1__Cnig_chr_I.g274.t1	2	12
I.g818.t2__Cnig_chr_I.g289.t1	4591	3257
I.g821.t1__Cnig_chr_I.g294.t2	2349	1325
I.g822.t1__Cnig_chr_I.g295.t1	3194	3007
I.g823.t3__Cnig_chr_I.g296.t2	2372	2085
I.g827.t1__Cnig_chr_I.g303.t1	62	179
I.g829.t1__Cnig_chr_I.g302.t2	42	3979
I.g830.t1__Cnig_chr_I.g301.t2	2	2
I.g833.t2__Cnig_chr_I.g300.t2	16	100
I.g840.t1__Cnig_chr_I.g311.t2	1658	1105
I.g841.t2__Cnig_chr_I.g309.t1	73	161
I.g842.t1__Cnig_chr_I.g308.t2	1166	1366
I.g843.t1__Cnig_chr_I.g306.t1	1	1
I.g844.t5__Cnig_chr_I.g305.t3	19	14
I.g847.t1__Cnig_chr_I.g317.t1	2363	1622
I.g848.t1__Cnig_chr_I.g318.t1	219	45
I.g849.t1__Cnig_chr_I.g320.t1	14	7
I.g851.t1__Cnig_chr_I.g335.t1	178	135
I.g852.t1__Cnig_chr_I.g336.t1	5398	3706
I.g853.t1__Cnig_chr_I.g337.t1	114957	121553
I.g857.t1__Cnig_chr_I.g339.t1	5850	4244
I.g863.t1__Cnig_chr_I.g342.t3	52	19
I.g865.t1__Cnig_chr_I.g346.t1	282	508
I.g866.t1__Cnig_chr_I.g347.t3	8	24
I.g870.t1__Cnig_chr_I.g352.t3	3	2
I.g871.t1__Cnig_chr_I.g356.t3	269	463
I.g873.t1__Cnig_chr_I.g357.t3	72	69
I.g874.t1__Cnig_chr_I.g358.t1	101	47
I.g875.t1__Cnig_chr_I.g359.t3	933	256
I.g878.t1__Cnig_chr_I.g362.t1	2470	1716
I.g879.t1__Cnig_chr_I.g363.t1	18	41
I.g880.t1__Cnig_chr_I.g364.t1	3	1
I.g881.t1__Cnig_chr_I.g365.t1	0	2
I.g884.t3__Cnig_chr_I.g369.t2	106	32
I.g885.t1__Cnig_chr_I.g370.t1	1	0
I.g886.t1__Cnig_chr_I.g371.t1	5	8
I.g887.t2__Cnig_chr_I.g374.t1	1	3
I.g888.t2__Cnig_chr_I.g375.t1	2193	1070
I.g891.t1__Cnig_chr_I.g377.t1	747	850
I.g892.t1__Cnig_chr_I.g378.t1	876	257
I.g894.t1__Cnig_chr_I.g379.t2	337	714
I.g895.t2__Cnig_chr_I.g380.t1	95	29
I.g896.t1__Cnig_chr_I.g381.t2	1179	964
I.g897.t2__Cnig_chr_I.g382.t1	4310	3356
I.g898.t1__Cnig_chr_I.g383.t1	330	427
I.g899.t1__Cnig_chr_I.g385.t1	59	23
I.g900.t1__Cnig_chr_I.g384.t1	2	1
I.g902.t1__Cnig_chr_I.g386.t1	19	68
I.g905.t2__Cnig_chr_I.g390.t1	47	6
I.g907.t1__Cnig_chr_I.g392.t3	715	351
I.g908.t1__Cnig_chr_I.g394.t2	6	8
I.g909.t1__Cnig_chr_I.g396.t1	22	10
I.g910.t3__Cnig_chr_I.g398.t3	6	12
I.g911.t1__Cnig_chr_I.g399.t1	15	15
I.g912.t1__Cnig_chr_I.g400.t1	15	10
I.g913.t1__Cnig_chr_I.g401.t1	0	0
I.g914.t1__Cnig_chr_I.g402.t1	3	22
I.g915.t1__Cnig_chr_I.g403.t1	852	554
I.g916.t1__Cnig_chr_I.g405.t1	3325	2215
I.g917.t1__Cnig_chr_I.g406.t1	10145	7072
I.g918.t1__Cnig_chr_I.g407.t1	1573	827
I.g919.t3__Cnig_chr_I.g408.t1	21	4
I.g920.t1__Cnig_chr_I.g411.t1	15090	20408
I.g924.t1__Cnig_chr_I.g413.t1	263	160
I.g925.t2__Cnig_chr_I.g416.t1	560	177
I.g928.t1__Cnig_chr_I.g419.t1	11981	18587
I.g929.t1__Cnig_chr_I.g420.t1	9	3
I.g933.t1__Cnig_chr_I.g425.t1	1397	1070
I.g941.t1__Cnig_chr_I.g431.t3	812	1081
I.g942.t1__Cnig_chr_I.g430.t1	202	256
I.g943.t1__Cnig_chr_I.g429.t1	960	385
I.g944.t1__Cnig_chr_I.g428.t2	4	2
I.g947.t3__Cnig_chr_I.g433.t1	129	202
I.g948.t1__Cnig_chr_I.g436.t1	515	265
I.g949.t1__Cnig_chr_I.g437.t1	609	289
I.g950.t3__Cnig_chr_I.g438.t1	89	109
I.g951.t1__Cnig_chr_I.g439.t1	7	14
I.g952.t1__Cnig_chr_I.g440.t2	31	32
I.g953.t2__Cnig_chr_I.g442.t1	579	1202
I.g954.t1__Cnig_chr_I.g443.t1	564	292
I.g955.t3__Cnig_chr_I.g444.t1	7	0
I.g956.t1__Cnig_chr_I.g445.t1	163	394
I.g960.t1__Cnig_chr_I.g450.t1	2633	1052
I.g962.t2__Cnig_chr_I.g451.t1	132	568
I.g963.t1__Cnig_chr_I.g452.t1	6326	5073
I.g964.t2__Cnig_chr_I.g453.t1	833	995
I.g965.t2__Cnig_chr_I.g454.t1	190	1312
I.g966.t3__Cnig_chr_I.g455.t2	3990	9668
I.g969.t2__Cnig_chr_I.g456.t3	0	0
I.g970.t1__Cnig_chr_I.g457.t1	616	2657
I.g972.t1__Cnig_chr_I.g459.t1	279	133
I.g973.t1__Cnig_chr_I.g460.t1	880	1174
I.g974.t1__Cnig_chr_I.g461.t1	1312	1823
I.g975.t1__Cnig_chr_I.g463.t2	265	323
I.g976.t1__Cnig_chr_I.g464.t2	542	1014
I.g977.t1__Cnig_chr_I.g465.t1	460	426
I.g978.t1__Cnig_chr_I.g466.t1	10	8
I.g979.t2__Cnig_chr_I.g467.t1	2	2
I.g980.t3__Cnig_chr_I.g469.t1	1133	1115
I.g981.t1__Cnig_chr_I.g470.t1	2576	3546
I.g982.t1__Cnig_chr_I.g471.t1	4130	4850
I.g984.t1__Cnig_chr_I.g473.t1	14951	17033
I.g985.t1__Cnig_chr_I.g474.t2	43	24
I.g988.t1__Cnig_chr_I.g478.t2	500	1940
I.g989.t1__Cnig_chr_I.g479.t1	421	420
I.g991.t1__Cnig_chr_I.g482.t3	130	98
I.g993.t3__Cnig_chr_I.g486.t2	14	2
I.g994.t2__Cnig_chr_I.g487.t3	8	29
I.g996.t1__Cnig_chr_I.g488.t1	2303	2625
I.g997.t1__Cnig_chr_I.g489.t2	5	27
I.g998.t1__Cnig_chr_I.g490.t1	524	602
I.g999.t1__Cnig_chr_I.g491.t1	120	147
II.g3927.t1__Cnig_chr_II.g3973.t1	2838	2139
II.g3928.t1__Cnig_chr_II.g3974.t1	1742	1789
II.g3929.t1__Cnig_chr_II.g3976.t2	8	4
II.g3930.t1__Cnig_chr_II.g3977.t1	378	218
II.g3931.t1__Cnig_chr_II.g3978.t1	1892	1071
II.g3932.t1__Cnig_chr_II.g3979.t1	373	309
II.g3933.t1__Cnig_chr_II.g3980.t1	911	688
II.g3934.t1__Cnig_chr_II.g3981.t1	477	492
II.g3935.t1__Cnig_chr_II.g3982.t1	1548	646
II.g3936.t1__Cnig_chr_II.g3984.t2	6	1
II.g3937.t1__Cnig_chr_II.g3985.t1	30	26
II.g3938.t1__Cnig_chr_II.g3986.t1	2265	1832
II.g3939.t1__Cnig_chr_II.g3987.t1	6045	7007
II.g3940.t1__Cnig_chr_II.g3988.t1	1319	1546
II.g3941.t1__Cnig_chr_II.g3989.t1	985	996
II.g3942.t1__Cnig_chr_II.g3990.t1	840	719
II.g3943.t1__Cnig_chr_II.g3991.t1	24	49
II.g3945.t2__Cnig_chr_II.g3992.t1	69	82
II.g3946.t2__Cnig_chr_II.g3994.t1	0	0
II.g3947.t1__Cnig_chr_II.g3995.t2	7	0
II.g3951.t1__Cnig_chr_II.g4000.t1	763	2559
II.g3952.t3__Cnig_chr_II.g4001.t2	5730	6276
II.g3953.t1__Cnig_chr_II.g4002.t1	53	23
II.g3954.t1__Cnig_chr_II.g4003.t1	72	45
II.g3955.t3__Cnig_chr_II.g4005.t1	23	15
II.g3956.t2__Cnig_chr_II.g4006.t1	222	102
II.g3957.t1__Cnig_chr_II.g4008.t3	660	213
II.g3958.t2__Cnig_chr_II.g4009.t1	33	21
II.g3959.t3__Cnig_chr_II.g4010.t2	79	25
II.g3960.t1__Cnig_chr_II.g4011.t2	16	11
II.g3961.t1__Cnig_chr_II.g4012.t1	146	70
II.g3962.t1__Cnig_chr_II.g4013.t2	11	91
II.g3964.t1__Cnig_chr_II.g4014.t1	351	126
II.g3965.t1__Cnig_chr_II.g4015.t1	10	2
II.g3966.t1__Cnig_chr_II.g4016.t1	7	80
II.g3967.t1__Cnig_chr_II.g4017.t1	0	2
II.g3968.t1__Cnig_chr_II.g4018.t1	22	9
II.g3969.t1__Cnig_chr_II.g4019.t1	0	0
II.g3970.t1__Cnig_chr_II.g4020.t1	4	0
II.g3971.t1__Cnig_chr_II.g4021.t1	7	2
II.g3973.t1__Cnig_chr_II.g4022.t1	5	8
II.g3974.t1__Cnig_chr_II.g4024.t1	23	14
II.g3976.t1__Cnig_chr_II.g4027.t1	0	0
II.g3977.t1__Cnig_chr_II.g4028.t1	0	0
II.g3978.t1__Cnig_chr_II.g4029.t1	0	0
II.g3979.t1__Cnig_chr_II.g4030.t1	4	1
II.g3980.t1__Cnig_chr_II.g4031.t1	2	2
II.g3981.t2__Cnig_chr_II.g4032.t1	197	125
II.g3982.t2__Cnig_chr_II.g4033.t1	28	8
II.g3983.t1__Cnig_chr_II.g4034.t1	27	5
II.g3984.t1__Cnig_chr_II.g4035.t2	64	31
II.g3985.t1__Cnig_chr_II.g4036.t1	1508	1138
II.g3986.t1__Cnig_chr_II.g4037.t1	11280	6808
II.g3987.t1__Cnig_chr_II.g4038.t1	1613	1254
II.g3988.t1__Cnig_chr_II.g4039.t2	2170	1787
II.g3989.t1__Cnig_chr_II.g4041.t1	664	622
II.g3993.t1__Cnig_chr_II.g4046.t3	1	0
II.g3994.t1__Cnig_chr_II.g4047.t1	5	1
II.g3997.t2__Cnig_chr_II.g4050.t1	2049	1145
II.g3998.t3__Cnig_chr_II.g4051.t1	20814	16554
II.g3999.t1__Cnig_chr_II.g4053.t1	56	56
II.g4000.t1__Cnig_chr_II.g4054.t1	0	0
II.g4002.t1__Cnig_chr_II.g4057.t1	2018	1408
II.g4003.t1__Cnig_chr_II.g4059.t1	15	9
II.g4004.t2__Cnig_chr_II.g4062.t1	1568	645
II.g4005.t1__Cnig_chr_II.g4063.t2	2290	1041
II.g4006.t2__Cnig_chr_II.g4064.t1	7277	4560
II.g4007.t1__Cnig_chr_II.g4065.t2	3169	1441
II.g4008.t1__Cnig_chr_II.g4066.t1	19	12
II.g4009.t1__Cnig_chr_II.g4067.t2	3134	1399
II.g4010.t1__Cnig_chr_II.g4068.t1	142	92
II.g4012.t1__Cnig_chr_II.g4069.t1	15	16
II.g4013.t1__Cnig_chr_II.g4070.t1	0	4
II.g4014.t1__Cnig_chr_II.g4071.t1	27	20
II.g4015.t2__Cnig_chr_II.g4072.t1	0	0
II.g4016.t3__Cnig_chr_II.g4074.t1	3	2
II.g4018.t1__Cnig_chr_II.g4075.t1	609	609
II.g4019.t1__Cnig_chr_II.g4076.t2	31	50
II.g4021.t1__Cnig_chr_II.g4077.t1	193	389
II.g4022.t1__Cnig_chr_II.g4078.t1	4360	4507
II.g4023.t1__Cnig_chr_II.g4079.t1	797	676
II.g4024.t1__Cnig_chr_II.g4080.t1	2425	498
II.g4025.t2__Cnig_chr_II.g4081.t1	1159	1571
II.g4027.t1__Cnig_chr_II.g4083.t1	5	1
II.g4028.t1__Cnig_chr_II.g4085.t1	1617	1665
II.g4029.t1__Cnig_chr_II.g4087.t1	3759	3766
II.g4030.t1__Cnig_chr_II.g4110.t1	421	399
II.g4031.t1__Cnig_chr_II.g4111.t1	301	435
II.g4032.t1__Cnig_chr_II.g4112.t1	913	724
II.g4033.t1__Cnig_chr_II.g4113.t1	1699	2441
II.g4034.t1__Cnig_chr_II.g4114.t1	286	406
II.g4035.t1__Cnig_chr_II.g4115.t1	515	710
II.g4036.t1__Cnig_chr_II.g4116.t1	202	214
II.g4038.t3__Cnig_chr_II.g4118.t3	1121	1747
II.g4040.t1__Cnig_chr_II.g4119.t1	128	84
II.g4041.t1__Cnig_chr_II.g4120.t1	591	352
II.g4042.t3__Cnig_chr_II.g4121.t1	37	123
II.g4045.t1__Cnig_chr_II.g4123.t1	5	0
II.g4046.t2__Cnig_chr_II.g4142.t1	24	0
II.g4047.t2__Cnig_chr_II.g4139.t3	1011	299
II.g4048.t1__Cnig_chr_II.g4140.t2	63	53
II.g4049.t1__Cnig_chr_II.g4137.t3	0	0
II.g4050.t1__Cnig_chr_II.g4136.t1	1	8
II.g4051.t2__Cnig_chr_II.g4134.t1	231	171
II.g4052.t1__Cnig_chr_II.g4133.t1	30	12
II.g4053.t1__Cnig_chr_II.g4132.t3	2005	1612
II.g4054.t2__Cnig_chr_II.g4131.t1	1004	556
II.g4056.t1__Cnig_chr_II.g4130.t1	1967	2398
II.g4057.t2__Cnig_chr_II.g4129.t1	214	70
II.g4058.t2__Cnig_chr_II.g4128.t1	585	1276
II.g4063.t2__Cnig_chr_II.g4127.t1	1067	1243
II.g4066.t1__Cnig_chr_II.g4126.t1	6	0
II.g4069.t2__Cnig_chr_II.g4125.t1	50	57
II.g4070.t1__Cnig_chr_II.g4124.t1	127	79
II.g4071.t1__Cnig_chr_II.g4156.t1	774	218
II.g4073.t3__Cnig_chr_II.g4152.t1	7	25
II.g4074.t2__Cnig_chr_II.g4151.t1	112	154
II.g4077.t1__Cnig_chr_II.g4148.t1	3	2
II.g4080.t1__Cnig_chr_II.g4145.t1	15	34
II.g4082.t1__Cnig_chr_II.g4144.t1	13171	24574
II.g4084.t1__Cnig_chr_II.g4143.t1	13	12
II.g4085.t1__Cnig_chr_II.g4160.t1	54	513
II.g4086.t2__Cnig_chr_II.g4161.t2	93	206
II.g4087.t1__Cnig_chr_II.g4162.t1	2	2
II.g4088.t1__Cnig_chr_II.g4163.t1	2	3
II.g4089.t2__Cnig_chr_II.g4164.t3	4	2
II.g4090.t1__Cnig_chr_II.g4165.t1	0	5
II.g4091.t1__Cnig_chr_II.g4166.t1	2252	2267
II.g4092.t1__Cnig_chr_II.g4167.t1	1	5
II.g4093.t2__Cnig_chr_II.g4168.t3	773	1791
II.g4094.t2__Cnig_chr_II.g4169.t1	2029	1205
II.g4095.t3__Cnig_chr_II.g4170.t1	36	19
II.g4096.t1__Cnig_chr_II.g4173.t2	80	59
II.g4099.t1__Cnig_chr_II.g4198.t1	0	0
II.g4100.t2__Cnig_chr_II.g4197.t1	198	51
II.g4101.t1__Cnig_chr_II.g4196.t3	752	310
II.g4103.t1__Cnig_chr_II.g4193.t2	66	24
II.g4104.t1__Cnig_chr_II.g4192.t2	0	1
II.g4106.t1__Cnig_chr_II.g4188.t2	126	49
II.g4108.t3__Cnig_chr_II.g4187.t2	235	142
II.g4109.t1__Cnig_chr_II.g4186.t1	2791	1447
II.g4110.t1__Cnig_chr_II.g4185.t1	163	43
II.g4112.t3__Cnig_chr_II.g4184.t2	1894	1119
II.g4113.t1__Cnig_chr_II.g4183.t1	0	1
II.g4115.t1__Cnig_chr_II.g4182.t1	7	4
II.g4116.t1__Cnig_chr_II.g4181.t2	967	256
II.g4117.t2__Cnig_chr_II.g4180.t1	2	1
II.g4118.t1__Cnig_chr_II.g4177.t1	1	0
II.g4123.t1__Cnig_chr_II.g4218.t1	1240	656
II.g4127.t2__Cnig_chr_II.g4224.t1	1	1
II.g4128.t1__Cnig_chr_II.g4225.t1	0	3
II.g4130.t1__Cnig_chr_II.g4229.t1	4	16
II.g4132.t2__Cnig_chr_II.g4174.t2	1	0
II.g4134.t3__Cnig_chr_II.g4243.t1	1405	2218
II.g4136.t1__Cnig_chr_II.g4244.t2	266	1362
II.g4138.t1__Cnig_chr_II.g4201.t1	3402	3012
II.g4139.t1__Cnig_chr_II.g4202.t1	2814	1542
II.g4140.t1__Cnig_chr_II.g4203.t2	662	313
II.g4141.t1__Cnig_chr_II.g4204.t2	1415	1798
II.g4142.t1__Cnig_chr_II.g4205.t1	763	374
II.g4143.t1__Cnig_chr_II.g4206.t1	2069	1438
