seq1,seq2,dn,ds
III.g7452.t1,Cnig_chr_III.g8389.t1,0.0144391318023,0.241530348691
V.g16776.t1,Cnig_chr_V.g19810.t3,0.00451715656013,0.141478672335
I.g1944.t2,Cnig_chr_I.g1546.t1,0.00879016800779,0.0690363020801
I.g2013.t1,Cnig_chr_I.g1654.t2,0.0053309401861,0.117082346602
I.g2778.t1,Cnig_chr_I.g2390.t1,0.00815342703018,0.103835148065
V.g16806.t1,Cnig_chr_V.g19840.t1,0.0105301754324,0.192372518519
IV.g10624.t1,Cnig_chr_IV.g12208.t1,0.0209567560719,0.290218473176
III.g8796.t1,Cnig_chr_III.g10072.t2,4.36519785346e-12,0.0436961042166
IV.g12057.t1,Cnig_chr_IV.g14005.t2,0.0171879020245,0.174936673488
I.g1909.t1,Cnig_chr_I.g1512.t1,9.13970847714e-12,0.0826417191161
X.g18925.t2,Cnig_chr_X.g22588.t3,0.00510439249517,0.161021427839
IV.g12353.t2,Cnig_chr_IV.g14340.t2,0.0799041731884,0.196113576286
V.g18406.t1,Cnig_chr_V.g21956.t4,0.00514458064722,0.201172717775
III.g8117.t1,Cnig_chr_III.g9351.t1,0.0353327144714,0.22450822616
III.g9986.t2,Cnig_chr_III.g11430.t1,2.27336144506e-11,0.201917971135
I.g703.t1,Cnig_chr_I.g156.t1,0.0237753775951,0.234806746174
III.g9249.t2,Cnig_chr_III.g10585.t3,0.00866804030441,0.100751400278
V.g17173.t1,Cnig_chr_V.g20239.t2,0.00397375969164,0.143777378059
X.g19574.t1,Cnig_chr_X.g23345.t1,0.0330962944038,0.272665014244
II.g6083.t2,Cnig_chr_II.g6467.t2,0.0299832988119,0.143393428647
V.g16425.t1,Cnig_chr_V.g19450.t1,0.022239256636,0.152026581335
IV.g11015.t3,Cnig_chr_IV.g12746.t2,0.0678084451228,0.250998886004
V.g16426.t1,Cnig_chr_V.g19451.t1,0.0699567893801,0.215514620434
III.g10328.t1,Cnig_chr_III.g11921.t1,0.00469749503301,0.11408855701
I.g840.t1,Cnig_chr_I.g311.t2,0.00932546004391,0.266580840997
III.g10401.t2,Cnig_chr_III.g11879.t3,0.0111904547998,0.196697131358
IV.g12711.t1,Cnig_chr_IV.g14738.t1,0.0041972927249,0.105965856181
III.g9527.t2,Cnig_chr_III.g10882.t3,0.0281910135933,0.18508245543
V.g16570.t2,Cnig_chr_V.g19604.t3,0.00840161325634,0.2014286452
IV.g13738.t1,Cnig_chr_IV.g16119.t3,0.0227015482992,0.324602447873
V.g13941.t1,Cnig_chr_V.g16396.t1,0.0181701886018,0.151654872894
I.g2678.t1,Cnig_chr_I.g2270.t1,0.0396346568954,0.16983342545
V.g16357.t1,Cnig_chr_V.g19371.t1,0.00938546905089,0.134920251456
IV.g13429.t1,Cnig_chr_IV.g15675.t1,0.00237668576561,0.183984329232
III.g8617.t1,Cnig_chr_III.g9866.t1,0.040536220749,0.211342300073
II.g7091.t1,Cnig_chr_II.g7963.t2,0.0640606009142,0.310709826969
I.g2680.t1,Cnig_chr_I.g2272.t2,0.00557794382811,0.127075929271
I.g2348.t1,Cnig_chr_I.g1976.t2,0.0356855116348,0.186682546742
V.g14117.t1,Cnig_chr_V.g16636.t1,0.0125642154324,0.154362305138
II.g4208.t1,Cnig_chr_II.g4307.t1,1.61097985865e-11,0.131161943271
IV.g11210.t1,Cnig_chr_IV.g13099.t1,0.0372042059497,0.106679104226
I.g892.t1,Cnig_chr_I.g378.t1,0.0202003526113,0.231038703717
I.g1873.t1,Cnig_chr_I.g1485.t1,0.0153770887918,0.100212229485
III.g7812.t1,Cnig_chr_III.g8798.t1,0.0142407298918,0.275070313421
V.g18220.t1,Cnig_chr_V.g21654.t1,0.00624658938364,0.280184661723
IV.g12876.t1,Cnig_chr_IV.g14945.t2,0.104483555328,0.305039289602
II.g5874.t2,Cnig_chr_II.g6258.t2,0.00860687460509,0.202928924177
X.g20918.t1,Cnig_chr_X.g24843.t1,0.00819182947682,0.273889221183
V.g15832.t1,Cnig_chr_V.g18790.t1,0.0497713495953,0.236113988422
III.g8647.t2,Cnig_chr_III.g9899.t2,0.00335004399281,0.0604099205524
IV.g12300.t1,Cnig_chr_IV.g14286.t1,0.110043333729,0.224511143585
I.g2998.t2,Cnig_chr_I.g2631.t2,0.0155282477611,0.223484640576
I.g891.t1,Cnig_chr_I.g377.t1,0.0165093511953,0.214073124251
I.g2018.t1,Cnig_chr_I.g1649.t1,0.0042787886049,0.124953092663
V.g16801.t2,Cnig_chr_V.g19834.t1,0.0164050878314,0.123809950396
V.g15831.t1,Cnig_chr_V.g18789.t2,0.0610717915491,0.243752648504
I.g1971.t3,Cnig_chr_I.g1572.t1,0.0288075089187,0.173994743914
V.g16302.t1,Cnig_chr_V.g19314.t1,0.0482915643048,0.250819359976
II.g6210.t1,Cnig_chr_II.g6628.t2,0.0664375683154,0.274590814697
III.g7587.t1,Cnig_chr_III.g8573.t4,0.019603683463,0.26240837708
V.g18269.t1,Cnig_chr_V.g21738.t2,0.0492337262078,0.320545808867
II.g6211.t1,Cnig_chr_II.g6629.t1,0.0350278038746,0.197023217963
II.g7289.t1,Cnig_chr_II.g8227.t1,0.0659524479012,0.210654917611
X.g18523.t1,Cnig_chr_X.g22172.t1,0.01096221092,0.158123465944
II.g7288.t2,Cnig_chr_II.g8226.t1,0.0024067760334,0.197641773201
III.g7491.t1,Cnig_chr_III.g8434.t3,0.0281671382124,0.148997211565
X.g20523.t1,Cnig_chr_X.g24410.t1,1.05029407102e-11,0.0899591332549
IV.g13503.t1,Cnig_chr_IV.g15801.t1,0.040954983318,0.117374160827
III.g7852.t1,Cnig_chr_III.g8855.t1,0.097607820663,0.35132211196
I.g781.t1,Cnig_chr_I.g224.t1,0.0329680245862,0.198596116947
I.g1591.t1,Cnig_chr_I.g1201.t1,0.00933595126736,0.152032976963
IV.g13500.t2,Cnig_chr_IV.g15799.t2,0.0520546895568,0.324060159219
V.g16482.t1,Cnig_chr_V.g19510.t2,0.0179091711505,0.182726154091
III.g8405.t1,Cnig_chr_III.g9679.t3,0.215297860693,0.439055590718
II.g4392.t1,Cnig_chr_II.g4575.t1,0.0276475209733,0.190709578455
I.g2803.t1,Cnig_chr_I.g2417.t3,0.00334656361232,0.124373718164
I.g2150.t1,Cnig_chr_I.g1741.t1,0.0360083093897,0.117080660747
III.g9299.t1,Cnig_chr_III.g10640.t1,0.00937271046663,0.108841843736
II.g6471.t1,Cnig_chr_II.g6777.t1,0.00601277608553,0.197953875436
II.g4892.t1,Cnig_chr_II.g5230.t1,0.00296016097859,0.128608719923
IV.g11426.t1,Cnig_chr_IV.g13354.t2,0.0027035564331,0.189262301468
V.g14355.t1,Cnig_chr_V.g16965.t1,0.249755885085,0.389069708758
X.g18839.t1,Cnig_chr_X.g22502.t1,0.00771764601078,0.169227828361
V.g14357.t1,Cnig_chr_V.g16963.t1,0.00307043185555,0.212053924983
X.g18840.t2,Cnig_chr_X.g22503.t1,0.209854933529,0.644805519312
IV.g13728.t1,Cnig_chr_IV.g16090.t1,0.0306703197805,0.241124052649
II.g5772.t1,Cnig_chr_II.g6145.t1,0.00322293507578,0.0806867946293
X.g19023.t1,Cnig_chr_X.g22713.t1,0.00574703890277,0.214076317569
X.g18657.t1,Cnig_chr_X.g22319.t1,0.0126290882761,0.108710771991
X.g20083.t1,Cnig_chr_X.g23966.t1,0.0203863849255,0.235128025103
III.g9001.t1,Cnig_chr_III.g10272.t1,0.00774396709039,0.098440207857
IV.g11273.t1,Cnig_chr_IV.g13171.t1,0.00738967815001,0.202857971126
II.g4873.t1,Cnig_chr_II.g5210.t1,0.00482812675888,0.14452857526
II.g4750.t1,Cnig_chr_II.g5071.t1,0.0148202329174,0.162432763838
III.g7866.t1,Cnig_chr_III.g8900.t1,0.0167441429058,0.324303769982
II.g4596.t1,Cnig_chr_II.g4895.t1,0.0396344004157,0.253820065761
V.g16190.t1,Cnig_chr_V.g19186.t1,0.00444509179955,0.200945235748
I.g1725.t1,Cnig_chr_I.g1337.t1,0.00713709506161,0.142431969429
II.g4675.t2,Cnig_chr_II.g5008.t1,0.0374464596438,0.209469332504
V.g15470.t1,Cnig_chr_V.g18423.t1,2.31976064869e-11,0.231703064559
II.g6825.t1,Cnig_chr_II.g7398.t3,0.23975610192,0.469305352868
IV.g12330.t1,Cnig_chr_IV.g14313.t1,0.00108213154492,0.105794372232
I.g1643.t3,Cnig_chr_I.g1251.t2,0.0777057390368,0.132545648814
V.g15472.t1,Cnig_chr_V.g18425.t1,0.00669991425697,0.191301167082
X.g20536.t1,Cnig_chr_X.g24327.t1,0.00431517903084,0.273405715914
IV.g12298.t1,Cnig_chr_IV.g14282.t1,0.0277731990256,0.211850432356
I.g2721.t1,Cnig_chr_I.g2314.t1,0.0459854803264,0.0827546191498
X.g18901.t1,Cnig_chr_X.g22565.t1,0.164016144313,0.171079829558
II.g6824.t1,Cnig_chr_II.g7397.t1,0.216136406373,0.49320390864
X.g18902.t2,Cnig_chr_X.g22566.t3,0.0482231230619,0.1930491712
II.g5401.t1,Cnig_chr_II.g5755.t1,0.102063821177,0.112294648196
IV.g12274.t1,Cnig_chr_IV.g14245.t1,0.0163903194378,0.122080827346
II.g5962.t1,Cnig_chr_II.g6348.t1,0.0051579183803,0.114833858669
X.g21844.t1,Cnig_chr_X.g25907.t1,0.0125835665519,0.256547656217
III.g10366.t1,Cnig_chr_III.g11846.t1,0.0191335319451,0.212393024483
I.g1890.t1,Cnig_chr_I.g1596.t1,0.0166118048046,0.117589399846
II.g5999.t1,Cnig_chr_II.g6381.t1,0.0110640948601,0.165510351927
I.g1887.t1,Cnig_chr_I.g1592.t2,0.0529368774289,0.126156405015
IV.g12113.t1,Cnig_chr_IV.g14061.t1,0.0134888045793,0.103064082539
II.g5567.t1,Cnig_chr_II.g5925.t3,9.40573893309e-12,0.0760714628066
I.g2819.t1,Cnig_chr_I.g2431.t1,0.033233036693,0.128753635839
V.g17411.t3,Cnig_chr_V.g20502.t1,0.048290000425,0.303977954515
V.g17050.t1,Cnig_chr_V.g20085.t1,0.0294193622275,0.246859168577
II.g3980.t1,Cnig_chr_II.g4031.t1,0.0461716594044,0.195232835149
X.g19076.t2,Cnig_chr_X.g22787.t1,0.00243707575848,0.0899142278813
I.g2810.t1,Cnig_chr_I.g2425.t1,0.0199946260542,0.103831975412
IV.g13556.t2,Cnig_chr_IV.g15871.t2,0.0639197316719,0.306418056173
I.g3774.t1,Cnig_chr_I.g3795.t1,0.0241741322751,0.260207273164
I.g2780.t1,Cnig_chr_I.g2392.t1,0.00801238820287,0.168391472944
III.g9550.t1,Cnig_chr_III.g10936.t1,0.00454896340838,0.29825195826
V.g15221.t1,Cnig_chr_V.g18100.t1,0.0280229354494,0.245374234066
V.g16701.t1,Cnig_chr_V.g19723.t1,0.00619842394264,0.143235734874
I.g3260.t1,Cnig_chr_I.g3033.t1,1.63706503301e-11,0.154400109343
I.g3265.t2,Cnig_chr_I.g3037.t1,0.0115142776511,0.267841585768
V.g15996.t3,Cnig_chr_V.g18956.t1,0.0110806744883,0.185294141307
II.g6114.t1,Cnig_chr_II.g6501.t2,0.00419264728697,0.132881101223
II.g6178.t1,Cnig_chr_II.g6587.t1,0.0108477508129,0.0372063067155
V.g17328.t3,Cnig_chr_V.g20408.t3,0.0259339508332,0.188788038534
V.g16722.t2,Cnig_chr_V.g19748.t2,0.01629621325,0.224342401954
II.g6161.t1,Cnig_chr_II.g6566.t3,0.0196962328731,0.236826668731
III.g10103.t1,Cnig_chr_III.g11560.t1,0.000725283513406,0.172607333713
I.g1331.t1,Cnig_chr_I.g903.t1,0.0136250728364,0.107680205039
I.g3263.t2,Cnig_chr_I.g3034.t1,0.0488110669283,0.25712976127
I.g3163.t1,Cnig_chr_I.g2829.t2,0.0318505985494,0.255617731592
IV.g11923.t1,Cnig_chr_IV.g13719.t2,0.00616238309236,0.150986666359
I.g1217.t1,Cnig_chr_I.g763.t1,0.0161997695021,0.185517728636
II.g6039.t2,Cnig_chr_II.g6421.t1,0.0120788259267,0.172471626873
V.g14226.t1,Cnig_chr_V.g16827.t3,0.00524004943861,0.260957944553
V.g14507.t1,Cnig_chr_V.g17117.t1,2.34823125904e-11,0.211608866635
X.g21982.t2,Cnig_chr_X.g26141.t3,0.0153370733983,0.452728592384
IV.g13107.t1,Cnig_chr_IV.g15146.t1,0.0149365040681,0.280763209781
X.g20721.t2,Cnig_chr_X.g24617.t1,0.0189905496224,0.262561251587
V.g18476.t1,Cnig_chr_V.g22044.t2,0.00279870315492,0.174566933918
I.g1645.t1,Cnig_chr_I.g1253.t2,0.00864450504066,0.105429501709
V.g18477.t1,Cnig_chr_V.g22045.t1,0.258820448589,0.356484061677
V.g18374.t1,Cnig_chr_V.g21928.t2,2.17855705931e-11,0.192317145484
IV.g13519.t1,Cnig_chr_IV.g15820.t1,0.0249708894965,0.2415643234
V.g14118.t2,Cnig_chr_V.g16637.t1,1.24567420075e-11,0.0913102541228
I.g3883.t1,Cnig_chr_I.g3955.t1,0.0231581659881,0.149229061755
V.g17368.t1,Cnig_chr_V.g20452.t1,0.439100162868,0.668399618792
V.g17367.t1,Cnig_chr_V.g20450.t1,0.0316282460826,0.0142382331278
II.g5540.t2,Cnig_chr_II.g5896.t1,0.0028778139061,0.0820113532607
III.g9417.t1,Cnig_chr_III.g10762.t1,0.0304861388436,0.166110436166
I.g821.t1,Cnig_chr_I.g294.t2,0.00595390806991,0.226341688896
IV.g12065.t1,Cnig_chr_IV.g14011.t1,0.0526433934238,0.171821397401
V.g18288.t1,Cnig_chr_V.g21765.t1,0.118162399855,0.418960453338
III.g9497.t1,Cnig_chr_III.g10855.t1,0.0149852563638,0.127221092318
III.g9416.t1,Cnig_chr_III.g10761.t1,0.016823248971,0.15385550129
III.g7500.t1,Cnig_chr_III.g8444.t1,0.0187881567855,0.0714619502832
III.g8369.t1,Cnig_chr_III.g9642.t1,0.00971703914912,0.150021301566
III.g9244.t1,Cnig_chr_III.g10580.t1,0.00514597820903,0.0661953356942
X.g18942.t1,Cnig_chr_X.g22608.t3,0.0123036708698,0.169984867007
V.g17094.t1,Cnig_chr_V.g20134.t2,0.023866116339,0.191703225283
III.g9445.t2,Cnig_chr_III.g10800.t3,0.00374345974236,0.158513023229
II.g4867.t1,Cnig_chr_II.g5204.t4,0.0167678152668,0.148051803045
II.g5864.t2,Cnig_chr_II.g6248.t1,0.00895446179917,0.198670794213
V.g16341.t1,Cnig_chr_V.g19354.t4,0.0203581041858,0.175165983499
II.g5444.t3,Cnig_chr_II.g5801.t2,0.00504544874515,0.118732529415
II.g7173.t1,Cnig_chr_II.g8083.t2,0.00805454913227,0.26313737441
IV.g12970.t1,Cnig_chr_IV.g15036.t3,0.0152240206423,0.219185967255
II.g5022.t1,Cnig_chr_II.g5358.t2,0.0422647624801,0.241729124645
I.g720.t1,Cnig_chr_I.g111.t1,0.0455359942698,0.160451829374
IV.g13740.t2,Cnig_chr_IV.g16121.t1,0.0151692333762,0.24451274538
III.g9360.t2,Cnig_chr_III.g10703.t1,1.6823047337e-11,0.156382159649
V.g17457.t1,Cnig_chr_V.g20556.t2,0.00413360561589,0.189333381864
III.g10203.t1,Cnig_chr_III.g11728.t1,0.073541176928,0.391056109525
V.g17293.t1,Cnig_chr_V.g20376.t1,0.145087418981,0.338871580238
V.g15979.t1,Cnig_chr_V.g18938.t1,0.0345065921558,0.187685011543
V.g18472.t2,Cnig_chr_V.g22039.t1,0.0142873608177,0.168116739893
I.g3622.t3,Cnig_chr_I.g3602.t1,0.00322486519666,0.300315180031
IV.g13480.t3,Cnig_chr_IV.g15754.t1,0.00239816639873,0.236395259501
V.g15748.t1,Cnig_chr_V.g18696.t2,0.040583700485,0.220835095833
II.g4489.t4,Cnig_chr_II.g4698.t2,0.00676713585076,0.134352917606
V.g15981.t1,Cnig_chr_V.g18939.t1,0.0461987304903,0.234111775979
V.g17484.t1,Cnig_chr_V.g20590.t1,0.0290906456234,0.262704644495
V.g15750.t1,Cnig_chr_V.g18697.t1,0.0398094061422,0.281579223423
IV.g10483.t1,Cnig_chr_IV.g12042.t1,0.0187621361008,0.105076097598
III.g8505.t1,Cnig_chr_III.g10185.t1,0.00506163313913,0.151771370604
IV.g11669.t1,Cnig_chr_IV.g13604.t1,0.00913595373946,0.157881146369
II.g5359.t1,Cnig_chr_II.g5703.t2,1.82652188295e-11,0.169914740373
IV.g10482.t1,Cnig_chr_IV.g12043.t1,0.0110807976437,0.152896957105
II.g5106.t1,Cnig_chr_II.g5444.t1,0.00325860149136,0.0519274794322
III.g10265.t1,Cnig_chr_III.g11770.t1,0.0103321130406,0.253092143913
V.g16607.t2,Cnig_chr_V.g19643.t1,0.0974256326775,0.241798630032
III.g7777.t2,Cnig_chr_III.g8841.t3,0.0220286517575,0.267522194485
I.g796.t2,Cnig_chr_I.g244.t3,0.0235244840485,0.213233507967
IV.g10433.t2,Cnig_chr_IV.g12115.t2,0.0581694984371,0.331341230627
I.g1729.t2,Cnig_chr_I.g1341.t1,0.213885656805,0.673544760926
IV.g12050.t1,Cnig_chr_IV.g13999.t1,0.00317615063918,0.104563039329
I.g870.t1,Cnig_chr_I.g352.t3,4.1946884716e-11,0.310084927604
II.g4983.t1,Cnig_chr_II.g5316.t2,0.0264013298852,0.302440242637
III.g8322.t1,Cnig_chr_III.g9592.t1,0.0103334572016,0.0513082082686
X.g20118.t2,Cnig_chr_X.g24004.t2,1.2493500766e-11,0.0974965768246
II.g6331.t1,Cnig_chr_II.g6753.t1,0.127474346975,0.470276939098
III.g8770.t1,Cnig_chr_III.g10037.t1,0.0130687062808,0.158805856562
X.g20972.t1,Cnig_chr_X.g24927.t1,0.0229855954819,0.232980390658
III.g10139.t1,Cnig_chr_III.g11621.t1,0.0411239265923,0.227876897139
II.g6456.t1,Cnig_chr_II.g6762.t1,0.0364969053169,0.188056031155
I.g2979.t1,Cnig_chr_I.g2605.t2,0.0147329830357,0.120818126984
I.g3904.t1,Cnig_chr_I.g3937.t1,0.0183388931077,0.155900308968
II.g5919.t1,Cnig_chr_II.g6304.t2,0.00727962039136,0.188907832599
IV.g11999.t1,Cnig_chr_IV.g13648.t1,0.0212319191054,0.0764466134758
IV.g11661.t1,Cnig_chr_IV.g13597.t2,0.00853670702969,0.0988644349059
III.g8683.t2,Cnig_chr_III.g9936.t1,0.0214661450319,0.181626936128
II.g5241.t2,Cnig_chr_II.g5579.t3,0.0236411646398,0.129473880775
III.g8776.t1,Cnig_chr_III.g10047.t1,0.0162991348288,0.0793206820271
IV.g11005.t1,Cnig_chr_IV.g12803.t1,0.0114902195561,0.197085663002
IV.g12216.t1,Cnig_chr_IV.g14174.t1,0.0515055841405,0.234427307612
I.g1703.t2,Cnig_chr_I.g1314.t1,0.00549893366452,0.0684804303283
III.g10021.t2,Cnig_chr_III.g11456.t1,0.00276359936077,0.131398927862
II.g4529.t1,Cnig_chr_II.g4746.t1,0.00201931417358,0.187744222609
III.g9704.t1,Cnig_chr_III.g10919.t1,0.00450081884797,0.164314661469
IV.g11787.t1,Cnig_chr_IV.g13866.t1,0.010640370206,0.208375456807
I.g737.t1,Cnig_chr_I.g89.t1,0.00384017177551,0.248733472907
X.g19041.t1,Cnig_chr_X.g22740.t1,0.0554948336681,0.527505033681
I.g1892.t2,Cnig_chr_I.g1599.t1,0.00654766645549,0.0822872112968
IV.g12725.t1,Cnig_chr_IV.g14753.t1,0.0285292363409,0.248351122903
IV.g10973.t1,Cnig_chr_IV.g12673.t1,0.00287255354102,0.1716222756
II.g5685.t1,Cnig_chr_II.g6048.t1,0.00733108640619,0.16351170042
II.g6972.t1,Cnig_chr_II.g7879.t2,0.341812910694,0.77354818795
I.g3431.t1,Cnig_chr_I.g3264.t2,0.0770420980514,0.193345957588
III.g8558.t1,Cnig_chr_III.g9805.t2,0.0114775210699,0.141279759128
I.g3530.t1,Cnig_chr_I.g3437.t3,0.0691808427868,0.234847841243
III.g8037.t1,Cnig_chr_III.g9278.t1,0.00885632914474,0.134826114209
X.g18805.t1,Cnig_chr_X.g22462.t1,0.0310589237149,0.331344152191
IV.g12681.t1,Cnig_chr_IV.g14707.t1,0.00806273825031,0.121600640828
I.g3226.t1,Cnig_chr_I.g2978.t2,0.0128596867453,0.247119517766
IV.g11729.t3,Cnig_chr_IV.g13927.t3,0.0102645619563,0.110342074625
II.g7108.t2,Cnig_chr_II.g7908.t1,0.00579763489835,0.193233620014
I.g1112.t2,Cnig_chr_I.g35.t2,0.0390047029701,0.24230701754
IV.g12682.t1,Cnig_chr_IV.g14708.t1,0.00612132630651,0.155121608269
IV.g13660.t1,Cnig_chr_IV.g16019.t1,0.0143020386685,0.187154000857
IV.g11542.t1,Cnig_chr_IV.g13482.t1,0.0218350167346,0.187705163969
I.g3227.t2,Cnig_chr_I.g2979.t1,0.0479757704097,0.296015974434
III.g9562.t1,Cnig_chr_III.g10946.t2,0.0251382105334,0.264066921524
III.g8073.t2,Cnig_chr_III.g9293.t3,0.0535611968392,0.322241539229
IV.g11948.t2,Cnig_chr_IV.g13691.t2,0.0126884850647,0.165076169813
IV.g12040.t1,Cnig_chr_IV.g13989.t1,0.0143083494137,0.156490563219
X.g19751.t1,Cnig_chr_X.g23640.t1,0.0112602748176,0.215205132412
IV.g11951.t1,Cnig_chr_IV.g13690.t2,0.0288167978696,0.212572988334
X.g19752.t1,Cnig_chr_X.g23641.t1,0.0101789934378,0.214605572349
III.g9269.t2,Cnig_chr_III.g10611.t2,0.0327874130605,0.119457319507
V.g14715.t1,Cnig_chr_V.g17406.t1,0.04340951915,0.32784255253
X.g20147.t1,Cnig_chr_X.g24039.t1,0.00929834889517,0.1586035919
I.g830.t1,Cnig_chr_I.g301.t2,0.0431539021778,0.288582524607
IV.g11993.t1,Cnig_chr_IV.g13650.t1,0.0223228889178,0.248320739871
I.g1920.t1,Cnig_chr_I.g1525.t1,0.0042461172672,0.104951326878
III.g9042.t1,Cnig_chr_III.g10338.t1,0.0470661098894,0.156294575156
II.g6033.t1,Cnig_chr_II.g6415.t1,0.00577290983105,0.107543689098
IV.g12223.t1,Cnig_chr_IV.g14180.t1,0.00467566038726,0.181552565785
II.g6156.t1,Cnig_chr_II.g6560.t1,0.0083841363718,0.205373477832
V.g15852.t1,Cnig_chr_V.g18807.t2,0.00571869196413,0.0985126480722
II.g6874.t1,Cnig_chr_II.g7491.t1,0.0023158378709,0.262472281896
I.g1923.t1,Cnig_chr_I.g1529.t1,0.0116576604848,0.0676530361837
I.g2004.t1,Cnig_chr_I.g1664.t1,0.0084692824523,0.152094404102
IV.g13237.t1,Cnig_chr_IV.g15265.t1,0.0655802552291,0.391816808266
IV.g13575.t1,Cnig_chr_IV.g15894.t3,0.0802904026729,0.431324094776
X.g20166.t1,Cnig_chr_X.g24056.t1,0.0107198958771,0.123676183434
I.g3738.t1,Cnig_chr_I.g3759.t1,0.00304586470775,0.152514955959
III.g8340.t1,Cnig_chr_III.g9612.t1,0.0105909846253,0.172770741748
I.g1032.t1,Cnig_chr_I.g531.t1,0.011158072159,0.336921326099
V.g14176.t3,Cnig_chr_V.g16732.t1,0.0517714520831,0.233260760096
X.g19017.t1,Cnig_chr_X.g22708.t1,0.015697734094,0.313316614276
IV.g11502.t1,Cnig_chr_IV.g13439.t2,0.00401572461014,0.172276663516
I.g2057.t1,Cnig_chr_I.g628.t1,0.0773495839191,0.286650574471
I.g1144.t2,Cnig_chr_I.g1613.t1,0.0425680419638,0.255704701121
I.g1036.t3,Cnig_chr_I.g534.t4,0.00370780027612,0.26879318433
I.g740.t1,Cnig_chr_I.g86.t2,0.00345515513434,0.207430466969
III.g9844.t1,Cnig_chr_III.g11235.t2,0.045211342771,0.264012531523
III.g8140.t1,Cnig_chr_III.g9379.t2,0.211375268711,0.711619757549
III.g8141.t1,Cnig_chr_III.g9380.t2,0.00558212428376,0.114437864037
I.g702.t1,Cnig_chr_I.g158.t3,0.0432710027275,0.198624498199
V.g16267.t1,Cnig_chr_V.g19277.t1,0.0113442469061,0.163145927125
II.g5562.t2,Cnig_chr_II.g5920.t2,0.0207674532925,0.129530298208
I.g2516.t1,Cnig_chr_I.g1989.t1,0.0229624791832,0.110760617061
I.g1313.t1,Cnig_chr_I.g878.t1,0.0083399087134,0.139093802637
II.g6102.t1,Cnig_chr_II.g6488.t2,0.0392976112058,0.186247067547
III.g9904.t1,Cnig_chr_III.g11317.t1,0.00736880612646,0.217816310277
V.g16868.t1,Cnig_chr_V.g19904.t1,0.0102332148241,0.0783974161332
I.g1405.t1,Cnig_chr_I.g1001.t1,6.76046588581e-12,0.0678437063084
V.g16266.t1,Cnig_chr_V.g19276.t1,0.067698478963,0.207135132735
III.g10235.t2,Cnig_chr_III.g11693.t1,0.0305406861309,0.210084655225
V.g14064.t2,Cnig_chr_V.g16571.t2,0.0656980913265,0.366081469282
IV.g10784.t2,Cnig_chr_IV.g12437.t1,0.0184364545546,0.181371067368
IV.g10437.t1,Cnig_chr_IV.g12090.t1,0.00438892413094,0.266513154438
I.g2078.t1,Cnig_chr_I.g1704.t1,0.00284585682979,0.132456868908
II.g6245.t1,Cnig_chr_II.g6672.t2,0.0243985675448,0.23997569389
I.g2077.t1,Cnig_chr_I.g1703.t1,0.00621050359539,0.125183650506
III.g8292.t1,Cnig_chr_III.g9557.t1,0.0445723688045,0.168126052656
IV.g10586.t1,Cnig_chr_IV.g12152.t1,0.023592421844,0.227016100494
X.g19522.t3,Cnig_chr_X.g23286.t3,0.0322388618321,0.396588561144
IV.g12790.t1,Cnig_chr_IV.g14838.t1,0.00683679927458,0.0687240190041
II.g4769.t1,Cnig_chr_II.g5089.t1,0.0397161591791,0.175194958432
V.g15347.t1,Cnig_chr_V.g18236.t1,6.75629320756e-12,0.0616181825655
IV.g12667.t1,Cnig_chr_IV.g14691.t1,1.20260647229e-11,0.0958693956687
IV.g12668.t1,Cnig_chr_IV.g14692.t2,0.173438534325,0.356859985173
III.g8958.t1,Cnig_chr_III.g10216.t2,0.0105377702263,0.180788687361
III.g8694.t1,Cnig_chr_III.g9949.t1,0.00353346185665,0.107243959663
III.g8957.t2,Cnig_chr_III.g10215.t1,0.0151691296214,0.228146650709
X.g19520.t1,Cnig_chr_X.g23284.t1,0.0871302039396,0.313757078282
III.g10211.t1,Cnig_chr_III.g11720.t2,0.0215414641228,0.244418727184
I.g3563.t3,Cnig_chr_I.g3486.t1,0.22607708969,0.532775793833
X.g18772.t1,Cnig_chr_X.g22429.t1,0.0198717231643,0.272788263074
III.g7647.t3,Cnig_chr_III.g8677.t3,0.03456061473,0.282998034651
I.g3173.t1,Cnig_chr_I.g2901.t1,0.00674197306781,0.161931433454
V.g16506.t1,Cnig_chr_V.g19539.t1,0.111179222635,0.299664175172
V.g17609.t2,Cnig_chr_V.g20744.t1,0.0123191944965,0.168816340133
I.g772.t1,Cnig_chr_I.g213.t1,0.0061249825298,0.0886352369955
V.g17151.t1,Cnig_chr_V.g20218.t1,0.0251973027107,0.208673627534
III.g8400.t1,Cnig_chr_III.g9673.t1,0.0275843827018,0.168075855987
IV.g13799.t1,Cnig_chr_IV.g16243.t1,0.00245349406254,0.143101678258
II.g4803.t1,Cnig_chr_II.g5141.t1,0.00570598793748,0.178212882224
IV.g11057.t1,Cnig_chr_IV.g12874.t1,0.0823723338012,0.159700546747
V.g16942.t1,Cnig_chr_V.g19984.t1,0.0147087744388,0.14002162583
I.g1086.t1,Cnig_chr_I.g58.t1,0.00487195025859,0.190101342917
IV.g10995.t1,Cnig_chr_IV.g12816.t2,0.00400780822894,0.191863380995
IV.g11028.t1,Cnig_chr_IV.g12873.t1,0.094841132769,0.211304012878
I.g3813.t3,Cnig_chr_I.g3841.t3,0.00882018799737,0.203193311045
